"kodekebun","kodebudidaya","kodeafdeling","kodeblok","namablok","status","tahuntanam","luas","kodekloon","netral","jmlpohon","tinggipohon","topologi","exareal","KodeTopografi","KodeKetinggian","mdpl","tanggal","jmlPatok",
"13","02","10","0100","CIBULUH 125","TM","1954","3,6600","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"13","02","10","0101","CIBULUH 125","TM","2011","10,0000","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"13","02","10","0200","CIBULUH 78910","TM","1971","5,9700","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"13","02","10","0201","CIBULUH 78910","TM","2009","6,5500","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"13","02","10","0400","CIEULEUL 1","TM","1951","14,2300","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"13","02","10","0500","CIEULEUL 10","TM","1970","14,1300","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"13","02","10","0600","CIEULEUL 2","TM","1951","12,7800","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"13","02","10","0700","CIEULEUL 3","TM","2012","5,0000","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"13","02","10","0900","CIEULEUL 5","TM","1955","11,4200","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"13","02","10","1000","CIEULEUL 67","TM","1957","6,9800","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"13","02","10","1100","CIEULEUL 8","TM","1939","12,0600","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"13","02","10","1200","CIEULEUL 9","TM","1971","2,9900","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"13","02","10","1400","CIKEUEUNG ABC","TM","1957","17,4100","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"13","02","10","1500","CISANGIANG 1","TM","1947","16,3400","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"13","02","10","1600","CISANGIANG 10","TM","1930","12,5200","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"13","02","10","1700","CISANGIANG 2","TM","1932","8,1300","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
