"KodeUnit","Tanggal","NoBukti","NoInput","KodeBudidaya","KodeAfdeling","Norek","KodeBarang","Netral","kdblok","KodeUnsur","Uraian","Jml_fisik","Debet","Kredit","Aplikasi",
"13","29-12-2016 00:00:00","A53201612-V00055","A53201612-00055","02","","300150000","01505111","","","B","Penerimaan 1 PER DEPAN COLT DIESEL 2014 NO.3","0","530000","0","TUP",
"13","22-12-2016 00:00:00","A53201612-V00029","A53201612-00029","02","","300160000","01600316","","","B","Penerimaan 20 GARPU RABUK","0","3045000","0","TUP",
"13","29-12-2016 00:00:00","A53201612-V00060","A53201612-00060","02","","300160000","01600964","","","B","Penerimaan 1000 KARUNG BEKAS","0","3000000","0","TUP",
"13","29-12-2016 00:00:00","A53201612-V00052","A53201612-00052","02","","300190000","01900152","","","B","Penerimaan 24 BENANG JAHIT U/KARUNG","0","211200","0","TUP",
"13","17-12-2016 00:00:00","A53201612-V00017","A53201612-00017","02","","300190000","01902103","","","B","Penerimaan 500 BEKATUL","0","2250000","0","TUP",
"13","17-12-2016 00:00:00","A53201612-V00017","A53201612-00017","02","","300190000","01902186","","","B","Penerimaan 100 RUMPUT LAUT","0","3000000","0","TUP",
"13","17-12-2016 00:00:00","A53201612-V00017","A53201612-00017","02","","300190000","01902187","","","B","Penerimaan 100 SUSU MURNI","0","750000","0","TUP",
"13","17-12-2016 00:00:00","A53201612-V00017","A53201612-00017","02","","300190000","01902188","","","B","Penerimaan 50 AIR KELAPA","0","87500","0","TUP",
"13","17-12-2016 00:00:00","A53201612-V00018","A53201612-00018","02","","300190000","01902242","","","B","Penerimaan 150 DEKOMPOSER","0","8250000","0","TUP",
"13","22-12-2016 00:00:00","A53201612-V00030","A53201612-00030","02","","300110000","01100202","","","B","Penerimaan 2 ANGKERLAK","0","178000","0","TUP",
"13","22-12-2016 00:00:00","A53201612-V00030","A53201612-00030","02","","300110000","01100241","","","B","Penerimaan 1 TINOL","0","119000","0","TUP",
"13","22-12-2016 00:00:00","A53201612-V00030","A53201612-00030","02","","300060000","00600273","","","B","Penerimaan 6 ISOLASI SLANG 4 MM","0","34500","0","TUP",
"13","22-12-2016 00:00:00","A53201612-V00028","A53201612-00028","02","","300060000","00600311","","","B","Penerimaan 10 KABEL NYM 3 X 1,5 MM","0","187500","0","TUP",
"13","29-12-2016 00:00:00","A53201612-V00050","A53201612-00050","02","","300060000","00600313","","","B","Penerimaan 20 KABEL NYM 3 X 2.5 MM","0","375000","0","TUP",
"13","29-12-2016 00:00:00","A53201612-V00056","A53201612-00056","02","","300060000","00600313","","","B","Penerimaan 15 KABEL NYM 3 X 2.5 MM","0","281250","0","TUP",
"13","22-12-2016 00:00:00","A53201612-V00033","A53201612-00033","02","","300060000","00600313","","","B","Penerimaan 20 KABEL NYM 3 X 2.5 MM","0","336000","0","TUP",
"13","22-12-2016 00:00:00","A53201612-V00033","A53201612-00033","02","","300060000","00600549","","","B","Penerimaan 2 PRESPAN MIKA 0.15","0","31800","0","TUP",
"13","22-12-2016 00:00:00","A53201612-V00033","A53201612-00033","02","","300060000","00600670","","","B","Penerimaan 1 TOMBOL ON/OFF","0","52500","0","TUP",
"13","22-12-2016 00:00:00","A53201612-V00033","A53201612-00033","02","","300060000","00600775","","","B","Penerimaan 3 EMAIL DRAT 0.5 MM","0","444000","0","TUP",
"13","29-12-2016 00:00:00","A53201612-V00054","A53201612-00054","02","","300060000","00600779","","","B","Penerimaan 5 EMAIL DRAT 0.65 MM","0","1265000","0","TUP",
"13","29-12-2016 00:00:00","A53201612-V00054","A53201612-00054","02","","300060000","00600965","","","B","Penerimaan 2.5 EMAIL DRAT 1.5 MM","0","632500","0","TUP",
"13","22-12-2016 00:00:00","A53201612-V00033","A53201612-00033","02","","300060000","00601064","","","B","Penerimaan 10 KABEL MONTAGE 1MM","0","179000","0","TUP",
"13","22-12-2016 00:00:00","A53201612-V00033","A53201612-00033","02","","300060000","00601072","","","B","Penerimaan 3 EMAIL DRAT 0,35 MM","0","444000","0","TUP",
"13","22-12-2016 00:00:00","A53201612-V00030","A53201612-00030","02","","300060000","00601333","","","B","Penerimaan 16 EMAIL DRAT 0.90 MM","0","2368000","0","TUP",
"13","22-12-2016 00:00:00","A53201612-V00030","A53201612-00030","02","","300060000","00601531","","","B","Penerimaan 2 TIMER OMRON","0","650000","0","TUP",
"13","22-12-2016 00:00:00","A53201612-V00030","A53201612-00030","02","","300060000","00601815","","","B","Penerimaan 10 PRESPAN MIKA  0.20 MM","0","159000","0","TUP",
"13","29-12-2016 00:00:00","A53201612-V00050","A53201612-00050","02","","300060000","00602295","","","B","Penerimaan 2 CONTRAKTOR SN-35 MITSUBISHI","0","1160000","0","TUP",
"13","29-12-2016 00:00:00","A53201612-V00056","A53201612-00056","02","","300060000","00602295","","","B","Penerimaan 1 CONTRAKTOR SN-35 MITSUBISHI","0","580000","0","TUP",
"13","22-12-2016 00:00:00","A53201612-V00030","A53201612-00030","02","","300060000","00602295","","","B","Penerimaan 6 CONTRAKTOR SN-35 MITSUBISHI","0","3480000","0","TUP",
"13","22-12-2016 00:00:00","A53201612-V00033","A53201612-00033","02","","300060000","00602295","","","B","Penerimaan 1 CONTRAKTOR SN-35 MITSUBISHI","0","580000","0","TUP",
"13","29-12-2016 00:00:00","A53201612-V00053","A53201612-00053","02","","300110000","01100415","","","B","Penerimaan 1 BRAKE PAD","0","425000","0","TUP",
"13","29-12-2016 00:00:00","A53201612-V00054","A53201612-00054","02","","300110000","01100446","","","B","Penerimaan 5 ELEKTRODE SS","0","768500","0","TUP",
"13","22-12-2016 00:00:00","A53201612-V00032","A53201612-00032","02","","300110000","01100453","","","B","Penerimaan 3 GERGAJI BESI SANVIK","0","41250","0","TUP",
"13","22-12-2016 00:00:00","A53201612-V00032","A53201612-00032","02","","300110000","01100601","","","B","Penerimaan 25 MUR BAUD 1/2  X 2","0","68750","0","TUP",
"13","29-12-2016 00:00:00","A53201612-V00054","A53201612-00054","02","","300110000","01100844","","","B","Penerimaan 15 ELEKTRODE RD.3,2","0","810000","0","TUP",
"13","22-12-2016 00:00:00","A53201612-V00032","A53201612-00032","02","","300110000","01100844","","","B","Penerimaan 20 ELEKTRODE RD.3,2","0","550000","0","TUP",
"13","22-12-2016 00:00:00","A53201612-V00032","A53201612-00032","02","","300110000","01100930","","","B","Penerimaan 3 BATU GURINDA POTONG 4""","0","75900","0","TUP",
"13","22-12-2016 00:00:00","A53201612-V00033","A53201612-00033","02","","300110000","01100988","","","B","Penerimaan 1 PULLY TYPE A 20 CM","0","385000","0","TUP",
"13","22-12-2016 00:00:00","A53201612-V00031","A53201612-00031","02","","300110000","01101111","","","B","Penerimaan 2 BEARING 6208","0","306000","0","TUP",
"13","22-12-2016 00:00:00","A53201612-V00033","A53201612-00033","02","","300110000","01101773","","","B","Penerimaan 1 PULLY TYPE A 11 CM","0","99000","0","TUP",
"13","29-12-2016 00:00:00","A53201612-V00051","A53201612-00051","02","","300110000","01102016","","","B","Penerimaan 2 SLANG COMPRESOR","0","3600000","0","TUP",
"13","29-12-2016 00:00:00","A53201612-V00056","A53201612-00056","02","","300110000","01102016","","","B","Penerimaan 1 SLANG COMPRESOR","0","1800000","0","TUP",
"13","22-12-2016 00:00:00","A53201612-V00027","A53201612-00027","02","","300110000","01102457","","","B","Penerimaan 200 MAJUN","0","3000000","0","TUP",
"13","22-12-2016 00:00:00","A53201612-V00032","A53201612-00032","02","","300110000","01102532","","","B","Penerimaan 25 MUR BAUD 3/8 X 3","0","68750","0","TUP",
"13","22-12-2016 00:00:00","A53201612-V00032","A53201612-00032","02","","300110000","01102815","","","B","Penerimaan 4 RESIBON 4""","0","52800","0","TUP",
"13","29-12-2016 00:00:00","A53201612-V00050","A53201612-00050","02","","300110000","01102854","","","B","Penerimaan 1 ELEKTRO MOTOR NATURAL","0","1750000","0","TUP",
"13","29-12-2016 00:00:00","A53201612-V00052","A53201612-00052","02","","300120000","01200064","","","B","Penerimaan 7 KLEMAN KALENG","0","135800","0","TUP",
"13","29-12-2016 00:00:00","A53201612-V00052","A53201612-00052","02","","300120000","01200446","","","B","Penerimaan 150 PLASTIK CONTOH","0","99000","0","TUP",
"13","29-12-2016 00:00:00","A53201612-V00052","A53201612-00052","02","","300120000","01200467","","","B","Penerimaan 140 PLASTIK ALAS","0","875000","0","TUP",
"13","29-12-2016 00:00:00","A53201612-V00052","A53201612-00052","02","","300120000","01200468","","","B","Penerimaan 42 TALI PALLET","0","2100000","0","TUP",
"13","22-12-2016 00:00:00","A53201612-V00032","A53201612-00032","02","","300140000","01400168","","","B","Penerimaan 1 ELEKTRO MOTOR 5,5 HP","0","1650000","0","TUP",
"13","29-12-2016 00:00:00","A53201612-V00050","A53201612-00050","02","","300140000","01400168","","","B","Penerimaan 1 ELEKTRO MOTOR 5,5 HP","0","5500000","0","TUP",
"13","17-12-2016 00:00:00","A58201612-V00146","A58201612-00146","02","11","196190000","01902242","","","B","Pemakaian 150 DEKOMPOSER Utk.Afdeling/Bagian Kiararoa","150","8250000","0","TUP",
"13","22-12-2016 00:00:00","A58201612-V00225","A58201612-00225","02","30","604020503","01100202","0200","","B","Pemakaian 1 ANGKERLAK Utk.Afdeling/Bagian Teknik","1","89000","0","TUP",
"13","22-12-2016 00:00:00","A58201612-V00226","A58201612-00226","02","30","604020503","01100202","0200","","B","Pemakaian 1 ANGKERLAK Utk.Afdeling/Bagian Teknik","1","89000","0","TUP",
"13","22-12-2016 00:00:00","A58201612-V00225","A58201612-00225","02","30","604020503","01100241","0200","","B","Pemakaian 1 TINOL Utk.Afdeling/Bagian Teknik","1","119000","0","TUP",
"13","22-12-2016 00:00:00","A58201612-V00225","A58201612-00225","02","30","604020503","00600273","0200","","B","Pemakaian 3 ISOLASI SLANG 4 MM Utk.Afdeling/Bagian Teknik","3","17250","0","TUP",
"13","22-12-2016 00:00:00","A58201612-V00226","A58201612-00226","02","30","604020503","00600273","0200","","B","Pemakaian 3 ISOLASI SLANG 4 MM Utk.Afdeling/Bagian Teknik","3","17250","0","TUP",
"13","22-12-2016 00:00:00","A58201612-V00222","A58201612-00222","02","30","604010000","00600311","0200","","B","Pemakaian 10 KABEL NYM 3 X 1,5 MM Utk.Afdeling/Bagian Teknik","10","187500","0","TUP",
"13","31-12-2016 00:00:00","A58201612-V00372","A58201612-00372","02","30","604020309","00600313","0200","","B","Pemakaian 20 KABEL NYM 3 X 2.5 MM Utk.Afdeling/Bagian Teknik","20","375000","0","TUP",
"13","22-12-2016 00:00:00","A58201612-V00223","A58201612-00223","02","30","604020303","00600313","0200","","B","Pemakaian 20 KABEL NYM 3 X 2.5 MM Utk.Afdeling/Bagian Teknik","20","336000","0","TUP",
"13","31-12-2016 00:00:00","A58201612-V00377","A58201612-00377","02","30","604020302","00600313","0200","","B","Pemakaian 15 KABEL NYM 3 X 2.5 MM Utk.Afdeling/Bagian Teknik","15","281250","0","TUP",
"13","22-12-2016 00:00:00","A58201612-V00223","A58201612-00223","02","30","604020303","00600549","0200","","B","Pemakaian 2 PRESPAN MIKA 0.15 Utk.Afdeling/Bagian Teknik","2","31800","0","TUP",
"13","22-12-2016 00:00:00","A58201612-V00223","A58201612-00223","02","30","604020303","00600670","0200","","B","Pemakaian 1 TOMBOL ON/OFF Utk.Afdeling/Bagian Teknik","1","52500","0","TUP",
"13","22-12-2016 00:00:00","A58201612-V00223","A58201612-00223","02","30","604020303","00600775","0200","","B","Pemakaian 3 EMAIL DRAT 0.5 MM Utk.Afdeling/Bagian Teknik","3","444000","0","TUP",
"13","31-12-2016 00:00:00","A58201612-V00375","A58201612-00375","02","30","604020602","00600779","0200","","B","Pemakaian 5 EMAIL DRAT 0.65 MM Utk.Afdeling/Bagian Teknik","5","1265000","0","TUP",
"13","31-12-2016 00:00:00","A58201612-V00375","A58201612-00375","02","30","604020602","00600965","0200","","B","Pemakaian 2.5 EMAIL DRAT 1.5 MM Utk.Afdeling/Bagian Teknik","2,5","632500","0","TUP",
"13","22-12-2016 00:00:00","A58201612-V00223","A58201612-00223","02","30","604020303","00601064","0200","","B","Pemakaian 10 KABEL MONTAGE 1MM Utk.Afdeling/Bagian Teknik","10","179000","0","TUP",
"13","22-12-2016 00:00:00","A58201612-V00223","A58201612-00223","02","30","604020303","00601072","0200","","B","Pemakaian 3 EMAIL DRAT 0,35 MM Utk.Afdeling/Bagian Teknik","3","444000","0","TUP",
"13","22-12-2016 00:00:00","A58201612-V00226","A58201612-00226","02","30","604020503","00601333","0200","","B","Pemakaian 8 EMAIL DRAT 0.90 MM Utk.Afdeling/Bagian Teknik","8","1184000","0","TUP",
"13","22-12-2016 00:00:00","A58201612-V00225","A58201612-00225","02","30","604020503","00601333","0200","","B","Pemakaian 8 EMAIL DRAT 0.90 MM Utk.Afdeling/Bagian Teknik","8","1184000","0","TUP",
"13","22-12-2016 00:00:00","A58201612-V00225","A58201612-00225","02","30","604020503","00601531","0200","","B","Pemakaian 1 TIMER OMRON Utk.Afdeling/Bagian Teknik","1","325000","0","TUP",
"13","22-12-2016 00:00:00","A58201612-V00226","A58201612-00226","02","30","604020503","00601531","0200","","B","Pemakaian 1 TIMER OMRON Utk.Afdeling/Bagian Teknik","1","325000","0","TUP",
"13","22-12-2016 00:00:00","A58201612-V00225","A58201612-00225","02","30","604020503","00601815","0200","","B","Pemakaian 5 PRESPAN MIKA  0.20 MM Utk.Afdeling/Bagian Teknik","5","79500","0","TUP",
"13","22-12-2016 00:00:00","A58201612-V00226","A58201612-00226","02","30","604020503","00601815","0200","","B","Pemakaian 5 PRESPAN MIKA  0.20 MM Utk.Afdeling/Bagian Teknik","5","79500","0","TUP",
"13","31-12-2016 00:00:00","A58201612-V00374","A58201612-00374","02","30","200060000","01100415","D1522ZJ","","B","Pemakaian 1 BRAKE PAD Utk.Afdeling/Bagian Teknik","1","425000","0","TUP",
"13","22-12-2016 00:00:00","A58201612-V00224","A58201612-00224","02","30","604020303","01100453","0200","","B","Pemakaian 3 GERGAJI BESI SANVIK Utk.Afdeling/Bagian Teknik","3","41250","0","TUP",
"13","22-12-2016 00:00:00","A58201612-V00224","A58201612-00224","02","30","604020303","01100601","0200","","B","Pemakaian 25 MUR BAUD 1/2  X 2 Utk.Afdeling/Bagian Teknik","25","68750","0","TUP",
"13","31-12-2016 00:00:00","A58201612-V00375","A58201612-00375","02","30","604020303","01100844","0200","","B","Pemakaian 15 ELEKTRODE RD.3,2 Utk.Afdeling/Bagian Teknik","15","810000","0","TUP",
"13","22-12-2016 00:00:00","A58201612-V00224","A58201612-00224","02","30","604020303","01100844","0200","","B","Pemakaian 20 ELEKTRODE RD.3,2 Utk.Afdeling/Bagian Teknik","20","550000","0","TUP",
"13","22-12-2016 00:00:00","A58201612-V00224","A58201612-00224","02","30","604020303","01100930","0200","","B","Pemakaian 3 BATU GURINDA POTONG 4"" Utk.Afdeling/Bagian Teknik","3","75900","0","TUP",
"13","22-12-2016 00:00:00","A58201612-V00223","A58201612-00223","02","30","604020303","01100988","0200","","B","Pemakaian 1 PULLY TYPE A 20 CM Utk.Afdeling/Bagian Teknik","1","385000","0","TUP",
"13","22-12-2016 00:00:00","A58201612-V00226","A58201612-00226","02","30","604020503","01101111","0200","","B","Pemakaian 2 BEARING 6208 Utk.Afdeling/Bagian Teknik","2","306000","0","TUP",
"13","22-12-2016 00:00:00","A58201612-V00223","A58201612-00223","02","30","604020303","01101773","0200","","B","Pemakaian 1 PULLY TYPE A 11 CM Utk.Afdeling/Bagian Teknik","1","99000","0","TUP",
"13","31-12-2016 00:00:00","A58201612-V00373","A58201612-00373","02","30","604020309","01102016","0200","","B","Pemakaian 2 SLANG COMPRESOR Utk.Afdeling/Bagian Teknik","2","3600000","0","TUP",
"13","31-12-2016 00:00:00","A58201612-V00377","A58201612-00377","02","30","604020309","01102016","0200","","B","Pemakaian 1 SLANG COMPRESOR Utk.Afdeling/Bagian Teknik","1","1800000","0","TUP",
"13","22-12-2016 00:00:00","A58201612-V00221","A58201612-00221","02","30","604022619","01102457","0200","","B","Pemakaian 200 MAJUN Utk.Afdeling/Bagian Teknik","200","3000000","0","TUP",
"13","22-12-2016 00:00:00","A58201612-V00224","A58201612-00224","02","30","604020303","01102532","0200","","B","Pemakaian 25 MUR BAUD 3/8 X 3 Utk.Afdeling/Bagian Teknik","25","68750","0","TUP",
"13","22-12-2016 00:00:00","A58201612-V00224","A58201612-00224","02","30","604020303","01102815","0200","","B","Pemakaian 4 RESIBON 4"" Utk.Afdeling/Bagian Teknik","4","52800","0","TUP",
"13","31-12-2016 00:00:00","A58201612-V00372","A58201612-00372","02","30","604020415","01102854","0200","","B","Pemakaian 1 ELEKTRO MOTOR NATURAL Utk.Afdeling/Bagian Teknik","1","1750000","0","TUP",
"13","31-12-2016 00:00:00","A58201612-V00379","A58201612-00379","02","20","605040000","01200064","0200","","B","Pemakaian 7 KLEMAN KALENG Utk.Afdeling/Bagian Pabrik Purbasari","7","135800","0","TUP",
"13","20-12-2016 00:00:00","A58201612-V00184","A58201612-00184","02","20","605040000","01200067","0200","","B","Pemakaian 320 LABEL STATUS INSPEKSI Utk.Afdeling/Bagian Pabrik Purbasari","320","49831,7669902913","0","TUP",
"13","09-12-2016 00:00:00","A58201612-V00077","A58201612-00077","02","20","605040000","01200067","0200","","B","Pemakaian 400 LABEL STATUS INSPEKSI Utk.Afdeling/Bagian Pabrik Purbasari","400","62289,7247706422","0","TUP",
"13","14-12-2016 00:00:00","A58201612-V00105","A58201612-00105","02","21","605040000","01200067","0200","","B","Pemakaian 200 LABEL STATUS INSPEKSI Utk.Afdeling/Bagian Pabrik Pasir Junghuhn","200","31144,8571428571","0","TUP",
"13","24-12-2016 00:00:00","A58201612-V00260","A58201612-00260","02","20","605040000","01200067","0200","","B","Pemakaian 225 LABEL STATUS INSPEKSI Utk.Afdeling/Bagian Pabrik Purbasari","225","35037,9784569138","0","TUP",
"13","30-12-2016 00:00:00","A58201612-V00348","A58201612-00348","02","10","601060201","00301007","0200","0200","B","Pemakaian 6 PREMIUM 2 TAX Utk.Afdeling/Bagian Purbasari","6","62221,9179632249","0","TUP",
"13","30-12-2016 00:00:00","A58201612-V00349","A58201612-00349","02","12","601070500","00201230","0200","1200","B","Pemakaian 72 NEW TOP Utk.Afdeling/Bagian Srikandi","72","253620","0","TUP",
"13","30-12-2016 00:00:00","A58201612-V00349","A58201612-00349","02","12","601070500","00301007","0200","1200","B","Pemakaian 7 PREMIUM 2 TAX Utk.Afdeling/Bagian Srikandi","7","72592,2365283739","0","TUP",
"13","30-12-2016 00:00:00","A58201612-V00350","A58201612-00350","02","14","602130000","00301007","0200","2000","B","Pemakaian 45 PREMIUM 2 TAX Utk.Afdeling/Bagian Citawa","45","466664,387902064","0","TUP",
"13","30-12-2016 00:00:00","A58201612-V00351","A58201612-00351","02","14","601070500","00201230","0200","0200","B","Pemakaian 112 NEW TOP Utk.Afdeling/Bagian Citawa","112","394520","0","TUP",
"13","06-12-2016 00:00:00","A58201612-V00048","A58201612-00048","02","20","605040000","01200324","0200","","B","Pemakaian 200 KARUNG BAGOR 120CM X 80CM Utk.Afdeling/Bagian Pabrik Purbasari","200","734849,518987342","0","TUP",
"13","06-12-2016 00:00:00","A58201612-V00051","A58201612-00051","02","11","601060201","00301007","0200","1700","B","Pemakaian 6 PREMIUM 2 TAX Utk.Afdeling/Bagian Kiararoa","6","54041,532326284","0","TUP",
"13","06-12-2016 00:00:00","A58201612-V00052","A58201612-00052","02","14","601060201","00301007","0200","0400","B","Pemakaian 6 PREMIUM 2 TAX Utk.Afdeling/Bagian Citawa","6","54041,5362142422","0","TUP",
"13","07-12-2016 00:00:00","A58201612-V00056","A58201612-00056","02","14","601060201","00202303","0200","0700","B","Pemakaian 3 NORDOK Utk.Afdeling/Bagian Citawa","3","547500","0","TUP",
"13","07-12-2016 00:00:00","A58201612-V00056","A58201612-00056","02","14","601060201","00301007","0200","0700","B","Pemakaian 5 PREMIUM 2 TAX Utk.Afdeling/Bagian Citawa","5","45034,6106683017","0","TUP",
"13","07-12-2016 00:00:00","A58201612-V00054","A58201612-00054","02","20","603100300","00301032","0200","","B","Pemakaian 69 KAYU BAKAR CAMPUR Utk.Afdeling/Bagian Pabrik Purbasari","69","12247499,5740741","0","TUP",
"13","08-12-2016 00:00:00","A58201612-V00070","A58201612-00070","02","14","601060201","00202303","0200","1100","B","Pemakaian 2.5 NORDOK Utk.Afdeling/Bagian Citawa","2,5","456250","0","TUP",
"13","07-12-2016 00:00:00","A58201612-V00055","A58201612-00055","02","21","603100300","00301032","0200","","B","Pemakaian 25 KAYU BAKAR CAMPUR Utk.Afdeling/Bagian Pabrik Pasir Junghuhn","25","4437499,7311828","0","TUP",
"13","07-12-2016 00:00:00","A58201612-V00058","A58201612-00058","02","10","601070500","00201230","0200","2200","B","Pemakaian 33 NEW TOP Utk.Afdeling/Bagian Purbasari","33","116242,451327434","0","TUP",
"13","07-12-2016 00:00:00","A58201612-V00058","A58201612-00058","02","10","601070500","00301007","0200","2200","B","Pemakaian 3 PREMIUM 2 TAX Utk.Afdeling/Bagian Purbasari","3","27020,7686613202","0","TUP",
"13","07-12-2016 00:00:00","A58201612-V00060","A58201612-00060","02","11","602130000","00301007","0200","3800","B","Pemakaian 30 PREMIUM 2 TAX Utk.Afdeling/Bagian Kiararoa","30","270207,659016393","0","TUP",
"13","07-12-2016 00:00:00","A58201612-V00063","A58201612-00063","02","12","602130000","00301007","0200","1801","B","Pemakaian 22.5 PREMIUM 2 TAX Utk.Afdeling/Bagian Srikandi","22,5","202655,759668508","0","TUP",
"13","08-12-2016 00:00:00","A58201612-V00067","A58201612-00067","02","11","602130000","00301007","0200","3300","B","Pemakaian 30 PREMIUM 2 TAX Utk.Afdeling/Bagian Kiararoa","30","270207,669280114","0","TUP",
"13","08-12-2016 00:00:00","A58201612-V00069","A58201612-00069","02","10","601070500","00201230","0200","2500","B","Pemakaian 55 NEW TOP Utk.Afdeling/Bagian Purbasari","55","193737,386831276","0","TUP",
"13","22-12-2016 00:00:00","A58201612-V00229","A58201612-00229","02","10","602130000","00301007","0200","0101","B","Pemakaian 75 PREMIUM 2 TAX Utk.Afdeling/Bagian Purbasari","75","748698,021582734","0","TUP",
"13","20-12-2016 00:00:00","A58201612-V00184","A58201612-00184","02","20","605040000","01200324","0200","","B","Pemakaian 200 KARUNG BAGOR 120CM X 80CM Utk.Afdeling/Bagian Pabrik Purbasari","200","734849,521126761","0","TUP",
"13","08-12-2016 00:00:00","A58201612-V00070","A58201612-00070","02","14","601060201","00301007","0200","1100","B","Pemakaian 4.5 PREMIUM 2 TAX Utk.Afdeling/Bagian Citawa","4,5","40531,1517655898","0","TUP",
"13","06-12-2016 00:00:00","A58201612-V00050","A58201612-00050","02","11","602130000","00301007","0200","3800","B","Pemakaian 30 PREMIUM 2 TAX Utk.Afdeling/Bagian Kiararoa","30","270207,673469388","0","TUP",
"13","08-12-2016 00:00:00","A58201612-V00073","A58201612-00073","02","12","601070500","00201230","0200","0200","B","Pemakaian 61 NEW TOP Utk.Afdeling/Bagian Srikandi","61","214872,5","0","TUP",
"13","08-12-2016 00:00:00","A58201612-V00073","A58201612-00073","02","12","601070500","00301007","0200","0200","B","Pemakaian 6 PREMIUM 2 TAX Utk.Afdeling/Bagian Srikandi","6","54041,5316351684","0","TUP",
"13","08-12-2016 00:00:00","A58201612-V00075","A58201612-00075","02","11","601070500","00301007","0200","3800","B","Pemakaian 3.5 PREMIUM 2 TAX Utk.Afdeling/Bagian Kiararoa","3,5","31524,2284482759","0","TUP",
"13","08-12-2016 00:00:00","A58201612-V00075","A58201612-00075","02","11","601070500","00201230","0200","1300","B","Pemakaian 70 NEW TOP Utk.Afdeling/Bagian Kiararoa","70","246575,275590551","0","TUP",
"13","22-12-2016 00:00:00","A58201612-V00230","A58201612-00230","02","10","601070500","00301007","0200","2300","B","Pemakaian 4 PREMIUM 2 TAX Utk.Afdeling/Bagian Purbasari","4","39930,5613305613","0","TUP",
"13","19-12-2016 00:00:00","A58201612-V00174","A58201612-00174","02","11","601070100","00201103","0200","3000","B","Pemakaian 800 TSP Utk.Afdeling/Bagian Kiararoa","800","5519916,23884042","0","TUP",
"13","18-12-2016 00:00:00","A58201612-V00169","A58201612-00169","02","11","602130000","00301007","0200","2900","B","Pemakaian 30 PREMIUM 2 TAX Utk.Afdeling/Bagian Kiararoa","30","299479,215270414","0","TUP",
"13","18-12-2016 00:00:00","A58201612-V00165","A58201612-00165","02","10","602130000","00301007","0200","0100","B","Pemakaian 75 PREMIUM 2 TAX Utk.Afdeling/Bagian Purbasari","75","748698,038321168","0","TUP",
"13","17-12-2016 00:00:00","A58201612-V00150","A58201612-00150","02","14","601070100","00201103","0200","2200","B","Pemakaian 300 TSP Utk.Afdeling/Bagian Citawa","300","2069968,58717333","0","TUP",
"13","17-12-2016 00:00:00","A58201612-V00151","A58201612-00151","02","12","602130000","00301007","0200","3800","B","Pemakaian 22.5 PREMIUM 2 TAX Utk.Afdeling/Bagian Srikandi","22,5","224609,410426148","0","TUP",
"13","17-12-2016 00:00:00","A58201612-V00152","A58201612-00152","02","11","601050200","00202132","0200","0900","B","Pemakaian 14 VINO 650 SL Utk.Afdeling/Bagian Kiararoa","14","557173,738782051","0","TUP",
"13","17-12-2016 00:00:00","A58201612-V00153","A58201612-00153","02","11","602130000","00301007","0200","2900","B","Pemakaian 30 PREMIUM 2 TAX Utk.Afdeling/Bagian Kiararoa","30","299479,198988196","0","TUP",
"13","17-12-2016 00:00:00","A58201612-V00154","A58201612-00154","02","12","601050200","00202132","0200","3000","B","Pemakaian 12 VINO 650 SL Utk.Afdeling/Bagian Srikandi","12","477577,487844408","0","TUP",
"13","17-12-2016 00:00:00","A58201612-V00154","A58201612-00154","02","12","601050200","00202132","0200","3000","B","Pemakaian 14 VINO 650 SL Utk.Afdeling/Bagian Srikandi","14","557173,735818477","0","TUP",
"13","17-12-2016 00:00:00","A58201612-V00155","A58201612-00155","02","12","601060101","00202216","0200","1200","B","Pemakaian 0.4 POKSINDO 200 EC Utk.Afdeling/Bagian Srikandi","0,4","35120,0000000001","0","TUP",
"13","17-12-2016 00:00:00","A58201612-V00160","A58201612-00160","02","14","601050200","00202132","0200","0300","B","Pemakaian 12 VINO 650 SL Utk.Afdeling/Bagian Citawa","12","477577,494949495","0","TUP",
"13","17-12-2016 00:00:00","A58201612-V00158","A58201612-00158","02","14","602130000","00301007","0200","0700","B","Pemakaian 45 PREMIUM 2 TAX Utk.Afdeling/Bagian Citawa","45","449218,806228374","0","TUP",
"13","17-12-2016 00:00:00","A58201612-V00158","A58201612-00158","02","14","602130000","00301007","0200","0400","B","Pemakaian 15 PREMIUM 2 TAX Utk.Afdeling/Bagian Citawa","15","149739,602076125","0","TUP",
"13","17-12-2016 00:00:00","A58201612-V00160","A58201612-00160","02","14","601050200","00202132","0200","0300","B","Pemakaian 6 VINO 650 SL Utk.Afdeling/Bagian Citawa","6","238788,747474747","0","TUP",
"13","18-12-2016 00:00:00","A58201612-V00164","A58201612-00164","02","14","601050200","00202132","0200","0100","B","Pemakaian 6 VINO 650 SL Utk.Afdeling/Bagian Citawa","6","238788,743589744","0","TUP",
"13","23-12-2016 00:00:00","A58201612-V00239","A58201612-00239","02","12","602130000","00301007","0200","3500","B","Pemakaian 22.5 PREMIUM 2 TAX Utk.Afdeling/Bagian Srikandi","22,5","224609,409246575","0","TUP",
"13","22-12-2016 00:00:00","A58201612-V00220","A58201612-00220","02","11","602130000","00301007","0200","0402","B","Pemakaian 30 PREMIUM 2 TAX Utk.Afdeling/Bagian Kiararoa","30","299479,173553719","0","TUP",
