"Tahun","KodeBarang","NamaBarang","Tr1","Tr2","Tr3","Tr4",
"2013","01902217","BIBIT JAMBU BIJI","0,00","0,00","12500,00","0,00",
"2013","00202259","MITISUN","0,00","0,00","170700,00","169500,00",
"2013","00202270","ENDOHEVEA","0,00","0,00","4500,00","0,00",
"2013","00302187","TURBOLUBE","0,00","0,00","32050,00","32050,00",
"2013","01501143","BAN BRIDGESTONE UK.205/70 R14 - 6PR","0,00","0,00","1106750,00","0,00",
"2013","01600947","PLASTIK POLYBAG UK. 10CM X 15CM X 0.05 MM","0,00","0,00","27000,00","0,00",
"2013","01600948","PLASTIK POLYBAG UK. 12CM X 15CM X 0.05 MM","0,00","0,00","27000,00","0,00",
"2013","00202271","BIONIK 400 EC","0,00","0,00","67250,00","66500,00",
"2013","00202333","ENDOHEVEA","0,00","0,00","4500,00","0,00",
"2013","00201149","NPK BRIKET  15-7-18-2 (SR)","0,00","0,00","6200,00","0,00",
"2013","00201151","NPK 16-16-16","0,00","0,00","7260,00","0,00",
"2013","00201152","NPK 12-6-16","0,00","0,00","5540,00","0,00",
"2013","00201153","NPK 12-6-18","0,00","0,00","5750,00","0,00",
"2013","00201104","ROCK PHOSPAT","0,00","0,00","2275,00","0,00",
"2013","01504842","BAN GOODYEAR UK. 215/70 R15","0,00","0,00","0,00","1610000,00",
"2013","01501198","BAN GOODYEAR UK.600 X 13 - 6 PR","0,00","0,00","0,00","974000,00",
"2013","01504843","BAN GOODYEAR UK. 205 X 70 R 14","0,00","0,00","0,00","1610000,00",
"2013","01504844","BAN GOODYEAR UK. 17.5 X 25","0,00","0,00","0,00","11918500,00",
"2013","01504845","BAN GOODYEAR UK. 11,2 X 24","0,00","0,00","0,00","8330000,00",
"2013","01504846","BAN GOODYEAR UK. 28 X 13,6","0,00","0,00","0,00","14210000,00",
"2013","01600420","KERANJANG PLASTIK","0,00","0,00","0,00","82000,00",
"2013","00202106","RAMBO","0,00","0,00","0,00","46600,00",
"2013","00202402","FURADAN","0,00","0,00","0,00","12900,00",
"2013","00202273","DECIS 25 EC","0,00","0,00","0,00","208000,00",
"2013","00202302","COPCIDE 77 WP","0,00","0,00","0,00","159000,00",
"2013","00202337","ANTRACOL 70 WP","0,00","0,00","0,00","118500,00",
"2013","00202241","RATGONE","0,00","0,00","0,00","38800,00",
"2013","00202307","DANVIL","0,00","0,00","0,00","110000,00",
"2014","01200045","PLASTIK BUNGKUS","32500,00","32400,00","0,00","0,00",
"2014","01200085","PLASTIK INTERLAYER","27500,00","27400,00","0,00","0,00",
"2014","00201406","BOCA PLUS","1700,00","0,00","0,00","0,00",
"2014","00201410","KOMPOTA PLUS","1700,00","0,00","0,00","0,00",
"2014","00201402","ORGEF  UNTUK NON TEH","1700,00","0,00","0,00","0,00",
"2014","00201424","FMLT-TOP","1700,00","0,00","0,00","0,00",
"2014","01600464","MANGKOK PLASTIK 500 CC","800,00","0,00","0,00","0,00",
"2014","01600462","MANGKOK PLASTIK 1000 CC","1740,00","0,00","0,00","0,00",
"2014","00201235","TRION","129000,00","0,00","0,00","0,00",
"2014","00201236","SRIDA","189000,00","0,00","0,00","0,00",
"2014","01600471","MESIN PETIK TEH MERK.KAWASAKI","34800000,00","0,00","0,00","0,00",
"2014","01600956","MESIN TRIMING","28600000,00","0,00","0,00","0,00",
"2014","00302001","MESRAN SUPER 10W  (KEMSAN DRUM)","22300,00","25000,00","0,00","0,00",
"2014","00302008","MESRAN SUPER 10W  (KEMSAN DOOS)","24800,00","27500,00","0,00","0,00",
"2014","00302009","MESRAN SUPER 20W-50  (KEMSAN DOOS)","28900,00","0,00","0,00","0,00",
"2014","00302010","ENVIRO 2T (KEMSAN DOOS)","35500,00","30455,00","0,00","0,00",
"2014","00302011","MEDITRAN S-40  (KEMSAN DOOS)","26740,00","29091,00","0,00","0,00",
"2014","00302013","RORED HD A-140  (KEMSAN DOOS)","31620,00","34000,00","0,00","0,00",
"2014","00302012","RORED HD A-90  (KEMSAN DOOS)","31440,00","33873,00","0,00","0,00",
"2014","00302007","TURALIC  C-68  (KEMSAN DRUM)","30600,00","26450,00","0,00","0,00",
"2014","00302006","RORED HD A-140  (KEMSAN DRUM)","30600,00","34800,00","0,00","0,00",
"2014","00302005","RORED HD A-90  (KEMSAN DRUM)","30200,00","34300,00","0,00","0,00",
"2014","00302004","MEDITRAN S-40  (KEMSAN DRUM)","22300,00","25150,00","0,00","0,00",
"2014","00302014","TURALIC  C-68  (KEMSAN DOOS)","25900,00","28950,00","0,00","0,00",
"2014","01501146","BAN BRIDGESTONE UK.235/70 R15 - 6PR DUELER A/T 683","1137390,00","1310000,00","0,00","0,00",
"2014","01501140","BAN BRIDGESTONE UK.195/65 15 B 250","990000,00","830000,00","0,00","0,00",
"2014","01501141","BAN BRIDGESTONE UK.195/70 14 B 250","883500,00","0,00","0,00","0,00",
"2014","01501138","BAN BRIDGESTONE UK.185/65 X 15","962500,00","0,00","0,00","0,00",
"2014","01501152","BAN BRIDGESTONE UK.30 X 9,50 R15 - 6PR","1663450,00","0,00","0,00","0,00",
"2014","01501160","BAN BRIDGESTONE UK.750 X 16 - 14PR  HMG","1993320,00","2093000,00","0,00","0,00",
"2014","01501187","BAN GOODYEAR UK.235/70  R15 - 6PR  WRANGLER  OBL","1281500,00","1320000,00","0,00","0,00",
"2014","01501188","BAN GOODYEAR UK.235/75  R15 - 6PR  WRANGLER ATL","1529500,00","1590000,00","0,00","0,00",
