"kodeunit","tgltran","nobukti","noaktiva","kdafd","kdbud","kelompok","norek","tglbeli","nmaktiva","kelompokaset","tarifpct","jmlunit","satuan","sawalp","auditp","rcp","hapusp","rekp","kbnp","murnip","sawals","audits","rcs","hapuss","kbns","reks","murnis","stopr","thntnm","kondisi",
"13","01-02-2016 00:00:00","SALDO AWAL","1300500006","20","02","005","005010000","01-01-1966 00:00:00","WITHERING TROUGH NO 28 PUR (15 X18)","05","5","1","UNIT","52642","0","0","0","0","0","0","52641","0","0","0","0","0","0","","","0",
"13","31-07-2016 00:00:00","SST201607-00001","1300800199","02","02","008","008010000","31-07-2014 00:00:00","MESIN TRIMING","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","527500","","","0",
"13","31-03-2016 00:00:00","SST201603-00001","1300800079","02","02","008","008010000","30-04-2013 00:00:00","MESIN PETIK TEH MERK KAWASAKI SV-120H","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","580000","","","0",
"13","31-10-2016 00:00:00","SST201610-00001","1300400080","21","02","004","004030000","30-09-2012 00:00:00","BANGUNANUNAN GUDANG BBP UK.102 M2","01","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","166375","","","0",
"13","30-04-2016 00:00:00","SST201604-00001","1300800164","02","02","008","008010000","30-06-2011 00:00:00","MESIN SKIPPING MERK OCHIAI (V8-R8)","04","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","483333,333333333","","","0",
"13","01-02-2016 00:00:00","SALDO AWAL","1300500094","21","02","005","005010000","01-01-1984 00:00:00","WITHERING TROUGH NO 06 21X180 HUN","05","5","1","UNIT","19832682","0","0","0","0","0","0","19832681","0","0","0","0","0","0","","","0",
"13","01-02-2016 00:00:00","SALDO AWAL","1300300016","10","02","003","003020000","01-01-1949 00:00:00","RUMAH KARYAWAN PURBASARI 245 SD 252","03","20","8","UNIT","129920","0","0","0","0","0","0","129912","0","0","0","0","0","0","","","0",
"13","29-02-2016 00:00:00","SST201602-00001","1300500219","20","02","005","005010000","31-07-2012 00:00:00","OPEN TOP ROLLER DA 47"" (REGULER)","05","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","1594791,66666667","","","0",
"13","01-02-2016 00:00:00","SALDO AWAL","1300800118","02","02","008","008040000","01-01-1973 00:00:00","KASET SIGMEN 24 X 30","04","20","2","UNIT","30652","0","0","0","0","0","0","30650","0","0","0","0","0","0","","","0",
"13","01-02-2016 00:00:00","SALDO AWAL","1300500169","21","02","005","005010000","01-01-1985 00:00:00","TEA BIN HUN","05","5","1","UNIT","383406","0","0","0","0","0","0","383405","0","0","0","0","0","0","","","0",
