"NPP","NoUrut","TKPendidikan","Pendidikan","Nama","Kota","StatAkreditasi","DNLN","TahunAwal","TahunAkhir","StatLulus","NoIjasah","TglIjasah","Nilai","Grade","UserId","TglInput",
"01028565024897","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028566024898","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028566024899","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028566024900","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028566024901","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028566024902","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108568026437","001","","1A00","SD","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01078568025635","001","","1A00","SD","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108568026435","001","","2A00","SMP","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01078563025608","001","","3D00","SMEA","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"OMAN","001","","3A00","UPT SLTA","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"SOLIHIN","001","","1A00","SD","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028566024903","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108567026420","001","","1A00","SD","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077960018066","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028567024905","001","","3A00","UPT SLTA","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108566026416","001","","2A00","UPT SLTP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048466022784","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108566026411","001","","2A00","SMP","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028566024904","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048466022774","001","","2A00","SMP","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108562026364","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01078062020104","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108566026412","001","","2A00","SMP","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01078063020105","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01118566026499","001","","2A00","SMP","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01058566025276","001","","1A00","SD","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01060166036210","001","","3I00","SPG","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108566026400","001","","3A00","UPT SLTA","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01098566026305","001","","1A00","SD","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01078063020106","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01118565026498","001","","1A00","SD","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028567024907","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01078465023223","001","","2A00","SMP","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01058465025273","001","","2A00","SMP","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01078465023225","001","","3A00","SMA","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108565026389","001","","1A00","SD","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01028661019215","001","","1A00","sd","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01037960017650","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"15108965028386","001","","3A00","SMA NEGERI BANDUNG","BANDUNG","Disamakan","D","1974","1977","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01058563025270","001","","1A00","SD","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01128565026627","001","","3B00","STM","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01037960017651","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048465022742","001","","1A00","SD","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01037963017652","001","","3Z00","UPT SLTA","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01038062019433","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01038161020762","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01038464022465","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01038465022466","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01040473039155","001","","7000","UNBAR","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01047761014697","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01047858022733","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01047860022716","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048060022749","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048063022743","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048064022762","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048454022669","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048460022684","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048461022686","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048462022687","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048462022688","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048462022689","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048462022690","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048462022691","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048462022692","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048462022693","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048463022695","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048463022696","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048463022697","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048463022698","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048463022699","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048463022700","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048463022701","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048463022702","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048463022703","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048463022704","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048463022705","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048463022706","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048463022707","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048463022709","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048463022711","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048463022712","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048464022713","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048464022714","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048464022715","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108562026365","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048464022719","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048464022720","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048464022721","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048464022722","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048464022723","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048464022724","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048464022725","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048464022726","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048464022727","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048464022728","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048464022729","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048464022730","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048464022731","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048464022732","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048464022734","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048464022735","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048464022737","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048464022739","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048465022740","001","","3Z00","UPT SLTA","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048465022744","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048465022745","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048465022746","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048465022747","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048465022748","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048465022750","001","","1A00","SD/SR","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048465022751","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048465022752","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048465022753","001","","1A00","SD","BANBDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048465022754","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048465022755","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048465022756","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048465022757","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048465022758","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048465022759","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048465022760","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048465022761","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048465022763","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048465022764","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048465022765","001","","1A00","SD","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048466022768","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048466022769","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048466022770","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048466022771","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048466022772","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048466022773","001","","2A00","SMP","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048466022775","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048466022777","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048466022778","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048466022779","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048466022780","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01108560026360","001","","1A00","BANDUNG","BANDUNG","Disamakan","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048466022782","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048466022783","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048466022785","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048467022787","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048467022788","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01048563025145","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01057860025320","001","","2A00","smp","bandung","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01057861016475","001","","3Z00","UPT SLTA","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01058062019678","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01058063025269","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01058262021421","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01058464023055","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01058465018073","001","","3D00","SMEA","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01058560025263","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01058560025319","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01058561025264","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01058561025265","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01058562025266","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01058562025267","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01058562025268","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01058564025271","001","","3A00","SMA","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01058565025272","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01058565025275","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01058566025277","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01058566025278","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01078062020103","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01058567025279","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01058567025281","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01058567025283","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077055004607","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077150005696","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077360008661","01","1","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077460010253","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077559012070","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077560012078","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077560012081","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077560012082","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077560012083","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077561012084","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077561012085","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077561012086","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077656013796","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077658013822","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077660013823","001","","2E00","SPBMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077660013824","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077661013826","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077760004580","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077760015006","001","","1A00","SD","BADNUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077760015007","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077760015008","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077760015009","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077761015010","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077860016635","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077860016636","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077861016637","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077861016638","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077861016639","001","","2A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077861016640","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077863025274","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077864016642","001","","2A00","SMP","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077960018063","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077960018064","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077960018065","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077960018068","001","","1A00","SD","BADNUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01077960018069","001","","1A00","SD","BANDUNG","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
