"kodeunit","tanggal","unsur","kodeafd","kodebud","norek","netral","kodebarang","qtyBrg_RKAP","qtyBrg_PMK","klsKary","jmlHK_RKAP","jmlHsl_RKAP","jmlKary_RKAP","nilai_RKAP","jmlHK_PMK","jmlHsl_PMK","jmlKary_PMK","nilai_PMK","kodeblok","thntnm","HaJelajah_RKAP","HaJelajah_PMK","KMK",
"13","29-03-2016 00:00:00","GU","02","02","601060102","0200","","0","0","","0","0","0","0","0","0","0","10745000","","","0","0","01",
"13","19-09-2016 00:00:00","BB","02","02","424040000","","","0","0","","0","0","0","0","0","0","0","1200000","","","0","0","01",
"13","28-07-2016 00:00:00","LL","02","02","422020000","","","0","0","","0","0","0","1071000","0","0","0","1071000","","","0","0","01",
"13","29-07-2016 00:00:00","GU","10","02","602030102","0200","","0","0","","0","0","0","334760000","0","0","0","8851000","","2008","0","0","01",
"13","24-05-2016 00:00:00","GU","21","02","603030100","0200","","0","0","","0","0","0","5836000","0","0","0","3810000","","","0","0","01",
"13","15-06-2016 00:00:00","BB","11","02","042060101","2014","","0,6","0","","0","0","0","69537","0","0","0","0","1302","2014","0","0","01",
"13","13-08-2016 00:00:00","GU","20","02","603030100","0200","","0","0","","26","0","0","3060000","0","0","0","6603000","","","0","0","01",
"13","14-06-2016 00:00:00","GU","02","02","410020100","","","0","0","","26","0","3","3116000","26","0","3","4706000","","","0","0","01",
"13","28-07-2016 00:00:00","LL","02","02","404080000","","","0","0","","0","0","0","4285000","0","0","0","3097000","","","0","0","01",
"13","28-07-2016 00:00:00","LL","02","02","426060000","","","0","0","","0","0","0","1350000","0","0","0","1000000","","","0","0","01",
"13","28-10-2016 00:00:00","LL","02","02","406040000","","","0","0","","0","0","0","4129000","0","0","0","4126000","","","0","0","01",
"13","22-03-2016 00:00:00","BB","11","02","042070100","2013","","0","0","","0","0","0","3163000","0","0","0","3163000","","","0","0","01",
