"tanggal","kodeunit","kodeafd","kodebud","grup","nobukti","uraian","norek","DK","nilai","netral","thntnm","jmlfisik",
"31-12-2016 00:00:00","13","02","02","01","GJI201612V-00104","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","403100000","D","749887","","","0",
"31-12-2016 00:00:00","13","30","02","01","GJI201612V-00104","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","403100000","D","269186","","","0",
"31-12-2016 00:00:00","13","02","02","01","GJI201612V-00104","BPJS Kesehatan Bulan : 12-2016","403010100","D","656760","","","0",
"31-12-2016 00:00:00","13","10","02","01","GJI201612V-00104","BPJS Kesehatan Bulan : 12-2016","403010100","D","155080","","","0",
"31-12-2016 00:00:00","13","12","02","01","GJI201612V-00104","BPJS Kesehatan Bulan : 12-2016","403010100","D","161440","","","0",
"31-12-2016 00:00:00","13","20","02","01","GJI201612V-00104","BPJS Kesehatan Bulan : 12-2016","403010100","D","167840","","","0",
"31-12-2016 00:00:00","13","21","02","01","GJI201612V-00104","BPJS Kesehatan Bulan : 12-2016","403010100","D","167840","","","0",
"31-12-2016 00:00:00","13","30","02","01","GJI201612V-00104","BPJS Kesehatan Bulan : 12-2016","403010100","D","164640","","","0",
"31-12-2016 00:00:00","13","02","02","01","GJI201612V-00104","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","600000104","D","362447","0200","","0",
"31-12-2016 00:00:00","13","10","02","01","GJI201612V-00104","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","600000104","D","253556","0200","","0",
"31-12-2016 00:00:00","13","12","02","01","GJI201612V-00104","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","600000104","D","263954","0200","","0",
"31-12-2016 00:00:00","13","20","02","01","GJI201612V-00104","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","600000204","D","274418","0200","","0",
"31-12-2016 00:00:00","13","21","02","01","GJI201612V-00104","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","600000204","D","274418","0200","","0",
"31-12-2016 00:00:00","13","02","02","01","GJI201612V-00105","Tunj.Dapenbun Bulan : 12-2016","403060000","D","196594","","","0",
"31-12-2016 00:00:00","13","30","02","01","GJI201612V-00105","Tunj.Dapenbun Bulan : 12-2016","403060000","D","69771","","","0",
"31-12-2016 00:00:00","13","02","02","01","GJI201612V-00105","Tunj.Dapenbun Bulan : 12-2016","600000105","D","94372","0200","","0",
"31-12-2016 00:00:00","13","10","02","01","GJI201612V-00105","Tunj.Dapenbun Bulan : 12-2016","600000105","D","65410","0200","","0",
"31-12-2016 00:00:00","13","12","02","01","GJI201612V-00105","Tunj.Dapenbun Bulan : 12-2016","600000105","D","68317","0200","","0",
"31-12-2016 00:00:00","13","20","02","01","GJI201612V-00105","Tunj.Dapenbun Bulan : 12-2016","600000205","D","71224","0200","","0",
"31-12-2016 00:00:00","13","21","02","01","GJI201612V-00105","Tunj.Dapenbun Bulan : 12-2016","600000205","D","71224","0200","","0",
"31-12-2016 00:00:00","13","10","02","01","GJI201612V-00106","Tunjangan Trans.Sepeda Motor Bulan : 12-2016","600000110","D","150000","0200","","0",
"31-12-2016 00:00:00","13","12","02","01","GJI201612V-00106","Tunjangan Trans.Sepeda Motor Bulan : 12-2016","600000110","D","150000","0200","","0",
"31-12-2016 00:00:00","13","02","02","01","GJI201612V-00202","Tunjangan Struktural Bulan : 12-2016","403250000","D","5052000","","","0",
"31-12-2016 00:00:00","13","02","02","01","GJI201612V-00203","Tunjangan Jabatan Bulan : 12-2016","403260000","D","4359000","","","0",
"31-12-2016 00:00:00","13","30","02","01","GJI201612V-00203","Tunjangan Jabatan Bulan : 12-2016","403260000","D","847000","","","0",
"31-12-2016 00:00:00","13","02","02","01","GJI201612V-00203","Tunjangan Jabatan Bulan : 12-2016","600000113","D","1318000","0200","","0",
"31-12-2016 00:00:00","13","10","02","01","GJI201612V-00203","Tunjangan Jabatan Bulan : 12-2016","600000113","D","847000","0200","","0",
"31-12-2016 00:00:00","13","12","02","01","GJI201612V-00203","Tunjangan Jabatan Bulan : 12-2016","600000113","D","847000","0200","","0",
"31-12-2016 00:00:00","13","20","02","01","GJI201612V-00203","Tunjangan Jabatan Bulan : 12-2016","600000213","D","847000","0200","","0",
"31-12-2016 00:00:00","13","21","02","01","GJI201612V-00203","Tunjangan Jabatan Bulan : 12-2016","600000213","D","847000","0200","","0",
"31-12-2016 00:00:00","13","02","02","01","GJI201612V-00301","Potongan Jamsostek & BPJS Bulan : 12-2016","154010000","D","2443227","","","0",
"31-12-2016 00:00:00","13","10","02","01","GJI201612V-00301","Potongan Jamsostek & BPJS Bulan : 12-2016","154010000","D","563716","","","0",
"31-12-2016 00:00:00","13","12","02","01","GJI201612V-00301","Potongan Jamsostek & BPJS Bulan : 12-2016","154010000","D","586834","","","0",
"31-12-2016 00:00:00","13","20","02","01","GJI201612V-00301","Potongan Jamsostek & BPJS Bulan : 12-2016","154010000","D","610098","","","0",
"31-12-2016 00:00:00","13","21","02","01","GJI201612V-00301","Potongan Jamsostek & BPJS Bulan : 12-2016","154010000","D","610098","","","0",
"31-12-2016 00:00:00","13","30","02","01","GJI201612V-00301","Potongan Jamsostek & BPJS Bulan : 12-2016","154010000","D","598466","","","0",
"31-12-2016 00:00:00","13","02","02","01","GJI201612V-00302","Potongan Dapenbun Bulan : 12-2016","154010000","D","539301","","","0",
"31-12-2016 00:00:00","13","10","02","01","GJI201612V-00302","Potongan Dapenbun Bulan : 12-2016","154010000","D","121237","","","0",
"31-12-2016 00:00:00","13","12","02","01","GJI201612V-00302","Potongan Dapenbun Bulan : 12-2016","154010000","D","126625","","","0",
"31-12-2016 00:00:00","13","20","02","01","GJI201612V-00302","Potongan Dapenbun Bulan : 12-2016","154010000","D","132013","","","0",
"31-12-2016 00:00:00","13","21","02","01","GJI201612V-00302","Potongan Dapenbun Bulan : 12-2016","154010000","D","132013","","","0",
"31-12-2016 00:00:00","13","30","02","01","GJI201612V-00302","Potongan Dapenbun Bulan : 12-2016","154010000","D","129319","","","0",
"31-12-2016 00:00:00","13","02","02","01","GJI201612V-00303","Pinjaman Peg.Staf Bulan : 12-2016","154010000","D","2612244","","","0",
"31-12-2016 00:00:00","13","10","02","01","GJI201612V-00303","Pinjaman Peg.Staf Bulan : 12-2016","154010000","D","1141021","","","0",
"31-12-2016 00:00:00","13","20","02","01","GJI201612V-00303","Pinjaman Peg.Staf Bulan : 12-2016","154010000","D","1163000","","","0",
"31-12-2016 00:00:00","13","21","02","01","GJI201612V-00303","Pinjaman Peg.Staf Bulan : 12-2016","154010000","D","1330667","","","0",
"31-12-2016 00:00:00","13","02","02","01","GJI201612V-00304","Potongan Koperasi Bulan : 12-2016","154010000","D","1262600","","","0",
"31-12-2016 00:00:00","13","10","02","01","GJI201612V-00304","Potongan Koperasi Bulan : 12-2016","154010000","D","131150","","","0",
"31-12-2016 00:00:00","13","12","02","01","GJI201612V-00304","Potongan Koperasi Bulan : 12-2016","154010000","D","131150","","","0",
"31-12-2016 00:00:00","13","20","02","01","GJI201612V-00304","Potongan Koperasi Bulan : 12-2016","154010000","D","1986150","","","0",
"31-12-2016 00:00:00","13","21","02","01","GJI201612V-00304","Potongan Koperasi Bulan : 12-2016","154010000","D","631150","","","0",
"31-12-2016 00:00:00","13","02","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","401010000","D","4527380","","","0",
"31-12-2016 00:00:00","13","02","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","411010100","D","1145690","","","0",
"31-12-2016 00:00:00","13","02","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","423010000","D","4581044","","","0",
"31-12-2016 00:00:00","13","02","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","601020100","D","2274584","0200","0","0",
"31-12-2016 00:00:00","13","10","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","601020100","D","2264522","0200","1954","0",
"31-12-2016 00:00:00","13","10","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","601060100","D","1127230","0200","1954","0",
"31-12-2016 00:00:00","13","10","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602020100","D","2284646","0200","0","0",
"31-12-2016 00:00:00","13","10","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030101","D","3952637","0200","1932","6040",
"31-12-2016 00:00:00","13","10","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030101","D","3535027","0200","1933","5068",
"31-12-2016 00:00:00","13","10","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030101","D","1808063","0200","1934","2118",
"31-12-2016 00:00:00","13","10","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030101","D","3527355","0200","1939","5235",
"31-12-2016 00:00:00","13","10","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030101","D","6135863","0200","1947","9152",
"31-12-2016 00:00:00","13","10","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030101","D","4209511","0200","1951","4989",
"31-12-2016 00:00:00","13","10","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030101","D","1057516","0200","1953","1316",
"31-12-2016 00:00:00","13","10","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030101","D","792516","0200","1955","750",
"31-12-2016 00:00:00","13","10","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030101","D","3099833","0200","1970","4339",
"31-12-2016 00:00:00","13","10","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030101","D","264774","0200","1971","366",
"31-12-2016 00:00:00","13","10","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030101","D","44129","0200","2012","52",
"31-12-2016 00:00:00","13","10","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030102","D","1591259","0200","1939","6857",
"31-12-2016 00:00:00","13","10","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030102","D","885033","0200","1951","2217",
"31-12-2016 00:00:00","13","10","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030102","D","90161","0200","1953","332",
"31-12-2016 00:00:00","13","10","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030102","D","8911962","0200","1954","42129,0006",
"31-12-2016 00:00:00","13","10","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030102","D","1733773","0200","1968","6360,0002",
"31-12-2016 00:00:00","13","10","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030102","D","132323","0200","1970","294",
"31-12-2016 00:00:00","13","10","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030102","D","3014710","0200","1971","11059",
"31-12-2016 00:00:00","13","10","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030102","D","4442901","0200","2010","16274",
"31-12-2016 00:00:00","13","10","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602140300","D","2192524","0200","0","0",
"31-12-2016 00:00:00","13","11","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","411080100","D","836869","","","0",
"31-12-2016 00:00:00","13","11","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","411080100","D","2422801","","","0",
"31-12-2016 00:00:00","13","11","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","601050102","D","1317740","0200","1971","6",
"31-12-2016 00:00:00","13","11","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","601050102","D","1932512","0200","1980","8,8",
"31-12-2016 00:00:00","13","11","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602020100","D","1147354","0200","0","0",
"31-12-2016 00:00:00","13","11","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030101","D","220227","0200","","399",
"31-12-2016 00:00:00","13","11","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030101","D","4631877","0200","1901","6838",
"31-12-2016 00:00:00","13","11","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030101","D","1323324","0200","1903","1895",
"31-12-2016 00:00:00","13","11","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030101","D","529356","0200","1932","602",
"31-12-2016 00:00:00","13","11","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030101","D","2602455","0200","1936","4222",
"31-12-2016 00:00:00","13","11","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030101","D","2823360","0200","1967","4914",
"31-12-2016 00:00:00","13","11","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030101","D","5293684","0200","1971","9284",
"31-12-2016 00:00:00","13","11","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030101","D","5117394","0200","1980","8408",
"31-12-2016 00:00:00","13","11","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030101","D","2646520","0200","1989","3357",
"31-12-2016 00:00:00","13","11","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030101","D","2646520","0200","1999","5183",
"31-12-2016 00:00:00","13","11","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030101","D","2072681","0200","2009","3899",
"31-12-2016 00:00:00","13","11","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030101","D","1323324","0200","2010","2609",
"31-12-2016 00:00:00","13","11","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030101","D","4102299","0200","2012","8059",
"31-12-2016 00:00:00","13","11","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030102","D","2819906","0200","1932","8555,0002",
"31-12-2016 00:00:00","13","11","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030102","D","3656907","0200","1967","9115",
"31-12-2016 00:00:00","13","11","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030102","D","3083358","0200","1971","10300,9996",
"31-12-2016 00:00:00","13","11","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030102","D","484323","0200","2009","1273",
"31-12-2016 00:00:00","13","11","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030102","D","4228776","0200","2010","15133",
"31-12-2016 00:00:00","13","11","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030102","D","7357682","0200","2012","25685,9999",
"31-12-2016 00:00:00","13","11","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602140300","D","1147354","0200","0","0",
"31-12-2016 00:00:00","13","12","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","601020100","D","1147354","0200","1962","0",
"31-12-2016 00:00:00","13","12","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","601050103","D","88258","0200","0","0,06",
"31-12-2016 00:00:00","13","12","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","601050103","D","528291","0200","1947","0,32",
"31-12-2016 00:00:00","13","12","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","601050104","D","2290522","0200","1962","8,32",
"31-12-2016 00:00:00","13","12","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602020100","D","1083875","0200","0","0",
"31-12-2016 00:00:00","13","12","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602020100","D","43355","0200","1962","0",
"31-12-2016 00:00:00","13","12","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030100","D","44129","0205","0","2,716",
"31-12-2016 00:00:00","13","12","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030100","D","527709","0205","1932","14,729",
"31-12-2016 00:00:00","13","12","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030101","D","926419","0200","","1613",
"31-12-2016 00:00:00","13","12","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030101","D","13565122","0200","1927","20444",
"31-12-2016 00:00:00","13","12","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030101","D","3843611","0200","1928","5121",
"31-12-2016 00:00:00","13","12","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030101","D","6710804","0200","1932","11077",
"31-12-2016 00:00:00","13","12","02","03","GJI201612V-20101","Upah Harian Bulan : 12-2016","602030101","D","20312702","0200","1947","32633",
"31-12-2016 00:00:00","13","10","02","03","GJI201612V-20303","Potongan Kebun Bulan :12-2016","154031000","D","421832","","","0",
"31-12-2016 00:00:00","13","11","02","03","GJI201612V-20303","Potongan Kebun Bulan :12-2016","154031100","D","57118","","","0",
"31-12-2016 00:00:00","13","12","02","03","GJI201612V-20303","Potongan Kebun Bulan :12-2016","154031200","D","6817","","","0",
"31-12-2016 00:00:00","13","14","02","03","GJI201612V-20303","Potongan Kebun Bulan :12-2016","154031400","D","504692","","","0",
"31-12-2016 00:00:00","13","10","02","03","GJI201612V-20303","Potongan Kebun Bulan :12-2016","144021000","K","421832","","","0",
"31-12-2016 00:00:00","13","11","02","03","GJI201612V-20303","Potongan Kebun Bulan :12-2016","144021100","K","57118","","","0",
"31-12-2016 00:00:00","13","12","02","03","GJI201612V-20303","Potongan Kebun Bulan :12-2016","144021200","K","6817","","","0",
"31-12-2016 00:00:00","13","14","02","03","GJI201612V-20303","Potongan Kebun Bulan :12-2016","144021400","K","504692","","","0",
"31-12-2016 00:00:00","13","02","02","03","GJI201612V-20304","Potongan Koperasi Bulan :12-2016","154030200","D","9104712","","","0",
"31-12-2016 00:00:00","13","12","02","03","GJI201612V-20304","Potongan Koperasi Bulan :12-2016","154031200","D","36844651","","","0",
"31-12-2016 00:00:00","13","14","02","03","GJI201612V-20304","Potongan Koperasi Bulan :12-2016","154031400","D","46733369","","","0",
"31-12-2016 00:00:00","13","20","02","03","GJI201612V-20304","Potongan Koperasi Bulan :12-2016","154032000","D","9061642","","","0",
"31-12-2016 00:00:00","13","30","02","03","GJI201612V-20304","Potongan Koperasi Bulan :12-2016","154033000","D","3601871","","","0",
"31-12-2016 00:00:00","13","02","02","03","GJI201612V-20304","Potongan Koperasi Bulan :12-2016","151060000","K","9104712","","","0",
"31-12-2016 00:00:00","13","12","02","03","GJI201612V-20304","Potongan Koperasi Bulan :12-2016","151060000","K","36844651","","","0",
"31-12-2016 00:00:00","13","14","02","03","GJI201612V-20304","Potongan Koperasi Bulan :12-2016","151060000","K","46733369","","","0",
"31-12-2016 00:00:00","13","20","02","03","GJI201612V-20304","Potongan Koperasi Bulan :12-2016","151060000","K","9061642","","","0",
"31-12-2016 00:00:00","13","30","02","03","GJI201612V-20304","Potongan Koperasi Bulan :12-2016","151060000","K","3601871","","","0",
"31-12-2016 00:00:00","13","14","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","154031400","K","4592784","","","0",
"31-12-2016 00:00:00","13","20","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","154032000","K","681951","","","0",
"31-12-2016 00:00:00","13","11","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","154031100","K","4156991","","","0",
"31-12-2016 00:00:00","13","30","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","154033000","K","367468","","","0",
"31-12-2016 00:00:00","13","02","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","154030200","K","1547592","","","0",
"31-12-2016 00:00:00","13","12","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","154031200","K","4225728","","","0",
"31-12-2016 00:00:00","13","21","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","154032100","K","309899","","","0",
"31-12-2016 00:00:00","13","10","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","154031000","K","3420608","","","0",
"31-12-2016 00:00:00","13","02","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","405060000","D","555060","","","0",
"31-12-2016 00:00:00","13","11","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","405060000","D","186003","","","0",
"31-12-2016 00:00:00","13","21","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","405060000","D","62016","","","0",
"31-12-2016 00:00:00","13","02","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","601190204","D","123125","0200","0","0",
"31-12-2016 00:00:00","13","02","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","927190204","D","869407","","","0",
"31-12-2016 00:00:00","13","10","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","601190204","D","183598","0200","1954","0",
"31-12-2016 00:00:00","13","10","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","602190204","D","248337","0200","","0",
"31-12-2016 00:00:00","13","10","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","602190204","D","247111","0200","0","0",
"31-12-2016 00:00:00","13","10","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","602190204","D","186094","0200","1939","0",
"31-12-2016 00:00:00","13","10","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","602190204","D","1428915","0200","1947","0",
"31-12-2016 00:00:00","13","10","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","602190204","D","1126553","0200","2010","0",
"31-12-2016 00:00:00","13","11","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","601190204","D","123987","0200","","0",
"31-12-2016 00:00:00","13","11","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","601190204","D","123579","0200","1980","0",
"31-12-2016 00:00:00","13","11","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","602190204","D","1055228","0200","","0",
"31-12-2016 00:00:00","13","11","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","602190204","D","124214","0200","0","0",
"31-12-2016 00:00:00","13","11","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","602190204","D","620888","0200","1901","0",
"31-12-2016 00:00:00","13","11","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","602190204","D","682904","0200","1971","0",
"31-12-2016 00:00:00","13","11","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","602190204","D","1240188","0200","2012","0",
"31-12-2016 00:00:00","13","12","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","601190204","D","185776","0200","1947","0",
"31-12-2016 00:00:00","13","12","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","601190204","D","186094","0200","1962","0",
"31-12-2016 00:00:00","13","12","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","602190204","D","124214","0200","","0",
"31-12-2016 00:00:00","13","12","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","602190204","D","185005","0200","0","0",
"31-12-2016 00:00:00","13","12","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","602190204","D","1120287","0200","1927","0",
"31-12-2016 00:00:00","13","12","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","602190204","D","2610128","0200","1947","0",
"31-12-2016 00:00:00","13","14","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","601190204","D","310217","0200","2008","0",
"31-12-2016 00:00:00","13","14","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","602190204","D","434431","0200","","0",
"31-12-2016 00:00:00","13","14","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","602190204","D","186094","0200","0","0",
"31-12-2016 00:00:00","13","14","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","602190204","D","310444","0200","1971","0",
"31-12-2016 00:00:00","13","14","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","602190204","D","744784","0200","2010","0",
"31-12-2016 00:00:00","13","14","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","602190204","D","2606814","0200","2012","0",
"31-12-2016 00:00:00","13","20","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","603190204","D","124214","0200","","0",
"31-12-2016 00:00:00","13","20","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","603190204","D","557737","0200","","0",
"31-12-2016 00:00:00","13","21","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","605190204","D","62107","0200","","0",
"31-12-2016 00:00:00","13","30","02","02","GJI201612V-20105","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","200190204","D","61154","D1337QM","","0",
"31-12-2016 00:00:00","13","30","02","02","GJI201612V-20116","BPJS Kesehatan Beban Perusahaan Bulan : 12-2016","154033000","K","546174","","","0",
