"kodeunit","tanggal","tanggal1","waktu","nourut","kodebln","kodetrans","kodemerk","kodemerk1","kodebud","kodeJenisOlah","kodeasal","kodekemasan","kodegrade","namagrade","kodegrade1","namagrade1","kodekbn","kodeafd","kodevar","thchop","nochop","nopol","pengemudi","norek","kodeterima","kodeLE","nosc","kodepembeli","sack","JmlKg1","JmlKg2","Tarra","rbi","pbi","bbm","pct","pakang","nospa","tglspa","kodeangkutan","kodegudang","nottp","noppt","uraian","inisial","ED","QR","tglinput","userID","BBM1","UTZ","KodeBlok","ThnTnm","BahanOlah","MC","CC","Tinggi","JmlKantong",
"13","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","002","SBL","Bahan Olah","130","","02","0200","01","","","","","","130","11","","","","","","","","","","","0","5620","5670","0","0","0","0","42","2","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","0","","","","","","","","",
"13","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","004","SBL","Pengiriman","131","","02","0200","08","41","205","PLUFF","","","","","","2017","KB07","Z9281HB","UJANG N","","","L","","020095","40","1400","1408","0","0","0","0","0","0","830","23-10-2017 00:00:00","20","03","","","","","","System.Byte[]","02-01-2018 07:37:15","CLOSING","0","","","","","","","","",
"13","01-01-2018 00:00:00","13-12-2017 00:00:00","00:00:00","004","SBL","Sortasi","130","","02","0200","01","","27","BOPF","","","130","","","","","","","","","","","","0","350","5764","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","2880","","","","","","","","",
"13","01-01-2018 00:00:00","26-12-2017 00:00:00","00:00:00","002","SBL","Pengepakan","130","","02","0200","01","07","27","BOPF","","","130","","","2017","630","","","","","","","","40","2040","2068","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","0","","","","","","","","",
"13","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","003","SBL","Pengiriman","130","","02","0200","08","07","23","FANN II","","","","","","2017","431","D 8532 SM","EDI RAHMAT","","","E","","020069","40","2200","2228","0","0","0","0","0","0","994","01-01-1900 00:00:00","20","18","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","0","","","","","","","","",
"13","01-01-2018 00:00:00","02-11-2017 00:00:00","00:00:00","013","SBL","Sortasi","130","","02","0200","01","","16","DUST III","","","130","","","","","","","","","","","","0","0","9558","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","6950","","","","","","","","",
"13","01-01-2018 00:00:00","30-05-2017 00:00:00","00:00:00","017","SBL","Sortasi","130","","02","0200","01","","27","BOPF","","","130","","","","","","","","","","","","0","530","16948","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","15790","","","","","","","","",
"13","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","010","SBL","Penerimaan","130","","02","0200","09","","23","FANN II","","","170","","","","","","","","01","","","","0","64","0","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","0","","","","","","","","",
"13","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","008","SBL","Pengiriman","130","","02","0200","08","07","70","BT","","","","","","2017","190","Z 9281 HB","UJANG NURJAMAN","","","E","","020072","40","1680","1708","0","0","0","0","0","0","565","12-05-2017 00:00:00","20","18","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","0","","","","","","","","",
"13","01-01-2018 00:00:00","18-06-2017 00:00:00","00:00:00","002","SBL","Pengepakan","130","","02","0200","01","07","12","PF","","","130","","","2017","341","","","","","","","","40","2160","2188","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","0","","","","","","","","",
"13","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","002","SBL","Bahan Olah","130","","02","0200","01","","","","","","130","11","","","","","","","","","","","0","2850","2870","0","0","0","0","42","3","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","0","","","","","","","","",
"13","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","011","SBL","RKAP Kering","131","","02","0200","01","","1110","PW DUST","","","131","","","","","","","","","","","","0","0","0","0","5007,632","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","02-01-2018 07:37:15","CLOSING","0","","","","","","","","",
"13","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","013","SBL","RKAP Kering","131","","02","0200","01","","1110","PW DUST","","","131","","","","","","","","","","","","0","0","0","0","7337","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","02-01-2018 07:37:15","CLOSING","0","","","","","","","","",
"13","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","001","SBL","Bahan Olah","130","","02","0200","01","","","","","","130","10","","","","","","","","","","","0","5070","5090","0","0","0","0","43","3","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","0","","","","","","","","",
"13","01-01-2018 00:00:00","23-05-2017 00:00:00","00:00:00","004","SBL","Sortasi","130","","02","0200","01","","12","PF","","","130","","","","","","","","","","","","0","616","2548","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","1975","","","","","","","","",
"13","01-01-2018 00:00:00","31-12-2016 00:00:00","00:00:00","005","SBL","Pengepakan","131","","02","0200","01","07","12","PF","","","131","","","2016","117","","","","","","","","40","2160","2188","0","0","0","0","0","0","","16-03-2017 00:00:00","","","","","","","","System.Byte[]","02-01-2018 07:37:15","CLOSING","0","","","","","","","","",
"13","01-01-2018 00:00:00","01-01-2017 00:00:00","00:00:00","045","SBL","Pengiriman","131","","02","0200","08","07","27","BOPF","","","131","","","2016","187","","","","","E","","020014","0","2040","0","0","0","0","0","0","0","","16-03-2017 00:00:00","","","","","","","","System.Byte[]","02-01-2018 07:37:15","CLOSING","0","","","","","","","","",
"13","01-01-2018 00:00:00","13-12-2017 00:00:00","00:00:00","015","SBL","Sortasi","130","","02","0200","01","","1107","BM","","","130","","","","","","","","","","","","0","0","5764","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","2880","","","","","","","","",
"13","01-01-2018 00:00:00","27-10-2017 00:00:00","00:00:00","010","SBL","Sortasi","130","","02","0200","01","","41","DUST II","","","130","","","","","","","","","","","","0","50","5908","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","4810","","","","","","","","",
"13","01-01-2018 00:00:00","30-10-2017 00:00:00","00:00:00","024","SBL","Sortasi","130","","02","0200","01","","8","BP","","","130","","","","","","","","","","","","0","123","11547","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","8760","","","","","","","","",
"13","01-01-2018 00:00:00","08-11-2017 00:00:00","00:00:00","009","SBL","Sortasi","130","","02","0200","01","","25","PF II","","","130","","","","","","","","","","","","0","250","7552","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","7340","","","","","","","","",
"13","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","004","SBL","Bahan Olah","130","","02","0200","01","","","","","","130","14","","","","","","","","","","","0","14360","15700","0","0","0","0","41","3","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","0","","","","","","","","",
"13","01-01-2018 00:00:00","10-04-2017 00:00:00","00:00:00","001","SBL","Sortasi","132","","02","0205","01","","2071","SILVER NEEDLE","","","132","","","","","","","","","","","","0","11,4","11","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","02-01-2018 07:37:15","CLOSING","0","","","","","","","","",
"13","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","001","SBL","Pengiriman","130","","02","0200","08","07","23","FANN II","","","","","","2017","177","E 9872 D","APRIYANDI","","","E","","020091","40","2200","2228","0","0","0","0","0","0","868","01-01-1900 00:00:00","20","18","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","0","","","","","","","","",
"13","01-01-2018 00:00:00","31-10-2017 00:00:00","00:00:00","004","SBL","Pengepakan","130","","02","0200","01","41","205","PLUFF","","","130","","","2017","KB79","","","","","","","","40","1400","1408","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","0","","","","","","","","",
"13","01-01-2018 00:00:00","09-12-2017 00:00:00","00:00:00","001","SBL","Pengepakan","130","","02","0200","01","07","27","BOPF","","","130","","","2017","590","","","","","","","","40","2040","2068","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","0","","","","","","","","",
"13","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","004","SBL","Bahan Olah","130","","02","0200","01","","","","","","130","14","","","","","","","","","","","0","9480","10050","0","0","0","0","44","3","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","0","","","","","","","","",
"13","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","003","SBL","RKAP Kering","130","","02","0200","01","","28","BOP","","","130","","","","","","","","","","","","0","0","0","0","8300","9110","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","0","","","","","","","","",
"13","01-01-2018 00:00:00","07-05-2017 00:00:00","00:00:00","003","SBL","Sortasi","131","","02","0200","01","","12","PF","","","131","","","","","","","","","","","","0","598","2322","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","02-01-2018 07:37:15","CLOSING","3230","","","","","","","","",
"13","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","003","SBL","Penerimaan","130","","02","0200","09","","1110","PW DUST","","","120","","","","","","","","01","","","","0","52","0","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","0","","","","","","","","",
"13","01-01-2018 00:00:00","25-12-2017 00:00:00","00:00:00","008","SBL","Sortasi","130","","02","0200","01","","8","BP","","","130","","","","","","","","","","","","0","150","13167","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","9305","","","","","","","","",
"13","01-01-2018 00:00:00","18-05-2017 00:00:00","00:00:00","006","SBL","Sortasi","131","","02","0200","01","","8","BP","","","131","","","","","","","","","","","","0","109","6355","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","02-01-2018 07:37:15","CLOSING","4980","","","","","","","","",
"13","01-01-2018 00:00:00","22-05-2017 00:00:00","00:00:00","003","SBL","Sortasi","131","","02","0200","01","","12","PF","","","131","","","","","","","","","","","","0","876","3574","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","02-01-2018 07:37:15","CLOSING","4485","","","","","","","","",
"13","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","002","SBL","Pengiriman","130","","02","0200","08","07","70","BT","","","","","","2017","534","D 8861 CA","HENDAR","","","E","","020072","40","1680","1708","0","0","0","0","0","0","1228","01-01-1900 00:00:00","20","18","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","0","","","","","","","","",
"13","01-01-2018 00:00:00","15-11-2017 00:00:00","00:00:00","007","SBL","Sortasi","130","","02","0200","01","","70","BT","","","130","","","","","","","","","","","","0","240","3920","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","3920","","","","","","","","",
"13","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","012","SBL","Penerimaan","130","","02","0200","09","","70","BT","","","160","","","","","","","","01","","","","0","371","0","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","0","","","","","","","","",
"13","01-01-2018 00:00:00","19-08-2017 00:00:00","00:00:00","014","SBL","Sortasi","130","","02","0200","01","","1110","PW DUST","","","130","","","","","","","","","","","","0","300","5226","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","5070","","","","","","","","",
"13","01-01-2018 00:00:00","05-12-2017 00:00:00","00:00:00","014","SBL","Sortasi","130","","02","0200","01","","1110","PW DUST","","","130","","","","","","","","","","","","0","350","8561","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","4820","","","","","","","","",
"13","01-01-2018 00:00:00","14-06-2017 00:00:00","00:00:00","011","SBL","Sortasi","131","","02","0200","01","","1110","PW DUST","","","131","","","","","","","","","","","","0","266","2707","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","02-01-2018 07:37:15","CLOSING","3284","","","","","","","","",
"13","01-01-2018 00:00:00","21-06-2017 00:00:00","00:00:00","003","SBL","Pengepakan","131","","02","0200","01","41","1110","PW DUST","","","131","","","2017","KBA12","","","","","","","","40","2000","2008","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","02-01-2018 07:37:15","CLOSING","0","","","","","","","","",
"13","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","001","SBL","Hersortasi","130","","02","0200","01","","16","DUST III","","","130","","","","","","","","","","","","0","-1169","0","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","0","","","","","","","","",
"13","01-01-2018 00:00:00","20-11-2017 00:00:00","00:00:00","001","SBL","Sortasi","130","","02","0200","01","","9","BOP I","","","130","","","","","","","","","","","","0","200","5188","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","3700","","","","","","","","",
"13","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","002","SBL","Bahan Olah","130","","02","0200","01","","","","","","130","11","","","","","","","","","","","0","6480","6840","0","0","0","0","40","3","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","0","","","","","","","","",
"13","01-01-2018 00:00:00","29-07-2017 00:00:00","00:00:00","009","SBL","Sortasi","130","","02","0200","01","","41","DUST II","","","130","","","","","","","","","","","","0","100","2955","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","2420","","","","","","","","",
"13","01-01-2018 00:00:00","18-07-2017 00:00:00","00:00:00","002","SBL","Sortasi","131","","02","0200","01","","12","PF","","","131","","","","","","","","","","","","0","153","2319","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","02-01-2018 07:37:15","CLOSING","1925","","","","","","","","",
"13","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","002","SBL","Bahan Olah","130","","02","0200","01","","","","","","130","11","","","","","","","","","","","0","9080","9900","0","0","0","0","40","3","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","0","","","","","","","","",
"13","01-01-2018 00:00:00","11-11-2017 00:00:00","00:00:00","004","SBL","Sortasi","130","","02","0200","01","","27","BOPF","","","130","","","","","","","","","","","","0","200","2411","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","2230","","","","","","","","",
"13","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","001","SBL","Mutasi Antar Pabrik","130","","02","0200","01","","27","BOPF","","","131","","","","","","","","01","","","","0","1409","0","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","0","","","","","","","","",
"13","01-01-2018 00:00:00","25-07-2017 00:00:00","00:00:00","013","SBL","Sortasi","131","","02","0200","01","","205","PLUFF","","","131","","","","","","","","","","","","0","120","2502","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","02-01-2018 07:37:15","CLOSING","3020","","","","","","","","",
"13","01-01-2018 00:00:00","19-12-2017 00:00:00","00:00:00","011","SBL","Sortasi","130","","02","0200","01","","29","BT II","","","130","","","","","","","","","","","","0","20","2617","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","2340","","","","","","","","",
"13","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","006","SBL","Penerimaan","130","","02","0200","09","","10","DUST","","","100","","","","","","","","01","","","","0","591","0","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","0","","","","","","","","",
"13","01-01-2018 00:00:00","06-12-2017 00:00:00","00:00:00","002","SBL","Sortasi","130","","02","0200","01","","62","BOP I SP","","","130","","","","","","","","","","","","0","0","6338","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","6150","","","","","","","","",
"13","01-01-2018 00:00:00","29-07-2017 00:00:00","00:00:00","003","SBL","Sortasi","131","","02","0200","01","","1110","PW DUST","","","131","","","","","","","","","","","","0","16","1592","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","02-01-2018 07:37:15","CLOSING","1500","","","","","","","","",
"13","01-01-2018 00:00:00","30-07-2017 00:00:00","00:00:00","002","SBL","Sortasi","131","","02","0200","01","","1107","BM","","","131","","","","","","","","","","","","0","30","1102","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","02-01-2018 07:37:15","CLOSING","1300","","","","","","","","",
"13","01-01-2018 00:00:00","30-07-2017 00:00:00","00:00:00","002","SBL","Sortasi","131","","02","0200","01","","27","BOPF","","","131","","","","","","","","","","","","0","101","1102","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","02-01-2018 07:37:15","CLOSING","1300","","","","","","","","",
"13","01-01-2018 00:00:00","23-11-2017 00:00:00","00:00:00","009","SBL","Sortasi","130","","02","0200","01","","25","PF II","","","130","","","","","","","","","","","","0","250","7389","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","4120","","","","","","","","",
"13","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","001","SBL","Bahan Olah","130","","02","0200","01","","","","","","130","10","","","","","","","","","","","0","6470","7010","0","0","0","0","43","3","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","0","","","","","","","","",
"13","01-01-2018 00:00:00","30-07-2017 00:00:00","00:00:00","003","SBL","Sortasi","131","","02","0200","01","","12","PF","","","131","","","","","","","","","","","","0","110","1102","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","02-01-2018 07:37:15","CLOSING","1300","","","","","","","","",
"13","01-01-2018 00:00:00","25-07-2017 00:00:00","00:00:00","002","SBL","Sortasi","131","","02","0200","01","","27","BOPF","","","131","","","","","","","","","","","","0","208","2502","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","02-01-2018 07:37:15","CLOSING","3020","","","","","","","","",
"13","01-01-2018 00:00:00","29-07-2017 00:00:00","00:00:00","003","SBL","Sortasi","131","","02","0200","01","","12","PF","","","131","","","","","","","","","","","","0","100","1592","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","02-01-2018 07:37:15","CLOSING","1500","","","","","","","","",
"13","01-01-2018 00:00:00","12-11-2017 00:00:00","00:00:00","003","SBL","Sortasi","130","","02","0200","01","","28","BOP","","","130","","","","","","","","","","","","0","700","9950","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","10020","","","","","","","","",
"13","01-01-2018 00:00:00","12-11-2017 00:00:00","00:00:00","004","SBL","Sortasi","130","","02","0200","01","","27","BOPF","","","130","","","","","","","","","","","","0","600","9950","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","08-01-2018 08:07:37","CLOSING","10020","","","","","","","","",
"13","01-01-2018 00:00:00","29-07-2017 00:00:00","00:00:00","005","SBL","Sortasi","131","","02","0200","01","","70","BT","","","131","","","","","","","","","","","","0","200","1592","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","02-01-2018 07:37:15","CLOSING","1500","","","","","","","","",
