"kodeunit","tanggal","noaktiva","tarifpct","kdafd","kdbud","kelompok","norek","tglbeli","nmaktiva","kelompokaset","jmlunit","satuan","nobukti","leveransir","sawalp","auditp","rcp","hapusp","rekp","kbnp","murnip","sawals","audits","rcs","hapuss","reks","kbns","murnis","stopr",
"14","01-02-2016 00:00:00","1400100001","2","02","02","001","001000000","01-01-1973 00:00:00","TM Teh Tahun 1973","04","179,275","Hektare","","","409867922","0","0","0","0","0","0","373745301","0","0","0","0","0","683113","",
"14","01-02-2016 00:00:00","1400100002","2","02","02","001","001000000","01-01-1973 00:00:00","TM Teh Tahun 1973","04","16,36","Hektare","","","13659221","0","0","0","0","0","0","11849111","0","0","0","0","0","22765","",
"14","01-02-2016 00:00:00","1400100003","2","02","02","001","001000000","01-01-1973 00:00:00","TM Teh Tahun 1973","04","46,44","Hektare","","","136233789","0","0","0","0","0","0","113777428","0","0","0","0","0","227056","",
"14","01-02-2016 00:00:00","1400100004","2","02","02","001","001000000","01-01-1973 00:00:00","TM Teh Tahun 1973","04","24,35","Hektare","","","38903622","0","0","0","0","0","0","31836114","0","0","0","0","0","64839","",
"14","01-02-2016 00:00:00","1400100005","2","02","02","001","001000000","01-01-1973 00:00:00","TM Teh Tahun 1973","04","16","Hektare","","","22564112","0","0","0","0","0","0","18154115","0","0","0","0","0","37607","",
"14","01-02-2016 00:00:00","1400200001","0","11","02","002","002000000","31-12-2013 00:00:00","TBM THN TANAM 2013 AFD.TALUN","04","11,78","Hektare","","","908002398","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"14","01-02-2016 00:00:00","1400200002","0","12","02","002","002000000","31-12-2013 00:00:00","TBM THN TANAM 2013 AFD.SANTOSA","04","15,3","Hektare","","","1179323998","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"14","01-02-2016 00:00:00","1400200003","0","14","02","002","002000000","31-12-2013 00:00:00","TBM THN TANAM 2013 AFD.LODAYA","04","11,7","Hektare","","","901836000","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"14","01-02-2016 00:00:00","1400200004","0","10","02","002","002000000","31-12-2014 00:00:00","TBM THN TANAM 2014 AFD.SUKATINGAL","04","12,366","Hektare","","","797994684","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"14","01-02-2016 00:00:00","1400200005","0","11","02","002","002000000","31-12-2014 00:00:00","TBM THN TANAM 2014 AFD.TALUN","04","14,36","Hektare","","","926893189","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"14","01-02-2016 00:00:00","1400200006","0","12","02","002","002000000","31-12-2014 00:00:00","TBM THN TANAM 2014 AFD.SANTOSA","04","9,53","Hektare","","","615225075","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"14","01-02-2016 00:00:00","1400200007","0","02","02","002","002000000","31-12-2012 00:00:00","TBM THN TANAM 2012","04","55","Hektare","","","5204424881","0","0","0","-5204424881","0","0","0","0","0","0","0","0","0","",
"14","01-02-2016 00:00:00","1400300001","20","02","02","003","003030000","01-01-1969 00:00:00","BANGUNAN RUMAH 1/4","03","1","UNIT","","","71626","0","0","0","0","0","0","71625","0","0","0","0","0","0","",
"14","01-02-2016 00:00:00","1400300002","20","02","02","003","003030000","01-01-1974 00:00:00","BANGUNAN RUMAH","03","1","UNIT","","","347005","0","0","0","0","0","0","347004","0","0","0","0","0","0","",
"14","01-02-2016 00:00:00","1400300003","20","02","02","003","003030000","01-01-1976 00:00:00","BANGUNAN RUMAH","03","2","UNIT","","","4163370","0","0","0","0","0","0","4163368","0","0","0","0","0","0","",
"14","01-02-2016 00:00:00","1400300004","20","02","02","003","003030000","01-01-1976 00:00:00","BANGUNAN RUMAH","03","2","UNIT","","","670517","0","0","0","0","0","0","670515","0","0","0","0","0","0","",
"14","01-02-2016 00:00:00","1400300005","20","02","02","003","003030000","01-01-1977 00:00:00","BANGUNAN RUMAH","03","5","UNIT","","","8093021","0","0","0","0","0","0","8093016","0","0","0","0","0","0","",
"14","01-02-2016 00:00:00","1400300006","20","02","02","003","003030000","01-01-1969 00:00:00","BANGUNAN RUMAH","03","6","UNIT","","","358132","0","0","0","0","0","0","358126","0","0","0","0","0","0","",
"14","01-02-2016 00:00:00","1400300007","20","02","02","003","003030000","01-01-1969 00:00:00","BANGUNAN RUMAH 2/40","03","12","UNIT","","","859517","0","0","0","0","0","0","859505","0","0","0","0","0","0","",
"14","01-02-2016 00:00:00","1400300008","20","02","02","003","003030000","01-01-1971 00:00:00","BANGUNAN RUMAH","03","165","UNIT","","","20611812","0","0","0","0","0","0","20611647","0","0","0","0","0","0","",
"14","01-02-2016 00:00:00","1400300009","20","02","02","003","003030000","01-01-1971 00:00:00","BANGUNAN RUMAH 3/4","03","8","UNIT","","","7182301","0","0","0","0","0","0","7182293","0","0","0","0","0","0","",
"14","01-02-2016 00:00:00","1400300010","20","02","02","003","003030000","01-01-1972 00:00:00","BANGUNAN RUMAH","03","276","UNIT","","","35089663","0","0","0","0","0","0","35089387","0","0","0","0","0","0","",
"14","01-02-2016 00:00:00","1400300011","20","02","02","003","003030000","01-01-1973 00:00:00","BANGUNAN RUMAH","03","14","UNIT","","","6723983","0","0","0","0","0","0","6723969","0","0","0","0","0","0","",
"14","01-02-2016 00:00:00","1400300012","20","02","02","003","003030000","01-01-1975 00:00:00","BANGUNAN RUMAH","03","15","UNIT","","","15320332","0","0","0","0","0","0","15320317","0","0","0","0","0","0","",
"14","01-02-2016 00:00:00","1400300013","20","02","02","003","003030000","01-01-1975 00:00:00","BANGUNAN RUMAH","03","10","UNIT","","","14511441","0","0","0","0","0","0","14511431","0","0","0","0","0","0","",
"14","01-02-2016 00:00:00","1400300014","20","02","02","003","003030000","01-01-1977 00:00:00","BANGUNAN RUMAH","03","8","UNIT","","","28536223","0","0","0","0","0","0","28536215","0","0","0","0","0","0","",
"14","01-02-2016 00:00:00","1400300015","20","02","02","003","003030000","01-01-1979 00:00:00","BANGUNAN RUMAH","03","4","UNIT","","","10186514","0","0","0","0","0","0","10186510","0","0","0","0","0","0","",
"14","01-02-2016 00:00:00","1400300016","20","02","02","003","003030000","01-01-1980 00:00:00","BANGUNAN RUMAH","03","5","UNIT","","","7298981","0","0","0","0","0","0","7298976","0","0","0","0","0","0","",
"14","01-02-2016 00:00:00","1400300017","20","02","02","003","003030000","01-01-1980 00:00:00","BANGUNAN RUMAH","03","3","UNIT","","","9773337","0","0","0","0","0","0","9773334","0","0","0","0","0","0","",
"14","01-02-2016 00:00:00","1400300018","20","02","02","003","003030000","01-01-1980 00:00:00","BANGUNAN RUMAH","03","8","UNIT","","","9886178","0","0","0","0","0","0","9886170","0","0","0","0","0","0","",
"14","01-02-2016 00:00:00","1400300019","20","02","02","003","003030000","01-01-1982 00:00:00","BANGUNAN RUMAH","03","10","UNIT","","","14691453","0","0","0","0","0","0","14691443","0","0","0","0","0","0","",
"14","01-02-2016 00:00:00","1400300020","20","02","02","003","003030000","01-01-1984 00:00:00","BANGUNAN RUMAH","03","6","UNIT","","","21708515","0","0","0","0","0","0","21708509","0","0","0","0","0","0","",
"14","01-02-2016 00:00:00","1400300021","20","02","02","003","003030000","01-01-1985 00:00:00","BANGUNAN RUMAH","03","3","UNIT","","","7237275","0","0","0","0","0","0","7237272","0","0","0","0","0","0","",
"14","01-02-2016 00:00:00","1400300022","20","02","02","003","003030000","01-01-1985 00:00:00","BANGUNAN RUMAH","03","1","UNIT","","","2485659","0","0","0","0","0","0","2485658","0","0","0","0","0","0","",
