"tanggal","kodeunit","kodeafd","kodebud","grup","nobukti","uraian","norek","DK","nilai","netral","thntnm","jmlfisik",
"31-12-2016 00:00:00","14","12","02","02","GJI201612V-10104","Tunj.BPJS Kesehatan Bbn.Persh. Bulan : 12-2016","404010100","D","1365435","","","0",
"31-12-2016 00:00:00","14","14","02","02","GJI201612V-10104","Tunj.BPJS Kesehatan Bbn.Persh. Bulan : 12-2016","404010100","D","819261","","","0",
"31-12-2016 00:00:00","14","15","02","02","GJI201612V-10104","Tunj.BPJS Kesehatan Bbn.Persh. Bulan : 12-2016","404010100","D","273087","","","0",
"31-12-2016 00:00:00","14","15","36","02","GJI201612V-10104","Tunj.BPJS Kesehatan Bbn.Persh. Bulan : 12-2016","404010100","D","182058","","","0",
"31-12-2016 00:00:00","14","20","02","02","GJI201612V-10104","Tunj.BPJS Kesehatan Bbn.Persh. Bulan : 12-2016","404010100","D","728232","","","0",
"31-12-2016 00:00:00","14","21","02","02","GJI201612V-10104","Tunj.BPJS Kesehatan Bbn.Persh. Bulan : 12-2016","404010100","D","917341","","","0",
"31-12-2016 00:00:00","14","30","02","02","GJI201612V-10104","Tunj.BPJS Kesehatan Bbn.Persh. Bulan : 12-2016","404010100","D","819261","","","0",
"31-12-2016 00:00:00","14","02","02","02","GJI201612V-10104","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","601190104","D","103463","","","0",
"31-12-2016 00:00:00","14","10","02","02","GJI201612V-10104","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","601190104","D","104313","","","0",
"31-12-2016 00:00:00","14","10","02","02","GJI201612V-10104","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","602190104","D","586704","","","0",
"31-12-2016 00:00:00","14","11","02","02","GJI201612V-10104","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","601190104","D","433537","","","0",
"31-12-2016 00:00:00","14","11","02","02","GJI201612V-10104","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","602190104","D","435238","","","0",
"31-12-2016 00:00:00","14","12","02","02","GJI201612V-10104","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","601190104","D","544128","","","0",
"31-12-2016 00:00:00","14","12","02","02","GJI201612V-10104","Tunj.Jamsostek & BPJS Bbn.Persh. Bulan : 12-2016","602190104","D","976749","","","0",
