"kodeunit","tanggal","unsur","kodeafd","kodebud","norek","netral","kodebarang","qtyBrg_RKAP","qtyBrg_PMK","klsKary","jmlHK_RKAP","jmlHsl_RKAP","jmlKary_RKAP","nilai_RKAP","jmlHK_PMK","jmlHsl_PMK","jmlKary_PMK","nilai_PMK","kodeblok","thntnm","HaJelajah_RKAP","HaJelajah_PMK","KMK",
"15","01-04-2019 00:00:00","LL","02","02","421070000","","","0","0","","0","0","0","0","0","0","0","0","","","0","0","01",
"15","01-04-2019 00:00:00","GU","13","02","601060102","0200","","0","0","D","26","6","1","170000","26","6","1","170000","800","1969","0","0","01",
"15","01-04-2019 00:00:00","GU","14","02","601070500","0200","","0","0","D","26","11","1","0","26","11","1","0","1300","1969","0","0","01",
"15","01-04-2019 00:00:00","LL","12","02","602190104","0201","","0","0","","0","0","0","1470000","0","0","0","1470000","","2013","0","0","01",
"15","01-04-2019 00:00:00","LL","20","02","603190204","0200","","0","0","","0","0","0","1161000","0","0","0","1161000","","","0","0","01",
"15","01-04-2019 00:00:00","GU","14","02","601071900","0200","","0","0","","0","0","0","0","0","0","0","0","","","0","0","01",
"15","01-04-2019 00:00:00","GU","14","02","601080100","0200","","0","0","C","26","9","0","0","26","9","0","0","400","1969","0","0","01",
"15","01-04-2019 00:00:00","GU","14","02","601080101","0200","","0","0","","0","0","0","0","0","0","0","0","","","0","0","01",
"15","01-04-2019 00:00:00","GU","14","02","601080102","0200","","0","0","D","104","3","4","0","104","3","4","0","1900","1969","0","0","01",
"15","01-04-2019 00:00:00","GU","14","02","601080103","0200","","0","0","D","52","1","2","0","52","1","2","0","1900","1969","0","0","01",
"15","01-04-2019 00:00:00","GU","14","02","601080104","0200","","0","0","D","78","2","3","0","78","2","3","0","1900","1969","0","0","01",
"15","01-04-2019 00:00:00","GU","14","02","601080105","0200","","0","0","D","26","0","1","0","26","0","1","0","1900","1969","0","0","01",
"15","01-04-2019 00:00:00","GU","14","02","601080106","0200","","0","0","C","156","5","6","0","156","5","6","0","2300","1969","0","0","01",
