"KodeUnit","tanggal","NoInput","NoBukti","Keterangan","NoUrut","kodeafd","kodebud","norek","netral","kdblok","thntnm","uraian","unsur","DK","nilai","JmlFisik","NamaUser","TglInput","KMK",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","11","02","024190000","","","","BANGUNAN LAIN-LAIN","","D","30813904","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","12","02","024190000","","","","BANGUNAN LAIN-LAIN","","D","15894698","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","13","02","024190000","","","","BANGUNAN LAIN-LAIN","","D","35677397","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","20","02","024190000","","","","BANGUNAN LAIN-LAIN","","D","793363","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","21","02","024190000","","","","BANGUNAN LAIN-LAIN","","D","57812570","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","30","02","024190000","","","","BANGUNAN LAIN-LAIN","","D","13393021","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","10","02","025010000","","","","MESIN DAN PERLENGKAPAN PABRIK","","D","1","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","21","02","025010000","","","","MESIN DAN PERLENGKAPAN PABRIK","","D","1473944015","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","30","02","025010000","","","","MESIN DAN PERLENGKAPAN PABRIK","","D","6084684011,50834","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","30","02","025020000","","","","INSTALASI PABRIK","","D","623760648,104167","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","02","02","025100000","","","","PENYUSUTAN REGK.045","","D","97825247","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","10","02","026010000","","","","JALAN","","D","3176164","0","CLOSING","30-04-2019 15:49:50","01",
"15","01-04-2019 00:00:00","TRANSAKSI","","","","11","02","026010000","","","","JALAN","","D","54548425","0","CLOSING","30-04-2019 15:49:50","01",
