"kodeunit","tanggal","tanggal1","waktu","nourut","kodebln","kodetrans","kodemerk","kodemerk1","kodebud","kodeJenisOlah","kodeasal","kodekemasan","kodegrade","namagrade","kodegrade1","namagrade1","kodekbn","kodeafd","kodevar","thchop","nochop","nopol","pengemudi","norek","kodeterima","kodeLE","nosc","kodepembeli","sack","JmlKg1","JmlKg2","Tarra","rbi","pbi","bbm","pct","pakang","nospa","tglspa","kodeangkutan","kodegudang","nottp","noppt","uraian","inisial","ED","QR","tglinput","userID","BBM1","UTZ","KodeBlok","ThnTnm","BahanOlah","MC","CC","Tinggi","JmlKantong",
"15","01-04-2019 00:00:00","10-10-2018 00:00:00","00:00:00","001","SBL","Pengepakan","150","","02","0200","01","07","23","FANN II","","","","","","2018","543","","","","","","","","80","4400","4456","56","0","0","0","0","0","","01-01-1900 00:00:00","","","","","SawPak","","","System.Byte[]","30-04-2019 15:49:33","Closing","0","","","","","","","","",
"15","01-04-2019 00:00:00","09-01-2019 00:00:00","00:00:00","004","SBL","Sortasi","151","","02","0201","01","","1104","D 1","","","151","","","","","","","","","","","","0","1069","5765","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","30-04-2019 15:49:31","CLOSING","4500","","","","","","","","",
"15","01-04-2019 00:00:00","15-01-2019 00:00:00","00:00:00","003","SBL","Sortasi","151","","02","0201","01","","1103","PD","","","151","","","","","","","","","","","","0","377","2361","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","30-04-2019 15:49:31","CLOSING","1740","","","","","","","","",
"15","01-04-2019 00:00:00","01-01-1900 00:00:00","00:00:00","001","SBL","Ex Contoh","150","","02","0200","01","","16","DUST III","","","150","","","","","","","","","","","","0","4","0","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","30-04-2019 15:49:31","CLOSING","0","","","","","","","","",
"15","01-04-2019 00:00:00","01-01-1900 00:00:00","00:00:00","002","BI","RKAP Kering","151","","02","0201","01","","1102","PF 1","","","151","","","","","","","","","","","","0","0","0","0","32460","32460","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","23-04-2019 18:02:25","a_sopiana","0","","","","","","","","",
"15","01-04-2019 00:00:00","17-01-2019 00:00:00","00:00:00","004","SBL","Sortasi","151","","02","0201","01","","1104","D 1","","","151","","","","","","","","","","","","0","910","4272","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","30-04-2019 15:49:31","CLOSING","3300","","","","","","","","",
"15","01-04-2019 00:00:00","31-03-2019 00:00:00","00:00:00","021","SBL","Sortasi","150","","02","0200","02","","10","DUST","","","130","","","","","","","","","","","","0","1186","260641","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","30-04-2019 15:49:31","CLOSING","255000","","","","","","","","",
"15","01-04-2019 00:00:00","31-12-2018 00:00:00","00:00:00","001","SBL","Pengepakan","150","","02","0200","01","07","70","BT","","","","","","2018","686","","","","","","","","80","3360","3416","56","0","0","0","0","0","","01-01-1900 00:00:00","","","","","SawPak","","","System.Byte[]","30-04-2019 15:49:33","Closing","0","","","","","","","","",
"15","01-04-2019 00:00:00","29-11-2018 00:00:00","00:00:00","001","SBL","Pengepakan","150","","02","0200","01","42","70","BT","","","","","","2018","KBA275","","","","","","","","80","3360","3376","16","0","0","0","0","0","","01-01-1900 00:00:00","","","","","SawPak","","","System.Byte[]","30-04-2019 15:49:33","Closing","0","","","","","","","","",
"15","01-04-2019 00:00:00","06-12-2018 00:00:00","00:00:00","001","SBL","Pengepakan","150","","02","0200","01","42","70","BT","","","","","","2018","KBA280","","","","","","","","80","3360","3376","16","0","0","0","0","0","","01-01-1900 00:00:00","","","","","SawPak","","","System.Byte[]","30-04-2019 15:49:33","Closing","0","","","","","","","","",
"15","01-04-2019 00:00:00","09-12-2018 00:00:00","00:00:00","001","SBL","Pengepakan","150","","02","0200","01","42","70","BT","","","","","","2018","KBA284","","","","","","","","80","3360","3376","16","0","0","0","0","0","","01-01-1900 00:00:00","","","","","SawPak","","","System.Byte[]","30-04-2019 15:49:33","Closing","0","","","","","","","","",
"15","01-04-2019 00:00:00","11-12-2018 00:00:00","00:00:00","001","SBL","Pengepakan","150","","02","0200","01","42","70","BT","","","","","","2018","KBA285","","","","","","","","80","3360","3376","16","0","0","0","0","0","","01-01-1900 00:00:00","","","","","SawPak","","","System.Byte[]","30-04-2019 15:49:33","Closing","0","","","","","","","","",
"15","01-04-2019 00:00:00","14-12-2018 00:00:00","00:00:00","001","SBL","Pengepakan","150","","02","0200","01","42","70","BT","","","","","","2018","KBA290","","","","","","","","80","3360","3376","16","0","0","0","0","0","","01-01-1900 00:00:00","","","","","SawPak","","","System.Byte[]","30-04-2019 15:49:33","Closing","0","","","","","","","","",
"15","01-04-2019 00:00:00","15-12-2018 00:00:00","00:00:00","001","SBL","Pengepakan","150","","02","0200","01","42","70","BT","","","","","","2018","KBA292","","","","","","","","80","3360","3376","16","0","0","0","0","0","","01-01-1900 00:00:00","","","","","SawPak","","","System.Byte[]","30-04-2019 15:49:33","Closing","0","","","","","","","","",
"15","01-04-2019 00:00:00","17-12-2018 00:00:00","00:00:00","001","SBL","Pengepakan","150","","02","0200","01","42","70","BT","","","","","","2018","KBA296","","","","","","","","80","3360","3376","16","0","0","0","0","0","","01-01-1900 00:00:00","","","","","SawPak","","","System.Byte[]","30-04-2019 15:49:33","Closing","0","","","","","","","","",
"15","01-04-2019 00:00:00","17-12-2018 00:00:00","00:00:00","001","SBL","Pengepakan","150","","02","0200","01","42","70","BT","","","","","","2018","KBA298","","","","","","","","80","3360","3376","16","0","0","0","0","0","","01-01-1900 00:00:00","","","","","SawPak","","","System.Byte[]","30-04-2019 15:49:33","Closing","0","","","","","","","","",
