"kodeunit","tanggal","kodebud","kodeJenisOlah","kodegrade","kodevar","norek","kodekbn","bi","rbi","pbi",
"15","01-04-2019 00:00:00","02","0200","","BASAH","X","15","0","1010064","1106160",
"15","01-04-2019 00:00:00","02","0201","","BASAH","X","15","604250","673376","737440",
"15","01-04-2019 00:00:00","02","0200","","JADI","X","15","0","228026","251397",
"15","01-04-2019 00:00:00","02","0201","","JADI","X","15","101776","154572","167601",
