"kodeunit","tanggal","unsur","kodeafd","kodebud","norek","netral","kodebarang","qtyBrg_RKAP","qtyBrg_PMK","klsKary","jmlHK_RKAP","jmlHsl_RKAP","jmlKary_RKAP","nilai_RKAP","jmlHK_PMK","jmlHsl_PMK","jmlKary_PMK","nilai_PMK","kodeblok","thntnm","HaJelajah_RKAP","HaJelajah_PMK","KMK",
"62","01-08-2017 00:00:00","GU","02","01","400010000","","","0","0","","0","0","0","19267000","0","0","0","14852000","","","0","0","01",
"62","01-08-2017 00:00:00","GU","02","01","401010000","","","0","0","","0","0","0","51243000","0","0","0","59215000","","","0","0","01",
"62","01-08-2017 00:00:00","GU","02","01","403040000","","","0","0","","0","0","0","134000","0","0","0","0","","","0","0","01",
"62","01-08-2017 00:00:00","GU","02","01","403060000","","","0","0","","0","0","0","400000","0","0","0","1163000","","","0","0","01",
"62","01-08-2017 00:00:00","GU","02","01","403100000","","","0","0","","0","0","0","1607000","0","0","0","1790000","","","0","0","01",
"62","01-08-2017 00:00:00","GU","02","01","403120000","","","0","0","","0","0","0","4212000","0","0","0","2441000","","","0","0","01",
"62","01-08-2017 00:00:00","GU","02","01","403240000","","","0","0","","0","0","0","6423000","0","0","0","4951000","","","0","0","01",
"62","01-08-2017 00:00:00","GU","02","01","403250000","","","0","0","","0","0","0","9815000","0","0","0","6968000","","","0","0","01",
"62","01-08-2017 00:00:00","GU","02","01","403260000","","","0","0","","0","0","0","8641000","0","0","0","5246000","","","0","0","01",
"62","01-08-2017 00:00:00","GU","02","01","404060000","","","0","0","","0","0","0","490000","0","0","0","5649000","","","0","0","01",
"62","01-08-2017 00:00:00","GU","02","01","404100000","","","0","0","","0","0","0","2696000","0","0","0","5318000","","","0","0","01",
"62","01-08-2017 00:00:00","GU","02","01","404140000","","","0","0","","0","0","0","28000","0","0","0","0","","","0","0","01",
"62","01-08-2017 00:00:00","GU","02","01","404160000","","","0","0","","0","0","0","0","0","0","0","760000","","","0","0","01",
"62","01-08-2017 00:00:00","GU","02","01","404170000","","","0","0","","0","0","0","17081000","0","0","0","24189000","","","0","0","01",
"62","01-08-2017 00:00:00","GU","02","01","405060000","","","0","0","","0","0","0","2594000","0","0","0","3593000","","","0","0","01",
"62","01-08-2017 00:00:00","GU","02","01","405070000","","","0","0","","0","0","0","535000","0","0","0","3375000","","","0","0","01",
