"KodeUnit","KT","Inisial","NoInput","Tanggal","Nama","Alamat","Ket","RekKB","NoUrut","KdBud","kdAfd","Norek","Netral","Kdblok","Uraian","Nilai","Jml_Fisik","KdArus","TglKom","namauser","thntnm","KMK",
"62","KT","KAS","SALDO AWAL","01-08-2017 00:00:00","KAS","","","100000000","001","","","","","","","47700","0","","04-08-2017 12:35:14","TUTUP_BUKU","","01",
"62","KT","KAS","SALDO AWAL","01-08-2017 00:00:00","KAS","","","100000000","001","","","","","","","0","0","","04-08-2017 12:35:14","TUTUP_BUKU","","02",
"62","KT","BNI","SALDO AWAL","01-08-2017 00:00:00","BANK BNI","","","110000000","001","","","","","","","4185666","0","","04-08-2017 12:35:14","TUTUP_BUKU","","01",
"62","KT","BNI","SALDO AWAL","01-08-2017 00:00:00","BANK BNI","","","110000000","001","","","","","","","0","0","","04-08-2017 12:35:14","TUTUP_BUKU","","02",
"62","KT","BRI","SALDO AWAL","01-08-2017 00:00:00","BANK BRI","","","110000002","001","","","","","","","4598671","0","","04-08-2017 12:35:14","TUTUP_BUKU","","01",
"62","KT","BRI","SALDO AWAL","01-08-2017 00:00:00","BANK BRI","","","110000002","001","","","","","","","0","0","","04-08-2017 12:35:14","TUTUP_BUKU","","02",
