"KodeUnit","tanggal","NoInput","NoBukti","Keterangan","NoUrut","kodeafd","kodebud","norek","netral","kdblok","thntnm","uraian","unsur","DK","nilai","JmlFisik","NamaUser","TglInput","KMK",
"62","01-08-2017 00:00:00","TRANSAKSI","","","","10","01","146010000","","","","UANG MUKA PERJALAN DINAS","","D","83277000","0","CLOSING","04-08-2017 12:35:49","01",
"62","01-08-2017 00:00:00","TRANSAKSI","","","","11","01","146010000","","","","UANG MUKA PERJALAN DINAS","","D","64284000","0","CLOSING","04-08-2017 12:35:49","01",
"62","01-08-2017 00:00:00","TRANSAKSI","","","","12","01","146010000","","","","UANG MUKA PERJALAN DINAS","","D","22346213","0","CLOSING","04-08-2017 12:35:49","01",
"62","01-08-2017 00:00:00","TRANSAKSI","","","","13","01","146010000","","","","UANG MUKA PERJALAN DINAS","","D","38892103","0","CLOSING","04-08-2017 12:35:49","01",
"62","01-08-2017 00:00:00","TRANSAKSI","","","","14","01","146010000","","","","UANG MUKA PERJALAN DINAS","","D","64284000","0","CLOSING","04-08-2017 12:35:49","01",
"62","01-08-2017 00:00:00","TRANSAKSI","","","","02","01","148010000","","","","UANG MUKA BIAYA LAINNYA","","D","71000590,4000001","0","CLOSING","04-08-2017 12:35:49","01",
"62","01-08-2017 00:00:00","TRANSAKSI","","","","02","01","148010000","Z1178DE","","","UANG MUKA BIAYA LAINNYA","","D","11175000","0","CLOSING","04-08-2017 12:35:49","01",
"62","01-08-2017 00:00:00","TRANSAKSI","","","","02","01","148030000","","","","UANG MUKA PREMI ASURANSI","","D","21088194","0","CLOSING","04-08-2017 12:35:49","01",
"62","01-08-2017 00:00:00","TRANSAKSI","","","","30","01","150010105","","","","KOPERASI SURYA MITRA USAHA BODA","","D","8700000","0","CLOSING","04-08-2017 12:35:49","01",
"62","01-08-2017 00:00:00","TRANSAKSI","","","","02","01","150019999","","","","PEMBELIAN TUNIA WIL.PANDEGLANG","","D","7736000","0","CLOSING","04-08-2017 12:35:49","01",
"62","01-08-2017 00:00:00","TRANSAKSI","","","","30","01","150019999","","","","PEMBELIAN TUNIA WIL.PANDEGLANG","","D","26661050","0","CLOSING","04-08-2017 12:35:49","01",
"62","01-08-2017 00:00:00","TRANSAKSI","","","","30","01","150030114","","","","PT.ANGGUN ADI SANTOSA","","D","250800000","0","CLOSING","04-08-2017 12:35:49","01",
"62","01-08-2017 00:00:00","TRANSAKSI","","","","02","01","151040106","","","","SEWA KENDARAAN PUSKOP","","D","78600000","0","CLOSING","04-08-2017 12:35:49","01",
"62","01-08-2017 00:00:00","TRANSAKSI","","","","13","01","151130002","","","","CV.CIPADANG INDAH","","D","230207506","0","CLOSING","04-08-2017 12:35:49","01",
"62","01-08-2017 00:00:00","TRANSAKSI","","","","02","01","154010000","","","","GAJI PEGAWAI STAF","","D","358461929","0","CLOSING","04-08-2017 12:35:49","01",
