"kodeunit","tanggal","kodebud","kodeJenisOlah","kodegrade","kodevar","norek","kodekbn","bi","rbi","pbi",
"62","01-08-2017 00:00:00","01","0100","","BASAH","6090100","74","-104140","-121150","-156800",
"62","01-08-2017 00:00:00","01","0100","","BASAH","X","62","104140","121150","156800",
"62","01-08-2017 00:00:00","01","0100","","JADI","6090400","74","-25200","-33010","-40690",
"62","01-08-2017 00:00:00","01","0100","","JADI","X","62","25200","33010","40690",
