"kodeunit","tanggal","unsur","kodeafd","kodebud","norek","netral","kodebarang","qtyBrg_RKAP","qtyBrg_PMK","klsKary","jmlHK_RKAP","jmlHsl_RKAP","jmlKary_RKAP","nilai_RKAP","jmlHK_PMK","jmlHsl_PMK","jmlKary_PMK","nilai_PMK","kodeblok","thntnm","HaJelajah_RKAP","HaJelajah_PMK","KMK",
"34","06-05-2017 00:00:00","GU","10","02","602030102","0200","","0","0","C","133","18237","6","9424501","47","10863","2","3045693","0003","1921","12,5","12,5","01",
"34","06-05-2017 00:00:00","GU","10","02","601050103","0200","","0","0","D","22","1","1","1049011","0","0","0","0","0003","1921","0","0","01",
"34","06-05-2017 00:00:00","GU","10","02","601050103","0200","","0","0","D","19","1","1","900295","0","0","0","0","0036","2005","0","0","01",
"34","06-05-2017 00:00:00","GU","10","02","601050103","0200","","0","0","D","35","1","2","1683855","0","0","0","0","0008","1921","0","0","01",
"34","06-05-2017 00:00:00","GU","10","02","601050103","0200","","0","0","D","49","2","2","2337888","0","0","0","0","0009","1999","0","0","01",
"34","06-05-2017 00:00:00","GU","10","02","601050104","0200","","0","0","D","50","4","2","2398675","52","4","2","2524727","0001","2012","0","0","01",
"34","06-05-2017 00:00:00","GU","10","02","601050104","0200","","0","0","D","33","3","1","1573531","34","3","1","1656221","0003","1921","0","0","01",
"34","06-05-2017 00:00:00","GU","10","02","601050104","0200","","0","0","D","28","2","1","1350454","29","2","1","1421421","0036","2005","0","0","01",
"34","06-05-2017 00:00:00","GU","10","02","601050104","0200","","0","0","D","53","4","2","2525804","54","4","2","2658538","0008","1921","0","0","01",
"34","06-05-2017 00:00:00","GU","10","02","601050104","0200","","0","0","D","73","6","3","3506862","76","6","3","3691151","0009","1999","0","0","01",
"34","06-05-2017 00:00:00","GU","10","02","601050200","0200","","0","0","D","21","7","1","1023417","65","21","3","3057663","0001","2012","0","0","01",
"34","06-05-2017 00:00:00","GU","10","02","601050200","0200","","0","0","D","14","5","1","671362","43","14","2","2005827","0003","1921","0","0","01",
"34","06-05-2017 00:00:00","GU","10","02","601050200","0200","","0","0","D","12","4","1","576184","37","12","2","1721464","0036","2005","0","0","01",
"34","06-05-2017 00:00:00","GU","10","02","601050200","0200","","0","0","D","23","8","1","1077658","69","22","3","3219719","0008","1921","0","0","01",
"34","06-05-2017 00:00:00","GU","10","02","601050200","0200","","0","0","D","31","10","1","1496236","95","30","4","4470303","0009","1999","0","0","01",
"34","06-05-2017 00:00:00","GU","10","02","601060101","0200","","0","0","D","2","2","0","94370","4","3","0","200400","0001","2012","0","0","01",
