"kodekebun","kodebudidaya","kodeafdeling","kodeblok","namablok","status","tahuntanam","luas","kodekloon","netral","jmlpohon","tinggipohon","topologi","exareal","KodeTopografi","KodeKetinggian","mdpl","tanggal","jmlPatok",
"71","31","15","0001","TBM MONOCROP AFD VI","TBM","2014","45,0000","","","0","0","0","Areal2","","","0","01-01-1900 00:00:00","0",
"71","00","10","","","PESEMAIAN","1990","2,0000","","","0","0","0","Areal3","","","0","01-01-1900 00:00:00","0",
"71","00","10","","","PESEMAIAN","1997","1,7000","","","0","0","0","Areal3","","","0","01-01-1900 00:00:00","0",
"71","00","10","","","PESEMAIAN","2000","0,3000","","","0","0","0","Areal3","","","0","01-01-1900 00:00:00","0",
"71","00","10","","","PESEMAIAN","2009","2,5000","","","0","0","0","Areal3","","","0","01-01-1900 00:00:00","0",
"71","00","10","","","PESEMAIAN","2010","4,0000","","","0","0","0","Areal3","","","0","01-01-1900 00:00:00","0",
"71","00","11","","","PESEMAIAN","2011","1,0000","","","0","0","0","Areal3","","","0","01-01-1900 00:00:00","0",
"71","00","11","","","PESEMAIAN","2012","7,0000","","","0","0","0","Areal3","","","0","01-01-1900 00:00:00","0",
"71","00","10","","","PESEMAIAN","2013","0,7000","","","0","0","0","Areal3","","","0","01-01-1900 00:00:00","0",
"71","00","12","","","PESEMAIAN","2013","1,7000","","","0","0","0","Areal3","","","0","01-01-1900 00:00:00","0",
"71","31","11","","","PESEMAIAN","2013","3,0000","","","0","0","0","Areal3","","","0","01-01-1900 00:00:00","0",
"71","30","11","","","PESEMAIAN","2013","0,2000","","","0","0","0","Areal3","","","0","01-01-1900 00:00:00","0",
"71","00","10","","","PESEMAIAN","2014","0,8400","","","0","0","0","Areal3","","","0","01-01-1900 00:00:00","0",
"71","30","11","","","PESEMAIAN","2014","0,5000","","","0","0","0","Areal3","","","0","01-01-1900 00:00:00","0",
"71","00","11","","","PESEMAIAN","2014","0,3100","","","0","0","0","Areal3","","","0","01-01-1900 00:00:00","0",
"71","00","02","0001","001","TTI","2014","24,8200","","","0","0","0","Areal4","","","0","01-01-1900 00:00:00","0",
"71","00","10","0015","TTI 2014","TTI","2014","24,8200","","","0","0","0","Areal4","","","0","01-01-1900 00:00:00","0",
"71","31","10","0004","04 INTERCROP","TTI","2014","5,4600","","","0","0","0","Areal4","","","0","01-01-1900 00:00:00","0",
"71","00","11","0014","14 TTI AFD II","TTI","2014","41,9800","","","0","0","0","Areal4","","","0","01-01-1900 00:00:00","0",
"71","30","11","0001","PEPAYA INTERCROP","TTI","2014","6,0000","","","0","0","0","Areal4","","","0","01-01-1900 00:00:00","0",
"71","30","11","0002","PEPAYA MONO","TTI","2014","0,7000","","","0","0","0","Areal4","","","0","01-01-1900 00:00:00","0",
"71","00","12","0009","BLOK 09","TTI","2013","86,4200","","","0","0","0","Areal4","","","0","01-01-1900 00:00:00","0",
"71","29","12","0001","01 TPJ CILANGKAP","TTI","2014","3,9200","","","0","0","0","Areal4","","","0","01-01-1900 00:00:00","0",
"71","31","12","0009","09 INTERCROP AFD III","TTI","2014","35,4600","","","0","0","0","Areal4","","","0","01-01-1900 00:00:00","0",
"71","31","13","0009","09 MONO ARTANA","TTI","2014","20,2700","","","0","0","0","Areal4","","","0","01-01-1900 00:00:00","0",
"71","31","14","0012","12 MONO NEWU","TTI","2014","50,0000","","","0","0","0","Areal4","","","0","01-01-1900 00:00:00","0",
"71","31","14","0013","13 MONO NEWU","TTI","2014","50,0000","","","0","0","0","Areal4","","","0","01-01-1900 00:00:00","0",
"71","31","14","0014","14 MONO NEWU","TTI","2014","50,0000","","","0","0","0","Areal4","","","0","01-01-1900 00:00:00","0",
"71","31","13","0001","","TTAD","2013","61,6600","","","0","0","0","Areal5","","","0","01-01-1900 00:00:00","0",
"71","00","10","0016","BLOK 16","LANCURAN","1979","104,1400","","","0","0","0","Areal6","","","0","01-01-1900 00:00:00","0",
"71","00","11","0003","BLOK 03","LANCURAN","1986","93,2300","","","0","0","0","Areal6","","","0","01-01-1900 00:00:00","0",
"71","00","13","0082","DINEAWATI","LANCURAN","1965","126,8600","","","0","0","0","Areal6","","","0","01-01-1900 00:00:00","0",
"71","00","10","0008","BLOK 08","LANCURAN","1985","50,0000","","","0","0","0","Areal6","","","0","01-01-1900 00:00:00","0",
"71","00","10","0009","BLOK 09","LANCURAN","1985","42,0000","","","0","0","0","Areal6","","","0","01-01-1900 00:00:00","0",
"71","00","10","0011","BLOK 11","LANCURAN","1985","25,4700","","","0","0","0","Areal6","","","0","01-01-1900 00:00:00","0",
"71","00","10","0014","BLOK 14","LANCURAN","1985","22,3900","","","0","0","0","Areal6","","","0","01-01-1900 00:00:00","0",
"71","31","10","0001","01 INTERCROP","INTERCROP","2012","5,3800","","","0","0","0","Areal7","","","0","01-01-1900 00:00:00","0",
"71","30","11","0001","0001 STOP OVER","INTERCROP","2014","15,0000","","","0","0","0","Areal7","","","0","01-01-1900 00:00:00","0",
"71","29","12","0001","TTI TEGAL PANJANG","INTERCROP","2014","3,9200","","","0","0","0","Areal7","","","0","01-01-1900 00:00:00","0",
"71","05","10","0001","TPJ AFD.I","TBM","2012","18,1000","","292012/02","0","0","0","Areal8","","","0","01-01-1900 00:00:00","0",
"71","05","11","0001","TPJ AFD.II","TBM","2012","14,1900","","292012/02","0","0","0","Areal8","","","0","01-01-1900 00:00:00","0",
"71","29","10","0001","AFDELING I","TBM","2012","2,0000","","292012/02","0","0","0","Areal8","","","0","01-01-1900 00:00:00","0",
"71","29","11","0002","AFDELING II","TBM","2012","2,0000","","292012/02","0","0","0","Areal8","","","0","01-01-1900 00:00:00","0",
"71","29","10","0001","AFD.I","TTI","2012","2,0000","","292012/04","0","0","0","Areal8","","","0","01-01-1900 00:00:00","0",
"71","29","11","0002","AFD.II","TTI","2012","2,0000","","292012/04","0","0","0","Areal8","","","0","01-01-1900 00:00:00","0",
"71","29","12","0001","01 AFD III","TBM","2014","3,9200","","292014/02","0","0","0","Areal8","","","0","01-01-1900 00:00:00","0",
"71","00","11","0001","BLOK 01","TM","1997","23,1200","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","11","0002","BLOK 02 CILANGKAP","TM","2001","68,6000","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","11","0005","BLOK 05 CILANGKAP","TM","2003","42,3100","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","10","0015","Blok 15","TBM","2012","43,5500","","","0","0","0","Areal2","","","0","01-01-1900 00:00:00","0",
"71","00","10","0017","Blok 16B","TBM","2012","34,9000","","","0","0","0","Areal2","","","0","01-01-1900 00:00:00","0",
"71","00","10","0019","Blok 15B","TBM","2014","24,8200","","","0","0","0","Areal2","","","0","01-01-1900 00:00:00","0",
"71","00","10","0001","BLOK 01","TM","2005","41,9100","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","10","0002","BLOK 02","TM","2005","19,9100","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","10","0003","BLOK 3","TM","2009","36,3800","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","11","0009","BLOK 09","TM","1990","21,2500","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","11","0010","BLOK 10","TM","2008","6,1800","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","11","0011","BLOK 11","TM","2008","29,7100","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","11","0012","BLOK 12","TM","2008","38,2600","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","11","0013","BLOK 13","TM","2008","17,2600","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","11","0015","BLOK 15","TM","1998","9,8800","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","11","0016","BLOK 16","TM","2009","6,3200","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","11","0017","BLOK 17","TM","2009","7,4600","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","11","0018","BLOK 18","TM","2009","6,2200","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","11","0004","BLOK 04","LANCURAN","1986","21,2900","","","0","0","0","Areal6","","","0","01-01-1900 00:00:00","0",
"71","00","11","0006","BLOK 06","LANCURAN","1986","39,2700","","","0","0","0","Areal6","","","0","01-01-1900 00:00:00","0",
"71","00","11","0007","BLOK 07","LANCURAN","1986","76,1200","","","0","0","0","Areal6","","","0","01-01-1900 00:00:00","0",
"71","00","11","0008","BLOK 08","LANCURAN","1986","5,0600","","","0","0","0","Areal6","","","0","01-01-1900 00:00:00","0",
"71","00","10","0004","BLOK 4","TM","2009","23,6200","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","10","0005","BLOK 5A","TM","1997","27,1300","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","10","0006","BLOK 5B","TM","1997","21,8100","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","10","0007","BLOK 07","TM","1997","30,1300","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","10","0010","BLOK 10","TM","1990","28,8000","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","10","0012","BLOK 12","TM","1986","3,9000","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","10","0013","BLOK 13","TM","1999","7,0000","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","10","0018","BLOK 18","TM","1997","18,1400","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","10","0019","BLOK 19","TM","1996","21,2300","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","10","0020","BLOK 20","TM","1998","20,1500","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","10","0021","BLOK 21","TM","1998","3,7000","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","10","0022","BLOK 22","TM","1998","14,8000","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","10","0026","BLOK 3","TM","2010","23,1600","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","10","0027","BLOK 4B","TM","2010","47,1200","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","12","0009","BLOK 09","LANCURAN","1979","86,4200","","","0","0","0","Areal6","","","0","01-01-1900 00:00:00","0",
"71","00","12","0018","BLOK 18","LANCURAN","1984","22,9200","","","0","0","0","Areal6","","","0","01-01-1900 00:00:00","0",
"71","00","12","0019","BLOK 19","LANCURAN","1984","45,8300","","","0","0","0","Areal6","","","0","01-01-1900 00:00:00","0",
"71","00","12","0020","BL0K 20","LANCURAN","1984","103,3300","","","0","0","0","Areal6","","","0","01-01-1900 00:00:00","0",
"71","00","12","0021","BLOK 21","LANCURAN","1984","12,0000","","","0","0","0","Areal6","","","0","01-01-1900 00:00:00","0",
"71","00","12","0022","BLOK 22","LANCURAN","1984","34,1200","","","0","0","0","Areal6","","","0","01-01-1900 00:00:00","0",
"71","00","12","0023","BLOK 23","LANCURAN","1984","58,8000","","","0","0","0","Areal6","","","0","01-01-1900 00:00:00","0",
"71","00","10","0028","BLOK 3B","TM","2011","13,5900","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","10","0029","BLOK 16","TM","2011","41,9800","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","13","0041","ARTANA","LANCURAN","1962","85,2200","","","0","0","0","Areal6","","","0","01-01-1900 00:00:00","0",
"71","00","10","0030","BLOK 17","TM","2011","39,9300","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","31","10","0001","16A INTERCROP","TM","2012","5,3800","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","31","10","0002","23 MONOCROP","TM","2012","0,2000","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","31","10","0003","16A INTERCROP","TM","2013","6,1300","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","31","10","0004","TM INTERCROP","TM","2013","3,6400","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","31","10","0005","TM INTERCROP 1.81 HA","TM","2014","1,8100","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","31","10","0006","TM 16B MONOCROP 3.11 HA","TM","2014","3,1100","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","31","10","0023","TM INTERCROP SUTET 30.03 HA","TM","2014","30,0300","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","31","11","0023","TM INTERCROP SUTET 7.70 HA","TM","2014","7,7000","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","12","0001","BLOK 01","TM","1999","89,7500","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","12","0002","BLOK 02","TM","1999","66,5000","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","12","0006","BLOK 06","TM","1997","7,1000","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","12","0007","BLOK 07","TM","2006","40,6800","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","12","0008","BLOK 08","TM","1997","21,0500","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","12","0010","BLOK 10","TM","2003","9,0500","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","12","0011","BLOK 11","TM","1998","29,4500","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","12","0012","BLOK 12","TM","2001","78,6600","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","12","0013","BLOK 13","TM","1994","34,2000","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","12","0014","BLOK 14","TM","1996","40,9700","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","12","0015","BLOK 15","TM","1997","21,6500","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","12","0016","BLOK 16","TM","1990","58,5000","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","12","0017","BLOK 17","TM","1990","30,0000","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","12","0024","BLOK 24","TM","1990","43,0000","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","00","12","0025","BLOK 25","TM","1998","50,3600","","","0","0","0","Areal1","","","0","01-01-1900 00:00:00","0",
"71","29","11","0002","Afdeling II","HTI","2012","32,3900","","","0","0","0","Areal6","","","0","01-01-1900 00:00:00","0",
"71","29","10","0001","Afdeling","HTI","2014","3,9200","","","0","0","0","Areal6","","","0","01-01-1900 00:00:00","0",
