"NPP","NoUrut","TKPendidikan","Pendidikan","Nama","Kota","StatAkreditasi","DNLN","TahunAwal","TahunAkhir","StatLulus","NoIjasah","TglIjasah","Nilai","Grade","UserId","TglInput",
"01080269038294","01","1","1A00","SEKOLAH DASAR","","0","D","","","L","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01080270038293","01","1","1A00","SEKOLAH DASAR","","0","D","","","L","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01080272038285","01","1","1A00","SEKOLAH DASAR","","0","D","","","L","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01080274038292","01","1","1A00","SEKOLAH DASAR","","0","D","","","L","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01080278038289","01","1","1A00","SEKOLAH DASAR","","0","D","","","L","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01087759015276","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01089563031707","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01089566031708","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01089567031709","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01089569031710","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01089569031711","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01089569031712","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01089572031714","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01089572031715","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01089573031716","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01097858016940","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01097859016938","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01097859016939","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099159030344","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099160030371","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099163030346","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099163030348","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099164030349","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099164030350","01","3","3B00","STM","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099164030351","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099164030352","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099165030353","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099165030354","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099165030355","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099165030356","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099165030357","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099166030359","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099166030360","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099166030361","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099166030362","01","3","3A00","SMA","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099166030363","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099166030364","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099166030365","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099167030366","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099168030367","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099169030369","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099169030370","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099170030372","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099170030373","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099560031856","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099561031857","01","2","2A00","SMP","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099562031859","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099563031860","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099565031861","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099565031862","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099566031863","01","1","1M00","MI","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099567031864","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099567031865","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099567031866","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099568031867","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099568031869","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099568031870","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099570031871","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01099572029768","01","1","1A00","SD","","0","D","","","","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01100463039478","01","1","1M00","SD","","1","D","1969","1972","L","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 15:42:00",
"01050774041037","01","2","1A00","SD","","2","D","1984","1987","L","Wi.LXXXVII 48137","28-04-1987 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01010072034888","02","2","2A00","LANJUTAN PERTAMA","SUKABUMI","2","D","1985","1988","L","OA.123645","12-04-1988 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01010075034890","01","1","1A00","SEKOLAH DASAR","SUKABUMI","1","D","1982","1988","L","0179188","01-05-1988 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01050576039895","01","1","1A00","SD","SUKABUMI","1","D","1982","1988","L","OE.00001","01-05-1988 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01059467031149","03","3","3D00","SEMA GARUT","GARUT","2","D","1985","1988","L","0154105","13-05-1988 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01019968033309","01","3","3A00","SMA","SUKABUMI","0","D","1986","1989","L","OA.000236","01-05-1989 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01030277037188","01","1","1A00","SD","SUKABUMI","0","D","1983","1989","L","OE.21456","01-05-1989 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01030277037202","01","1","1A00","SD","SUKABUMI","0","D","1983","1989","L","OE.369365","01-05-1989 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01040477039265","01","1","1A00","SD","SUKABUMI","0","D","1983","1989","L","OE.23566","01-05-1989 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01099168030368","03","3","3A00","MENENGAH ATAS","SUKABUMI","1","D","1986","1989","L","BG/TPH/13672389","01-05-1989 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01079969034914","03","3","3K00","PENDIDIKAN GURU AGAMA","SUKABUMI","2","D","1986","1989","L","Wi.LXXXIX002819","05-05-1989 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01079570031586","03","3","3D00","EKONOMI ATAS","SUKABUMI","2","D","1986","1989","L","0182890","13-05-1989 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01010076034896","01","1","1A00","PENDIDIKAN DASAR","SUKABUMI","2","D","1983","1989","L","","16-05-1989 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01020979041246","01","2","2A00","SMP","SUKABUMI","0","D","1986","1989","L","NO.OB ob 1742887","08-06-1989 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01070177036398","01","1","1A00","SD","SUKABUMI","0","D","1983","1989","L","No.02 OA oa 0194059","15-06-1989 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01010378039059","01","1","1A00","SD","SUKABUMI","1","D","1984","1990","L","OE.000077","01-05-1990 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01010072034886","02","2","2000","LANJUTAN PERTAMA","SUKABUMI","2","D","1987","1990","L","0125654","12-05-1990 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01070174036393","02","2","2A00","SMP","BANDUNG","0","D","1987","1990","L","No.02 OB ob 1788332","05-06-1990 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01100477039479","01","1","1A00","SD","SUKABUMI","0","D","1984","1990","L","","11-06-1990 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01050578039886","01","1","1A00","SD","SUKABUMI","0","D","1985","1991","L","0122345","01-05-1991 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01050579039891","01","1","1A00","SD","SUKABUMI","1","D","1985","1991","L","OE.00125","01-05-1991 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01010072034888","03","3","3A00","LANJUTAN ATAS","SUKABUMI","2","D","1988","1991","L","OA.100236","16-05-1991 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01010178035741","01","1","1A00","SD","SUKABUMI","1","D","1986","1991","L","OE.0000056","01-06-1991 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01060673040450","01","2","2A00","SMP","","0","D","1988","1991","L","E.IV/W.I/MTs/17150","01-06-1991 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01010177035746","01","1","1A00","SD","SUKABUMI","0","D","1985","1991","L","NO.0188547","15-06-1991 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01010179035739","01","1","1A00","SD","SUKABUMI","0","D","","1991","L","No.0178939","15-06-1991 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01050777041042","01","1","1A00","SD","","0","D","1988","1991","L","02 OA oa 0188365","15-06-1991 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01110677040722","01","1","1A00","SD","","0","D","1984","1991","L","02 OA oa 0188338","15-06-1991 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01050578039892","01","1","1A00","SD","SUKABUMI","1","D","1986","1992","L","OE.00125","01-05-1992 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01010076034896","02","2","2000","LANJUTAN PERTAMA","SUKABUMI","2","D","1989","1992","L","","04-05-1992 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01050777041038","01","1","1A00","SD","","0","D","1989","1992","L","02 OA oa 0233369","25-05-1992 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01070177036395","01","1","1A00","SD","SUKABUMI","0","D","1986","1992","L","No.02 OA oa 0196752","25-05-1992 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01060676040451","01","2","2A00","SMP","SUKABUMI","0","D","1987","1992","L","02 OA ob 0340472","30-05-1992 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01070177036398","02","2","2A00","SMP","SUKABUMI","0","D","1989","1992","L","No.02 OA ob 0340473","30-05-1992 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01040476039269","01","1","1A00","SD","SUKABUMI","0","D","1986","1992","L","No 02 OA oa 129988","03-06-1992 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01020979041242","01","1","1000","SD","SUKABUMI","0","D","1989","1992","L","No.02 OA oa 0187455","08-06-1992 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01050575039896","01","1","1A00","SD","SUKABUMI","0","D","1987","1993","L","OE.0005","01-05-1993 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01010072034886","03","3","3B00","TEKNIK MENENGAH ATAS","SUKABUMI","2","D","1990","1993","L","0089346","29-05-1993 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01010380039063","01","1","1A00","SD","SUKABUMI","1","D","1986","1994","L","OE.000021","01-05-1994 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01050578039886","02","2","2A00","SMP","SUKABUMI","0","D","1991","1994","L","0125345","01-05-1994 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01050578039889","01","1","1A00","SD","SUKABUMI","1","D","1988","1994","L","OE.00001","01-05-1994 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01010178035741","02","2","2A00","SMP","SUKABUMI","1","D","1991","1994","L","OE.000075","01-06-1994 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01010179035739","02","2","1A00","SD","SUKABUMI","0","D","","1994","L","No.33123/94","06-06-1994 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01060680040449","01","2","2A00","SMP","","0","D","1991","1994","L","02 OA oa 0227651","10-06-1994 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01070177036398","03","3","3A00","SMA","SUKABUMI","0","D","1992","1995","L","No.02 OB oe 0112472","26-05-1995 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01110680040719","01","1","1A00","SD","","0","D","1989","1995","L","02 OA oa 0233325","27-05-1995 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01020979041242","02","2","2A00","SMP","SUKABUMI","0","D","1992","1995","L","No.02 OA ob 1498374","14-06-1995 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01010381039065","01","2","2A00","SMP","SUKABUMI","1","D","1993","1996","L","OE.000023","01-05-1996 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01070174036393","03","3","3A00","SMA","JAKARTA","0","D","1993","1996","L","No.01 OB Oc 0155385","24-05-1996 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01017960017464","01","1","1A00","SD","SUKABUMI","1","D","1966","1972","L","OE.00003","01-05-1987 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01040469039266","01","1","1A00","SD","SUKABUMI","0","D","1981","1987","L","OE.254563","01-05-1987 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01050573039900","01","1","1A00","SD","SUKABUMI","1","D","1981","1987","L","OE.0005","01-05-1987 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01050574039887","01","1","1A00","SD","SUKABUMI","0","D","1981","1987","L","OE.0002","01-05-1987 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01050574039890","01","1","1A00","SD","SUKABUMI","1","D","1981","1987","L","OE.0004","01-05-1987 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01050775041043","01","1","1A00","SD","SUKABUMI","1","D","1981","1987","L","OE.00003645","01-05-1987 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01050775041044","01","1","1A00","SD","SUKABUMI","1","D","1981","1987","L","OE.000052","01-05-1987 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01010072034886","01","1","1A00","PENDIDIKAN DASAR","SUKABUMI","2","D","1981","1987","L","0160511","04-05-1987 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01010166035742","03","3","3A00","SMA","SUKABUMI","1","D","1984","1987","L","No.0660832","02-06-1987 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01049067028813","02","2","2A00","SEK.LANJUTAN PERTAMA","BOGOR","1","D","1979","1983","L","02.OBob.0994830","31-05-1983 00:00:00","0","","MIGRASI","11-05-2015 15:42:01",
"01059467031154","03","3","3A00","LANJUTAN ATAS","SUKABUMI","2","D","1984","1987","L","02OCoh.0121249","02-06-1987 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01070175036399","01","1","1A00","SD","SUKABUMI","0","D","1981","1987","L","No.02 OA oa 0170821","06-06-1987 00:00:00","0","0","MIGRASI","11-05-2015 15:42:02",
"01059465031152","02","2","2A00","LANJUTAN PERTAMA","SUKABUMI","2","D","1979","1982","L","02OBob.1091394","31-05-1983 00:00:00","0","","MIGRASI","11-05-2015 15:42:01",
"01010371039060","01","1","1A00","SD","SUKABUMI","1","D","1977","1983","L","OE.000056","01-06-1983 00:00:00","0","","MIGRASI","11-05-2015 15:42:01",
"01079570031586","01","1","1A00","SEKOLAH DASAR","SUKABUMI","2","D","1977","1983","L","131192","03-06-1983 00:00:00","0","","MIGRASI","11-05-2015 15:42:01",
"01079969034914","01","1","1A00","SEKOLAH DASAR","SUKABUMI","2","D","1978","1983","L","020A0a120425","03-06-1983 00:00:00","0","","MIGRASI","11-05-2015 15:42:01",
"01099168030368","01","1","1A00","SEKOLAH DASAR","SUKABUMI","2","D","1977","1983","L","02OAoa.121898","03-06-1983 00:00:00","0","","MIGRASI","11-05-2015 15:42:01",
"01010371039051","01","1","1A00","SD","SUKABUMI","1","D","1978","1984","L","OE.0000253","01-05-1984 00:00:00","0","","MIGRASI","11-05-2015 15:42:01",
"01010376039057","01","1","1000","SD","SUKABUMI","1","D","1982","1984","L","OE.0000056","01-05-1984 00:00:00","0","","MIGRASI","11-05-2015 15:42:01",
"01030272037193","01","1","1A00","SD","SUKABUMI","0","D","1978","1984","L","OE.236589","01-05-1984 00:00:00","0","","MIGRASI","11-05-2015 15:42:01",
"01059467031154","02","2","2A00","LANJUTAN PERTAMA","SUKABUMI","2","D","1981","1984","L","02OBob.1254702","21-05-1984 00:00:00","0","","MIGRASI","11-05-2015 15:42:01",
"01010166035742","02","2","2A00","SMP","SUKABUMI","1","D","1981","1984","L","OE.0000567","05-06-1984 00:00:00","0","","MIGRASI","11-05-2015 15:42:01",
"01079165030278","03","3","3B00","TEKNIK MENENGAH","SUKABUMI","2","D","1982","1985","L","02OCou.0045320","30-04-1985 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01030273037186","01","1","1A00","SD","SUKABUMI","0","D","1979","1985","L","OE.012356","01-05-1985 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01030273037191","01","1","1A00","SD","SUKABUMI","0","D","1979","1985","L","OE.0001236","01-05-1985 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01030273037199","01","1","1A00","SD","SUKABUMI","0","D","1979","1985","L","OE.896523","01-05-1985 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01030273037201","01","1","1A00","SD","SUKABUMI","0","D","1979","1985","L","OE.23658","01-05-1985 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01030273037204","01","1","1A00","SEKOLAH DASAR","SUKABUMI","0","D","1979","1985","L","OE.365231","01-05-1985 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01049065028872","03","3","3E00","LANJUTAN ATAS","PANDEGLANG","2","D","1982","1985","L","002333","06-05-1985 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01059467031149","02","2","2A00","SMPN GARUT","GARUT","2","D","1982","1985","L","1327051","14-05-1985 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01110671040723","01","1","1A00","SD","","0","D","1979","1985","L","02 OA oa 169480","28-05-1985 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01110674040715","01","1","1A00","SD","","0","D","1979","1985","L","02 OA oa 169470","28-05-1985 00:00:00","0","","MIGRASI","11-05-2015 15:42:02",
"01128864027886","01","7","7000","","","0","D","","","L","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 16:44:02",
"01019266030433","001","","3A00","SEKOLAH MENNGAH ATAS","BANDUNG","Disamakan","D","1981","1983","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01109568031898","01","4","7000","PERTANIAN","BANDUNG","0","D","1986","1990","L","","01-01-1900 00:00:00","0","","MIGRASI","11-05-2015 08:52:04",
"01079569031500","001","","3000","MAN","CIANJUR","Diakui","D","1989","1991","Y","Wi.XCI 002671","17-05-1991 00:00:00","0","","","01-01-1900 00:00:00",
"01011383042043","001","","7000","UNIVERSITAS PADJADJARAN","BANDUNG","Diakui","D","","","Y","J06.56532/F.5365","25-02-2006 00:00:00","0","","","01-01-1900 00:00:00",
"01050271038042","001","","7000","UNIVERSITAS PADJADJARAN","BANDUNG","Diakui","D","","","Y","782/JAB.6.FP1KM-I","20-08-1997 00:00:00","3,25","","","01-01-1900 00:00:00",
"01058463022973","001","","7000","UT","BOGOR","Diakui","D","1997","2003","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"1038867027688","001","","2BD0","STM","PELABUHAN RATU","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"01038867027688","001","","2BD0","STM","PELABUHAN RATU","Diakui","D","","","Y","","01-01-1900 00:00:00","80","","","01-01-1900 00:00:00",
"01011384042048","001","","7000","","PURWOKERTO","Diakui","D","","","Y","","01-01-1900 00:00:00","0","","","01-01-1900 00:00:00",
"26028765027089","001","","2BD0","STM","CIANJUR","Diakui","D","","","Y","STM.CJR/14453/1991","01-01-1900 00:00:00","85","","","01-01-1900 00:00:00",
"01058566025248","01","1","1A00","UMUM","BOGOR","0","D","1974","1979","L","XAA no 46086","31-05-1979 00:00:00","64","","MIGRASI","18-05-2015 13:32:25",
"01058566025248","02","2","2A00","UMUM","BOGOR","1","D","1979","1982","L","02 OB ob 1012883","07-06-1982 00:00:00","75","","MIGRASI","18-05-2015 13:32:25",
"01058566025248","03","3","3DC0","TATA BUKU","BOGOR","1","D","1982","1985","L","02 OC os 0058808","30-04-1985 00:00:00","13,8","","MIGRASI","18-05-2015 13:32:25",
"01070578040080","01","1","1A00","SD","BANDUNG","0","D","1986","1991","L","02 OA oa 0455444","15-06-1991 00:00:00","0","","MIGRASI","18-05-2015 10:28:32",
"01070578040080","02","2","2A00","SMP","BANDUNG","0","D","1991","1994","L","02 OA ob 0310483","06-06-1994 00:00:00","0","","MIGRASI","18-05-2015 10:28:32",
"01070578040080","03","3","3A00","SMA","BANDUNG","0","D","1994","1997","L","02 OB ol 102 084650","05-06-1997 00:00:00","0","","MIGRASI","18-05-2015 10:28:32",
"01070578040080","04","7","7000","AGRONOMI","BANDUNG","0","D","","2002","L","J06.45769/E.4006","02-09-2002 00:00:00","2,91","","MIGRASI","18-05-2015 10:28:32",
"01028565024738","01","3","3E00","SPMA","BANDUNG","Diakui","D","1981","1984","L","B.6/V/38.524/84","15-05-1984 00:00:00","0","","","01-01-1900 00:00:00",
"01070578040081","01","1","1A00","SD","SERANG","0","D","","","L","","01-01-1900 00:00:00","0","","MIGRASI","18-05-2015 13:32:25",
