"KodeUnit","tanggal","waktu","noinput","nobuku","tglfaktur","nofaktur","nama","alamat","KodeAfdeling","KodeBudidaya","nourut","kodebarang","qtyminta","qty","ppn","status","nilai","norek","netral","jml_fisik","kdblok","keterangan","Penjelasan","tglkom","namauser","thntnm","kmk",
"71","01-01-2017 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00100007","0","-1250","False","","-7812500","","","0","","","","07-01-2017 08:00:16","TUTUP_BUKU","","02",
"71","01-01-2017 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00100008","0","-211","False","","-527500","","","0","","","","07-01-2017 08:00:16","TUTUP_BUKU","","02",
"71","01-01-2017 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00201101","0","-14503","False","","-85150506,1137264","","","0","","","","07-01-2017 08:00:16","TUTUP_BUKU","","02",
"71","01-01-2017 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00201103","0","-9423","False","","-64188451,2254331","","","0","","","","07-01-2017 08:00:16","TUTUP_BUKU","","02",
"71","01-01-2017 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00201105","0","-256","False","","-1536000","","","0","","","","07-01-2017 08:00:16","TUTUP_BUKU","","02",
"71","01-01-2017 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00201106","0","-15543","False","","-104138100","","","0","","","","07-01-2017 08:00:16","TUTUP_BUKU","","02",
"71","01-01-2017 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00201107","0","-2273","False","","-7978230","","","0","","","","07-01-2017 08:00:16","TUTUP_BUKU","","02",
"71","01-01-2017 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202130","0","365","False","","13870000","","","0","","","","07-01-2017 08:00:16","TUTUP_BUKU","","02",
"71","01-01-2017 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202338","0","19","False","","2926000","","","0","","","","07-01-2017 08:00:16","TUTUP_BUKU","","02",
"71","01-01-2017 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202702","0","-52","False","","-3640000","","","0","","","","07-01-2017 08:00:16","TUTUP_BUKU","","02",
"71","01-01-2017 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202706","0","0","False","","0,302475089207292","","","0","","","","07-01-2017 08:00:16","TUTUP_BUKU","","02",
"71","01-01-2017 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202708","0","-228","False","","-8196600","","","0","","","","07-01-2017 08:00:16","TUTUP_BUKU","","02",
"71","01-01-2017 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","01600464","0","25719","False","","22761315","","","0","","","","07-01-2017 08:00:16","TUTUP_BUKU","","02",
