"KodeUnit","KT","Inisial","NoInput","Tanggal","Nama","Alamat","Ket","RekKB","NoUrut","KdBud","kdAfd","Norek","Netral","Kdblok","Uraian","Nilai","Jml_Fisik","KdArus","TglKom","namauser","thntnm","KMK",
"71","KT","KAS","SALDO AWAL","01-11-2017 00:00:00","KAS","","","100000000","001","","","","","","","708610090","0","","02-11-2017 18:45:24","TUTUP_BUKU","","01",
"71","KT","KAS","SALDO AWAL","01-11-2017 00:00:00","KAS","","","100000000","001","","","","","","","-708133490","0","","02-11-2017 18:45:24","TUTUP_BUKU","","02",
"71","KT","MDR","SALDO AWAL","01-11-2017 00:00:00","BANK MANDIRI","","","110000001","001","","","","","","","819932","0","","02-11-2017 18:45:24","TUTUP_BUKU","","01",
"71","KT","BRI","SALDO AWAL","01-11-2017 00:00:00","BANK BRI","","","110000002","001","","","","","","","-218928453","0","","02-11-2017 18:45:24","TUTUP_BUKU","","01",
"71","KT","BRI","SALDO AWAL","01-11-2017 00:00:00","BANK BRI","","","110000002","001","","","","","","","220164000","0","","02-11-2017 18:45:24","TUTUP_BUKU","","02",
