"KodeUnit","tanggal","NoInput","NoBukti","Keterangan","NoUrut","kodeafd","kodebud","norek","netral","kdblok","thntnm","uraian","unsur","DK","nilai","JmlFisik","NamaUser","TglInput","KMK",
"71","01-11-2017 00:00:00","TRANSAKSI","","","","21","00","603190115","0000","","","TUNJANGAN HARI RAYA KEAGAMAAN","","D","14668000","0","CLOSING","02-11-2017 18:47:40","01",
"71","01-11-2017 00:00:00","TRANSAKSI","","","","02","00","196190000","","","","LAIN-LAIN","","K","31329084,968018","20202","CLOSING","02-11-2017 18:47:40","01",
"71","01-11-2017 00:00:00","TRANSAKSI","","","","02","00","082040000","","","","REK PENUTUP REK 9(PENDAPATAN)","","K","19674632","0","CLOSING","02-11-2017 18:47:40","01",
"71","01-11-2017 00:00:00","TRANSAKSI","","","","10","00","200990000","","0027","","REKENING PEMINDAHBUKUAN","","K","57441,6012992529","0","CLOSING","02-11-2017 18:47:40","01",
"71","01-11-2017 00:00:00","TRANSAKSI","","","","13","31","413030200","","","","BARANG BAHAN","","K","104739,128310876","0","CLOSING","02-11-2017 18:47:40","01",
"71","01-11-2017 00:00:00","TRANSAKSI","","","","10","00","050002000","","","2014","BIAYA TAHUN LALU","","D","1712326,57","0","CLOSING","02-11-2017 18:47:40","01",
"71","01-11-2017 00:00:00","TRANSAKSI","","","","30","00","200060000","D1257ABU","","","ONDERDIL DAN PERLENGKAPAN","","D","7644250","31","CLOSING","02-11-2017 18:47:40","01",
"71","01-11-2017 00:00:00","TRANSAKSI","","","","30","00","201190104","D8108DQ","","","JAMSOSTEK","","D","1158760","0","CLOSING","02-11-2017 18:47:40","01",
"71","01-11-2017 00:00:00","TRANSAKSI","","","","15","31","403100000","","","","JAMSOSTEK","","D","268907,477317168","0","CLOSING","02-11-2017 18:47:40","01",
"71","01-11-2017 00:00:00","TRANSAKSI","","","","15","31","405050000","","","","BIAYA HARI KEAGAMAAN","","D","1032878,360881","0","CLOSING","02-11-2017 18:47:40","01",
"71","01-11-2017 00:00:00","TRANSAKSI","","","","11","31","411030200","","","","BARANG BAHAN","","D","2646,33033502802","0","CLOSING","02-11-2017 18:47:40","01",
"71","01-11-2017 00:00:00","TRANSAKSI","","","","14","31","422060000","","","","ASURANSI GEMPA BUMI","","D","983160,882283927","0","CLOSING","02-11-2017 18:47:40","01",
"71","01-11-2017 00:00:00","TRANSAKSI","","","","10","00","600000115","0000","","","TUNJANGAN HARI RAYA KEAGAMAAN","","D","2738000","0","CLOSING","02-11-2017 18:47:40","01",
"71","01-11-2017 00:00:00","TRANSAKSI","","","","14","31","601060211","2014","0006","","PENYAKIT BUSUK BUAH (PHYTHOPTHORA SP.)","","D","210937,5","312,5","CLOSING","02-11-2017 18:47:40","01",
"71","01-11-2017 00:00:00","TRANSAKSI","","","","10","00","602080100","","0002","","STIMULAN GROVE","","D","255786,929495419","70","CLOSING","02-11-2017 18:47:40","01",
"71","01-11-2017 00:00:00","TRANSAKSI","","","","12","00","602120000","1998","0025","","BAHAN KIMIA BIDANG SADAPAN","","D","7295489,1559836","1843,91","CLOSING","02-11-2017 18:47:40","01",
"71","01-11-2017 00:00:00","TRANSAKSI","","","","15","31","601060211","2013","0005","","PENYAKIT BUSUK BUAH (PHYTHOPTHORA SP.)","","D","109687,5","162,5","CLOSING","02-11-2017 18:47:40","01",
"71","01-11-2017 00:00:00","TRANSAKSI","","","","15","31","601060211","2013","0006","","PENYAKIT BUSUK BUAH (PHYTHOPTHORA SP.)","","D","123187,5","182,5","CLOSING","02-11-2017 18:47:40","01",
