"kodeunit","tanggal","unsur","kodeafd","kodebud","norek","netral","kodebarang","qtyBrg_RKAP","qtyBrg_PMK","klsKary","jmlHK_RKAP","jmlHsl_RKAP","jmlKary_RKAP","nilai_RKAP","jmlHK_PMK","jmlHsl_PMK","jmlKary_PMK","nilai_PMK","kodeblok","thntnm","HaJelajah_RKAP","HaJelajah_PMK","KMK",
"71","01-11-2017 00:00:00","GU","10","00","602010000","0000","","0","0","","0","0","0","12140000","0","0","0","6463000","","1990","0","0","01",
"71","01-11-2017 00:00:00","GU","10","00","602010000","0000","","0","0","","0","0","0","24281000","0","0","0","42282000","","1990","0","0","01",
"71","01-11-2017 00:00:00","GU","10","00","602010000","0000","","0","0","","0","0","0","7284000","0","0","0","4698000","","1990","0","0","01",
"71","01-11-2017 00:00:00","GU","10","00","602030100","0000","","0","0","","0","0","0","388157000","0","0","0","15851000","","1990","0","0","01",
"71","01-11-2017 00:00:00","GU","10","00","602030200","0000","","0","0","","0","0","0","436324000","0","0","0","241307000","","1990","0","0","01",
"71","01-11-2017 00:00:00","GU","10","00","602030200","0000","","0","0","","0","0","0","194886000","0","0","0","230280000","","1990","0","0","01",
"71","01-11-2017 00:00:00","GU","10","00","602030200","0000","","0","0","","0","0","0","0","0","0","0","457367000","","1990","0","0","01",
"71","01-11-2017 00:00:00","GU","10","00","602030200","0000","","0","0","","0","0","0","0","0","0","0","28288000","","1990","0","0","01",
"71","01-11-2017 00:00:00","GU","10","00","602080100","0000","","0","0","","0","0","0","0","0","0","0","17317000","","1990","0","0","01",
"71","01-11-2017 00:00:00","GU","10","00","602080200","0000","","0","0","","0","0","0","46178000","0","0","0","15393000","","1990","0","0","01",
"71","01-11-2017 00:00:00","GU","10","00","602110200","0000","","0","0","","0","0","0","17317000","0","0","0","0","","1990","0","0","01",
"71","01-11-2017 00:00:00","GU","10","00","602110201","0000","","0","0","","0","0","0","6927000","0","0","0","0","","1990","0","0","01",
"71","01-11-2017 00:00:00","BB","10","00","602080100","0000","","0","0","","0","0","0","14966000","0","0","0","12971000","","1990","0","0","01",
"71","01-11-2017 00:00:00","BB","10","00","602080100","0000","","0","0","","0","0","0","0","0","0","0","0","","1990","0","0","01",
"71","01-11-2017 00:00:00","BB","10","00","602080100","0000","","0","0","","0","0","0","0","0","0","0","1283000","","1990","0","0","01",
"71","01-11-2017 00:00:00","BB","10","00","602080200","0000","","0","0","","0","0","0","0","0","0","0","3849000","","1990","0","0","01",
"71","01-11-2017 00:00:00","BB","10","00","602080200","0000","","0","0","","0","0","0","0","0","0","0","0","","1990","0","0","01",
"71","01-11-2017 00:00:00","BB","10","00","602120000","0000","","0","0","","0","0","0","26015000","0","0","0","19175000","","1990","0","0","01",
"71","01-11-2017 00:00:00","LL","10","00","602140100","0000","","0","0","","0","0","0","81000000","0","0","0","63761000","","1990","0","0","01",
"71","01-11-2017 00:00:00","LL","10","00","602190101","0000","","0","0","","0","0","0","0","0","0","0","41750000","","1990","0","0","01",
"71","01-11-2017 00:00:00","LL","10","00","602190201","0000","","0","0","","0","0","0","0","0","0","0","47960000","","1990","0","0","01",
"71","01-11-2017 00:00:00","GU","11","00","601010100","0000","","0","0","","0","0","0","24281000","0","0","0","7465000","","2011","0","0","01",
"71","01-11-2017 00:00:00","GU","11","00","601030100","0000","","0","0","","0","0","0","0","0","0","0","12733000","","2011","0","0","01",
"71","01-11-2017 00:00:00","GU","11","00","601030200","0000","","0","0","","0","0","0","0","0","0","0","0","","2011","0","0","01",
"71","01-11-2017 00:00:00","GU","11","00","601050101","0000","","0","0","","0","0","0","0","0","0","0","0","","2011","0","0","01",
"71","01-11-2017 00:00:00","GU","11","00","601050104","0000","","0","0","","0","0","0","20524000","0","0","0","20524000","","2011","0","0","01",
"71","01-11-2017 00:00:00","GU","11","00","601050200","0000","","0","0","","0","0","0","8658000","0","0","0","34634000","","2011","0","0","01",
"71","01-11-2017 00:00:00","GU","11","00","601050200","0000","","0","0","","0","0","0","34634000","0","0","0","38978000","","2011","0","0","01",
"71","01-11-2017 00:00:00","GU","11","00","601060204","0000","","0","0","","0","0","0","0","0","0","0","0","","2011","0","0","01",
"71","01-11-2017 00:00:00","GU","11","00","601060204","0000","","0","0","","0","0","0","0","0","0","0","0","","2011","0","0","01",
"71","01-11-2017 00:00:00","GU","11","00","601070100","0000","","0","0","","0","0","0","16096000","0","0","0","0","","2011","0","0","01",
