"kodeunit","tanggal","kodetrans","kodeafd","kodebud","regmdr","register","sts","norek","netral","kdblok","thntnm","stb","jmlhasil","nilai","KMK",
"71","01-01-2017 00:00:00","638","10","00","01059466031153","01030273037186","KB","602030100","","0001","2005","Cash","218","1371000","01",
"71","01-01-2017 00:00:00","638","10","00","01059466031153","711000253","KL","602030200","","0002","2005","Cash","81","522000","01",
"71","01-01-2017 00:00:00","638","10","00","01060681040448","01099567031864","KB","602030100","","0003","2009","Cash","107","629000","01",
"71","01-01-2017 00:00:00","638","10","00","01060681040448","01089567031709","KB","602030100","","0004","2009","Cash","84","488000","01",
"71","01-01-2017 00:00:00","638","10","00","01060681040448","01010070034898","KB","602030100","","0013","1999","Cash","30","160000","01",
"71","01-01-2017 00:00:00","638","10","00","01120572040211","01059464031145","KB","602030100","","0003","2009","Cash","33","210000","01",
"71","01-01-2017 00:00:00","638","10","00","01120572040211","01010371039054","KB","602030100","","0001","2005","Cash","45","285000","01",
"71","01-01-2017 00:00:00","638","10","00","01049066028874","01051284041910","KB","602030100","","0013","1999","Cash","48","366000","01",
"71","01-01-2017 00:00:00","638","10","00","01049066028874","01020980041244","KB","602030100","","0002","2005","Cash","48","366000","01",
"71","01-01-2017 00:00:00","638","10","00","01010174035743","711000292","KL","602030200","","0003","2009","Cash","246","1560000","01",
"71","01-01-2017 00:00:00","638","10","00","01051286041900","711000275","KL","602030200","","0002","2005","Cash","37","266000","01",
"71","01-01-2017 00:00:00","638","10","00","01051286041900","711000311","KL","602030200","","0004","2009","Cash","74","622500","01",
"71","01-01-2017 00:00:00","638","10","00","01050578039892","711000067","KL","602030200","","0003","2009","Cash","24","162000","01",
"71","08-01-2017 00:00:00","638","10","00","01059466031153","01030273037186","KB","602030100","","0001","2005","Cash","281","1672000","01",
"71","08-01-2017 00:00:00","638","10","00","01059466031153","711000253","KL","602030200","","0002","2005","Cash","104","643000","01",
"71","08-01-2017 00:00:00","638","10","00","01060681040448","01099567031864","KB","602030100","","0003","2009","Cash","81","457000","01",
"71","08-01-2017 00:00:00","638","10","00","01060681040448","01089567031709","KB","602030100","","0004","2009","Cash","85","475000","01",
"71","08-01-2017 00:00:00","638","10","00","01060681040448","01010070034898","KB","602030100","","0013","1999","Cash","26","152000","01",
"71","08-01-2017 00:00:00","638","10","00","01120572040211","01059464031145","KB","602030100","","0001","2005","Cash","35","250000","01",
"71","08-01-2017 00:00:00","638","10","00","01120572040211","01010371039054","KB","602030100","","0003","2009","Cash","83","640500","01",
"71","08-01-2017 00:00:00","638","10","00","01049066028874","01051284041910","KB","602030100","","0003","2009","Cash","36","216000","01",
"71","08-01-2017 00:00:00","638","10","00","01049066028874","01020980041244","KB","602030100","","0027","2010","Cash","36","216000","01",
"71","08-01-2017 00:00:00","638","10","00","01049066028874","711000050","KL","602030200","","0002","2005","Cash","9","60000","01",
"71","08-01-2017 00:00:00","638","10","00","01010174035743","711000292","KL","602030200","","0003","2009","Cash","453","2958000","01",
