"KodeUnit","tanggal","waktu","noinput","nobuku","tglfaktur","nofaktur","nama","alamat","KodeAfdeling","KodeBudidaya","nourut","kodebarang","qtyminta","qty","ppn","status","nilai","norek","netral","jml_fisik","kdblok","keterangan","Penjelasan","tglkom","namauser","thntnm","KMK",
"71","01-11-2017 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00502342","0","6","False","","115500","","","0","","","","02-11-2017 18:45:12","TUTUP_BUKU","","01",
"71","01-11-2017 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","01503346","0","0","False","","0","","","0","","","","02-11-2017 18:45:12","TUTUP_BUKU","","01",
"71","01-11-2017 00:00:00","09:12:52","A58201711-00016","A58201711-V00016","01-11-2017 00:00:00","","Teknik","","30","00","011","00301002","15","15","False","","129618,194945848","201030000","D8550DI","0","","","u/ Bahan bakar","07-11-2017 00:00:00","sutarja","","01",
"71","01-11-2017 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00201201","0","32","False","","918000","","","0","","","","02-11-2017 18:45:12","TUTUP_BUKU","","01",
"71","01-11-2017 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202114","0","2180","False","","69106000","","","0","","","","02-11-2017 18:45:12","TUTUP_BUKU","","01",
"71","01-11-2017 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202130","0","443,5","False","","20418206,6074535","","","0","","","","02-11-2017 18:45:12","TUTUP_BUKU","","01",
"71","01-11-2017 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202138","0","656,08","False","","29791280,600075","","","0","","","","02-11-2017 18:45:12","TUTUP_BUKU","","01",
"71","01-11-2017 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202222","0","0,16","False","","102240","","","0","","","","02-11-2017 18:45:12","TUTUP_BUKU","","01",
"71","01-11-2017 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202232","0","9,25","False","","644725","","","0","","","","02-11-2017 18:45:12","TUTUP_BUKU","","01",
"71","01-11-2017 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202243","0","-7,105427357601E-15","False","","-1,16415321826935E-09","","","0","","","","02-11-2017 18:45:12","TUTUP_BUKU","","01",
"71","01-11-2017 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202247","0","375","False","","4537500","","","0","","","","02-11-2017 18:45:12","TUTUP_BUKU","","01",
