"KodeUnit","tanggal","NoInput","NoBukti","Keterangan","NoUrut","kodeafd","kodebud","norek","netral","kdblok","thntnm","uraian","unsur","DK","nilai","JmlFisik","NamaUser","TglInput","KMK",
"71","01-01-2017 00:00:00","SALDO AWAL","","","","02","00","001000000","","","","TANAMAN MENGHASILKAN","","D","74792139336","0","CLOSING","01-01-2017 00:00:00","01",
"71","01-01-2017 00:00:00","SALDO AWAL","","","","02","00","002000000","","","","TANAMAN BELUM MENGHASILKAN","","D","59136309802","0","CLOSING","01-01-2017 00:00:00","01",
"71","01-01-2017 00:00:00","SALDO AWAL","","","","02","00","002000000","","","","TANAMAN BELUM MENGHASILKAN","","K","25808983250","0","CLOSING","01-01-2017 00:00:00","01",
"71","01-01-2017 00:00:00","SALDO AWAL","","","","02","00","003010000","","","","KARYAWAN STAF","","D","291035499","0","CLOSING","01-01-2017 00:00:00","01",
"71","01-01-2017 00:00:00","SALDO AWAL","","","","02","00","003020000","","","","KARYAWAN NON STAF","","D","814011525","0","CLOSING","01-01-2017 00:00:00","01",
"71","01-01-2017 00:00:00","SALDO AWAL","","","","02","00","003020000","","","","KARYAWAN NON STAF","","K","88342050","0","CLOSING","01-01-2017 00:00:00","01",
"71","01-01-2017 00:00:00","SALDO AWAL","","","","02","00","003030000","","","","PESANGRAHAN","","D","296906641","0","CLOSING","01-01-2017 00:00:00","01",
"71","01-01-2017 00:00:00","SALDO AWAL","","","","02","00","003030000","","","","PESANGRAHAN","","K","15388923","0","CLOSING","01-01-2017 00:00:00","01",
"71","01-01-2017 00:00:00","SALDO AWAL","","","","02","00","003190000","","","","BANGUNAN RUMAH TINGGAL LAIN-LAIN","","D","313739280","0","CLOSING","01-01-2017 00:00:00","01",
"71","01-01-2017 00:00:00","SALDO AWAL","","","","02","00","004010000","","","","BANGUNAN PABRIK","","D","2859597972","0","CLOSING","01-01-2017 00:00:00","01",
"71","01-01-2017 00:00:00","SALDO AWAL","","","","02","00","004010000","","","","BANGUNAN PABRIK","","K","202455251","0","CLOSING","01-01-2017 00:00:00","01",
"71","01-01-2017 00:00:00","SALDO AWAL","","","","02","00","004020000","","","","GEDUNG KANTOR","","D","70118196","0","CLOSING","01-01-2017 00:00:00","01",
"71","01-01-2017 00:00:00","SALDO AWAL","","","","02","00","004030000","","","","BANGUNAN GUDANG","","D","26106794","0","CLOSING","01-01-2017 00:00:00","01",
"71","01-01-2017 00:00:00","SALDO AWAL","","","","02","00","004050000","","","","BANGUNAN GARASI","","D","6676350","0","CLOSING","01-01-2017 00:00:00","01",
"71","01-01-2017 00:00:00","SALDO AWAL","","","","02","00","004060000","","","","BANGUNAN INSTALASI","","D","225000000","0","CLOSING","01-01-2017 00:00:00","01",
"71","01-01-2017 00:00:00","SALDO AWAL","","","","02","00","004070000","","","","RUMAH SAKIT DAN POLIKLINIK","","D","2243430","0","CLOSING","01-01-2017 00:00:00","01",
"71","01-01-2017 00:00:00","SALDO AWAL","","","","02","00","004080000","","","","BANGUNAN SOSIAL","","D","19029105","0","CLOSING","01-01-2017 00:00:00","01",
"71","01-01-2017 00:00:00","SALDO AWAL","","","","02","00","004080000","","","","BANGUNAN SOSIAL","","K","8139329","0","CLOSING","01-01-2017 00:00:00","01",
"71","01-01-2017 00:00:00","SALDO AWAL","","","","02","00","004190000","","","","BANGUNAN LAIN-LAIN","","D","1426398292","0","CLOSING","01-01-2017 00:00:00","01",
"71","01-01-2017 00:00:00","SALDO AWAL","","","","02","00","004190000","","","","BANGUNAN LAIN-LAIN","","K","58570870","0","CLOSING","01-01-2017 00:00:00","01",
"71","01-01-2017 00:00:00","SALDO AWAL","","","","02","00","005010000","","","","MESIN DAN PERLENGKAPAN PABRIK","","D","1642969214","0","CLOSING","01-01-2017 00:00:00","01",
