"KodeUnit","KT","NoBuku","No_Ver","Tgl_Ver","NoInput","Tanggal","RekKB",
"18","BK","00003","MDR202007-V00003","29-07-2020 00:00:00","MDR202007-00003","29-07-2020 00:00:00","110000001",
"18","BK","00004","MDR202007-V00004","29-07-2020 00:00:00","MDR202007-00004","29-07-2020 00:00:00","110000001",
"18","KT","","KAS202007-V","01-01-1900 00:00:00","KAS202007-00001","29-07-2020 00:00:00","100000000",
"18","KK","","KAS202007-V","01-01-1900 00:00:00","KAS202007-00002","29-07-2020 00:00:00","100000000",
"18","KK","","KAS202007-V","01-01-1900 00:00:00","KAS202007-00003","29-07-2020 00:00:00","100000000",
"18","KK","","KAS202007-V","01-01-1900 00:00:00","KAS202007-00004","29-07-2020 00:00:00","100000000",
"18","KK","","KAS202007-V","01-01-1900 00:00:00","KAS202007-00005","29-07-2020 00:00:00","100000000",
"18","KK","","KAS202007-V","01-01-1900 00:00:00","KAS202007-00006","29-07-2020 00:00:00","100000000",
