"kodeunit","tanggal","unsur","kodeafd","kodebud","norek","netral","kodebarang","qtyBrg_RKAP","qtyBrg_PMK","klsKary","jmlHK_RKAP","jmlHsl_RKAP","jmlKary_RKAP","nilai_RKAP","jmlHK_PMK","jmlHsl_PMK","jmlKary_PMK","nilai_PMK","kodeblok","thntnm","HaJelajah_RKAP","HaJelajah_PMK","KMK",
"18","01-10-2017 00:00:00","LL","02","02","420020000","","","0","0","","0","0","0","0","0","0","0","0","","","0","0","01",
"18","01-10-2017 00:00:00","LL","02","02","421010000","","","0","0","","0","0","0","85105000","0","0","0","91379000","","","0","0","01",
"18","01-10-2017 00:00:00","LL","02","02","421050000","","","0","0","","0","0","0","0","0","0","0","0","","","0","0","01",
"18","01-10-2017 00:00:00","LL","02","02","422030000","","","0","0","","0","0","0","1486000","0","0","0","1511000","","","0","0","01",
"18","01-10-2017 00:00:00","LL","02","02","422040000","","","0","0","","0","0","0","53000","0","0","0","880000","","","0","0","01",
"18","01-10-2017 00:00:00","LL","02","02","422060000","","","0","0","","0","0","0","987000","0","0","0","0","","","0","0","01",
"18","01-10-2017 00:00:00","LL","02","02","423050000","","","0","0","","0","0","0","6787000","0","0","0","995000","","","0","0","01",
"18","01-10-2017 00:00:00","LL","02","02","424050200","","","0","0","","0","0","0","1108000","0","0","0","0","","","0","0","01",
"18","01-10-2017 00:00:00","LL","02","02","424070200","","","0","0","","0","0","0","0","0","0","0","0","","","0","0","01",
"18","01-10-2017 00:00:00","LL","02","02","424080300","","","0","0","","0","0","0","0","0","0","0","0","","","0","0","01",
"18","01-10-2017 00:00:00","LL","02","02","424090000","","","0","0","","0","0","0","0","0","0","0","0","","","0","0","01",
"18","01-10-2017 00:00:00","LL","02","02","425040000","","","0","0","","0","0","0","395000","0","0","0","653000","","","0","0","01",
"18","01-10-2017 00:00:00","LL","02","02","425050000","","","0","0","","0","0","0","0","0","0","0","0","","","0","0","01",
"18","01-10-2017 00:00:00","LL","02","02","426010000","","","0","0","","0","0","0","2700000","0","0","0","2556000","","","0","0","01",
"18","01-10-2017 00:00:00","LL","02","02","426020000","","","0","0","","0","0","0","900000","0","0","0","852000","","","0","0","01",
"18","01-10-2017 00:00:00","LL","02","02","426040000","","","0","0","","0","0","0","0","0","0","0","947000","","","0","0","01",
"18","01-10-2017 00:00:00","LL","02","02","426050000","","","0","0","","0","0","0","135000","0","0","0","0","","","0","0","01",
"18","01-10-2017 00:00:00","LL","02","02","426060000","","","0","0","","0","0","0","1350000","0","0","0","271000","","","0","0","01",
"18","01-10-2017 00:00:00","LL","02","02","426080000","","","0","0","","0","0","0","3300000","0","0","0","1081000","","","0","0","01",
"18","01-10-2017 00:00:00","LL","02","02","426090000","","","0","0","","0","0","0","5260000","0","0","0","710000","","","0","0","01",
"18","01-10-2017 00:00:00","LL","02","02","426100000","","","0","0","","0","0","0","675000","0","0","0","0","","","0","0","01",
"18","01-10-2017 00:00:00","LL","02","02","426110000","","","0","0","","0","0","0","0","0","0","0","2603000","","","0","0","01",
"18","01-10-2017 00:00:00","LL","02","02","426120000","","","0","0","","0","0","0","450000","0","0","0","95000","","","0","0","01",
"18","01-10-2017 00:00:00","LL","02","02","490000100","0200","","0","0","","0","0","0","31043000","0","0","0","30515000","","","0","0","01",
"18","01-10-2017 00:00:00","LL","02","02","490000200","0200","","0","0","","0","0","0","27317000","0","0","0","23764000","","","0","0","01",
"18","01-10-2017 00:00:00","LL","02","02","600000215","0200","","0","0","","0","0","0","411000","0","0","0","411000","","","0","0","01",
"18","01-10-2017 00:00:00","LL","10","02","602140100","0200","","0","0","","0","0","0","22717000","0","0","0","8105000","","","0","0","01",
"18","01-10-2017 00:00:00","LL","10","02","601071900","0200","","0","0","","0","0","0","8483000","0","0","0","8483000","","","0","0","01",
"18","01-10-2017 00:00:00","LL","12","02","602140100","0200","","0","0","","0","0","0","27393000","0","0","0","11222000","","","0","0","01",
"18","01-10-2017 00:00:00","LL","13","02","602140100","0200","","0","0","","0","0","0","32297000","0","0","0","13688000","","","0","0","01",
"18","01-10-2017 00:00:00","LL","13","02","601071900","0200","","0","0","","0","0","0","0","0","0","0","0","","","0","0","01",
"18","01-10-2017 00:00:00","LL","13","02","608080100","0200","","0","0","","0","0","0","0","0","0","0","0","","","0","0","01",
"18","01-10-2017 00:00:00","LL","20","02","603110101","0200","","0","0","","0","0","0","21944000","0","0","0","11331000","","","0","0","01",
"18","01-10-2017 00:00:00","LL","20","02","603110201","0200","","0","0","","0","0","0","72721000","0","0","0","79961000","","","0","0","01",
"18","01-10-2017 00:00:00","LL","20","02","603110400","0200","","0","0","","0","0","0","1198000","0","0","0","1743000","","","0","0","01",
"18","01-10-2017 00:00:00","LL","20","02","603190101","0200","","0","0","","0","0","0","2241000","0","0","0","2241000","","","0","0","01",
"18","01-10-2017 00:00:00","LL","20","02","603190115","0200","","0","0","","0","0","0","3736000","0","0","0","3736000","","","0","0","01",
"18","01-10-2017 00:00:00","LL","20","02","603190215","0200","","0","0","","0","0","0","210000","0","0","0","437000","","","0","0","01",
"18","01-10-2017 00:00:00","LL","20","02","605190115","0200","","0","0","","0","0","0","266000","0","0","0","266000","","","0","0","01",
"18","01-10-2017 00:00:00","LL","20","02","608020000","0200","","0","0","","0","0","0","385902000","0","0","0","376254000","","","0","0","01",
"18","01-10-2017 00:00:00","LL","30","02","604190101","0200","","0","0","","0","0","0","764000","0","0","0","764000","","","0","0","01",
"18","01-10-2017 00:00:00","LL","30","02","604190115","0200","","0","0","","0","0","0","2093000","0","0","0","2093000","","","0","0","01",
"18","01-10-2017 00:00:00","LL","02","02","420000000","","","0","0","","0","0","0","95000","0","0","0","0","","","0","0","01",
"18","01-10-2017 00:00:00","GU","02","02","413010100","","","0","0","","0","0","0","0","0","0","0","0","","","0","0","01",
"18","01-10-2017 00:00:00","GU","02","02","414020100","","","0","0","","0","0","0","0","0","0","0","0","","","0","0","01",
"18","01-10-2017 00:00:00","GU","02","02","414020100","","","0","0","","0","0","0","0","0","0","0","0","","","0","0","01",
"18","01-10-2017 00:00:00","GU","02","02","414020100","","","0","0","","0","0","0","0","0","0","0","0","","","0","0","01",
"18","01-10-2017 00:00:00","GU","02","02","414080100","","","0","0","","0","0","0","0","0","0","0","0","","","0","0","01",
"18","01-10-2017 00:00:00","GU","02","02","414080100","","","0","0","","0","0","0","0","0","0","0","0","","","0","0","01",
"18","01-10-2017 00:00:00","GU","02","02","414080100","","","0","0","","0","0","0","0","0","0","0","0","","","0","0","01",
"18","01-10-2017 00:00:00","GU","02","02","423010000","","","0","0","","0","0","0","0","0","0","0","0","","","0","0","01",
"18","01-10-2017 00:00:00","GU","02","02","423010000","","","0","0","","0","0","0","0","0","0","0","0","","","0","0","01",
"18","01-10-2017 00:00:00","GU","02","02","423010000","","","0","0","","0","0","0","22851000","0","0","0","26976000","","","0","0","01",
"18","01-10-2017 00:00:00","GU","02","02","423020000","","","0","0","","0","0","0","998000","0","0","0","4577000","","","0","0","01",
"18","01-10-2017 00:00:00","GU","02","02","423020000","","","0","0","","0","0","0","0","0","0","0","0","","","0","0","01",
