"kodeunit","tanggal","unsur","kodeafd","kodebud","norek","netral","kodebarang","qtyBrg_RKAP","qtyBrg_PMK","klsKary","jmlHK_RKAP","jmlHsl_RKAP","jmlKary_RKAP","nilai_RKAP","jmlHK_PMK","jmlHsl_PMK","jmlKary_PMK","nilai_PMK","kodeblok","thntnm","HaJelajah_RKAP","HaJelajah_PMK","KMK",
"50","01-01-2018 00:00:00","BB","02","00","604022504","0000","","0","0","","0","0","0","4000000","0","0","0","0","","","0","0","01",
"50","01-01-2018 00:00:00","BB","02","00","605040000","0000","","0","0","","0","0","0","4545000","0","0","0","0","","","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","601010100","0000","","0","0","","0","0","0","5884000","0","0","0","0","","","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","601030100","0000","","0","0","","0","0","0","7939000","0","0","0","0","","","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","601050104","0000","","0","0","","0","0","0","0","0","0","0","0","","","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","601050200","0000","","0","0","","0","0","0","1876000","0","0","0","0","","","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","601060100","0000","","0","0","","0","0","0","0","0","0","0","0","","","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","601070100","0000","","0","0","","0","0","0","0","0","0","0","0","","","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","601080107","0000","","0","0","","0","0","0","0","0","0","0","0","","","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","601090904","0000","","0","0","","0","0","0","1757000","0","0","0","0","","","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","602010000","0000","","0","0","","0","0","0","18892000","0","0","0","0","","","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","602030100","0000","","0","0","","93","1000","3","0","0","0","0","0","0011","1993","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","602030100","0000","","0","0","","248","2200","8","0","0","0","0","0","0010","1996","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","602030100","0000","","0","0","","93","800","3","0","0","0","0","0","0009","1997","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","602030100","0000","","0","0","","186","1600","6","0","0","0","0","0","0012","1997","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","602030100","0000","","0","0","","341","1769","11","20085000","0","0","0","0","0006","2001","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","602030100","0000","","0","0","","403","2091","13","23737000","0","0","0","0","0013","2001","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","602030100","0000","","0","0","","155","1214","5","13786000","0","0","0","0","0001","1986","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","602030100","0000","","0","0","","62","486","2","5514000","0","0","0","0","0003","1987","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","602030100","0000","","0","0","","217","2154","7","24453000","0","0","0","0","0005","2010","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","602030100","0000","","0","0","","186","1846","6","20959000","0","0","0","0","0004","2010","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","602030200","0000","","0","0","","217","1495","7","16978000","0","0","0","0","0007","2011","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","602030200","0000","","0","0","","186","1282","6","14552000","0","0","0","0","0008","2011","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","602030200","0000","","0","0","","124","855","4","9702000","0","0","0","0","0018","2011","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","602030200","0000","","0","0","","155","1068","5","12127000","0","0","0","0","0019","2011","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","602030200","0000","","0","0","","124","845","4","9588000","0","0","0","0","0020","2012","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","602030200","0000","","0","0","","62","422","2","4793000","0","0","0","0","0021","2012","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","602030200","0000","","0","0","","93","633","3","7190000","0","0","0","0","0022","2012","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","602060100","0000","","0","0","","0","0","0","233000","0","0","0","0","","","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","602060100","0000","","0","0","","0","0","0","290000","0","0","0","0","","","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","602060100","0000","","0","0","","0","0","0","153000","0","0","0","0","","","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","602060100","0000","","0","0","","0","0","0","273000","0","0","0","0","","","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","602060100","0000","","0","0","","0","0","0","360000","0","0","0","0","","","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","602060100","0000","","0","0","","0","0","0","463000","0","0","0","0","","","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","602060100","0000","","0","0","","0","0","0","210000","0","0","0","0","","","0","0","01",
"50","01-01-2018 00:00:00","GU","10","00","602060100","0000","","0","0","","0","0","0","65000","0","0","0","0","","","0","0","01",
