"kodeunit","tanggal","nourut","noinput","kelompok","noaktiva","noaktivab","tarifpct","nmaktiva","kdafd","kdbud","norek","norekl","tglbeli","nobukti","tglbukti","leveransir","jmlunit","jmlunit1","satuan","nilaiperolehan","nilaipenyusutan","nilaipenyusutan_thl","nilaipenyusutan_sbl","nilaikoreksipenyusutan","kelompokaset","thntnm","statedit",
"50","01-01-2018 00:00:00","001","KTM201801-00001","001","5000200003","5000100020","0","TM TAHUN TANAM 2012","10","00","002000000","001000000","31-12-2012 00:00:00","","01-01-1900 00:00:00","","66,51","0","Hektare","7099424229","0","0","0","0","04","2012","False",
"50","01-01-2018 00:00:00","002","KTM201801-00001","001","5000200003","5000100021","0","TM TAHUN TANAM 2012","10","00","002000000","001000000","31-12-2012 00:00:00","","01-01-1900 00:00:00","","56,25","0","Hektare","6004249178","0","0","0","0","04","2012","False",
