"KodeUnit","KT","Inisial","NoInput","Tanggal","Nama","Alamat","Ket","RekKB","NoUrut","KdBud","kdAfd","Norek","Netral","Kdblok","Uraian","Nilai","Jml_Fisik","KdArus","TglKom","namauser","thntnm","KMK",
"50","KT","KAS","SALDO AWAL","01-01-2018 00:00:00","KAS","","","100000000","001","","","","","","","11712060","0","","08-01-2018 08:17:15","TUTUP_BUKU","","01",
"50","KT","KAS","SALDO AWAL","01-01-2018 00:00:00","KAS","","","100000000","001","","","","","","","-11639660","0","","08-01-2018 08:17:15","TUTUP_BUKU","","02",
"50","KT","BRI","SALDO AWAL","01-01-2018 00:00:00","BANK BRI","","","110000002","001","","","","","","","1295182","0","","08-01-2018 08:17:15","TUTUP_BUKU","","01",
"50","KT","BRI","SALDO AWAL","01-01-2018 00:00:00","BANK BRI","","","110000002","001","","","","","","","-26649","0","","08-01-2018 08:17:15","TUTUP_BUKU","","02",
