"KodeUnit","tanggal","NoInput","NoBukti","Keterangan","NoUrut","kodeafd","kodebud","norek","netral","kdblok","thntnm","uraian","unsur","DK","nilai","JmlFisik","NamaUser","TglInput","KMK",
"50","01-01-2018 00:00:00","SALDO AWAL","","","","10","00","168010000","","","","","G","K","2488717","0","CLOSING","08-01-2018 08:25:32","01",
"50","01-01-2018 00:00:00","SALDO AWAL","","","","02","00","150000100","","","","","L","K","620362050","0","CLOSING","08-01-2018 08:25:32","01",
"50","01-01-2018 00:00:00","SALDO AWAL","","","","02","00","150000100","","","","","B","K","54450000","0","CLOSING","08-01-2018 08:25:32","01",
"50","01-01-2018 00:00:00","SALDO AWAL","","","","02","00","150080147","","","","","L","K","281497945","0","CLOSING","08-01-2018 08:25:32","01",
"50","01-01-2018 00:00:00","SALDO AWAL","","","","02","00","150080147","","","","","B","K","2322650","0","CLOSING","08-01-2018 08:25:32","01",
"50","01-01-2018 00:00:00","SALDO AWAL","","","","02","00","150080161","","","","","L","K","37884000","0","CLOSING","08-01-2018 08:25:32","01",
"50","01-01-2018 00:00:00","SALDO AWAL","","","","02","00","150120251","","","","","L","K","15757500","0","CLOSING","08-01-2018 08:25:32","01",
"50","01-01-2018 00:00:00","SALDO AWAL","","","","02","00","150120536","","","","","L","K","29656055","0","CLOSING","08-01-2018 08:25:32","01",
"50","01-01-2018 00:00:00","SALDO AWAL","","","","02","00","150120536","","","","","B","K","24147145","0","CLOSING","08-01-2018 08:25:32","01",
"50","01-01-2018 00:00:00","SALDO AWAL","","","","02","00","150120580","","","","","L","K","8827500","0","CLOSING","08-01-2018 08:25:32","01",
"50","01-01-2018 00:00:00","SALDO AWAL","","","","02","00","150120611","","","","","L","K","5049000","0","CLOSING","08-01-2018 08:25:32","01",
"50","01-01-2018 00:00:00","SALDO AWAL","","","","02","00","151060000","","","","","L","K","86500","0","CLOSING","08-01-2018 08:25:32","01",
"50","01-01-2018 00:00:00","SALDO AWAL","","","","02","00","160000000","","","","","L","K","32871","0","CLOSING","08-01-2018 08:25:32","01",
"50","01-01-2018 00:00:00","SALDO AWAL","","","","02","00","161010000","","","","","L","D","70944475","0","CLOSING","08-01-2018 08:25:32","01",
"50","01-01-2018 00:00:00","SALDO AWAL","","","","02","00","161010000","","","","","B","D","7356345","0","CLOSING","08-01-2018 08:25:32","01",
"50","01-01-2018 00:00:00","SALDO AWAL","","","","02","00","168020000","","","","","L","K","253556","0","CLOSING","08-01-2018 08:25:32","01",
"50","01-01-2018 00:00:00","SALDO AWAL","","","","02","00","168070000","","","","","L","K","121237","0","CLOSING","08-01-2018 08:25:32","01",
"50","01-01-2018 00:00:00","SALDO AWAL","","","","02","00","168090000","","","","","L","K","116310","0","CLOSING","08-01-2018 08:25:32","01",
"50","01-01-2018 00:00:00","SALDO AWAL","","","","02","00","196190000","","","","","L","K","273998451","0","CLOSING","08-01-2018 08:25:32","01",
"50","01-01-2018 00:00:00","SALDO AWAL","","","","02","00","196240000","","","","","L","K","1020818178","0","CLOSING","08-01-2018 08:25:32","01",
"50","01-01-2018 00:00:00","SALDO AWAL","","","","02","00","196240000","","","","","B","K","105437400","0","CLOSING","08-01-2018 08:25:32","01",
"50","01-01-2018 00:00:00","SALDO AWAL","","","","02","00","300010000","","","","","L","D","1613917678","0","CLOSING","08-01-2018 08:25:32","01",
"50","01-01-2018 00:00:00","SALDO AWAL","","","","02","00","300010000","","","","","B","D","148937400","0","CLOSING","08-01-2018 08:25:32","01",
