"kodeunit","tanggal","unsur","kodeafd","kodebud","norek","netral","kodebarang","qtyBrg_RKAP","qtyBrg_PMK","klsKary","jmlHK_RKAP","jmlHsl_RKAP","jmlKary_RKAP","nilai_RKAP","jmlHK_PMK","jmlHsl_PMK","jmlKary_PMK","nilai_PMK","kodeblok","thntnm","HaJelajah_RKAP","HaJelajah_PMK","KMK",
"12","01-01-2018 00:00:00","LL","02","02","421050000","0200","","0","0","","0","0","0","750000","0","0","0","750000","","","0","0","01",
"12","01-01-2018 00:00:00","LL","02","02","422020000","0200","","0","0","","0","0","0","232000","0","0","0","232000","","","0","0","01",
"12","01-01-2018 00:00:00","LL","02","02","422030000","0200","","0","0","","0","0","0","865000","0","0","0","865000","","","0","0","01",
"12","01-01-2018 00:00:00","LL","02","02","422040000","0200","","0","0","","0","0","0","56000","0","0","0","56000","","","0","0","01",
"12","01-01-2018 00:00:00","LL","02","02","422060000","0200","","0","0","","0","0","0","1023000","0","0","0","1023000","","","0","0","01",
"12","01-01-2018 00:00:00","LL","02","02","423050000","0200","","0","0","","0","0","0","4250000","0","0","0","0","","","0","0","01",
"12","01-01-2018 00:00:00","LL","02","02","426010000","0200","","0","0","","0","0","0","3000000","0","0","0","0","","","0","0","01",
"12","01-01-2018 00:00:00","LL","02","02","426020000","0200","","0","0","","0","0","0","750000","0","0","0","750000","","","0","0","01",
"12","01-01-2018 00:00:00","LL","02","02","426040000","0200","","0","0","","0","0","0","1000000","0","0","0","500000","","","0","0","01",
"12","01-01-2018 00:00:00","LL","02","02","426060000","0200","","0","0","","0","0","0","1000000","0","0","0","1500000","","","0","0","01",
"12","01-01-2018 00:00:00","LL","02","02","426080000","0200","","0","0","","0","0","0","1000000","0","0","0","1000000","","","0","0","01",
"12","01-01-2018 00:00:00","LL","02","02","426090000","0200","","0","0","","0","0","0","500000","0","0","0","500000","","","0","0","01",
"12","01-01-2018 00:00:00","LL","02","02","426100000","0200","","0","0","","0","0","0","1000000","0","0","0","1000000","","","0","0","01",
"12","01-01-2018 00:00:00","LL","02","02","426120000","0200","","0","0","","0","0","0","500000","0","0","0","500000","","","0","0","01",
"12","01-01-2018 00:00:00","GU","30","02","412010100","0200","","0","0","D","0","0","0","4711000","0","0","0","5500000","","","0","0","01",
"12","01-01-2018 00:00:00","GU","02","02","400010000","0200","","0","0","A","0","0","0","15818000","0","0","0","19380000","","","0","0","01",
"12","01-01-2018 00:00:00","GU","02","02","401010000","0200","","0","0","B","0","0","0","45546000","0","0","0","46573000","","","0","0","01",
