"KodeUnit","tanggal","waktu","noinput","nobuku","tglfaktur","nofaktur","nama","alamat","KodeAfdeling","KodeBudidaya","nourut","kodebarang","qtyminta","qty","ppn","status","nilai","norek","netral","jml_fisik","kdblok","keterangan","Penjelasan","tglkom","namauser","thntnm","KMK",
"23","05-04-2017 00:00:00","10:41:29","A58201704-00049","A58201704-V00049","05-04-2017 00:00:00","","TER VI","","17","31","001","01200662","50","50","False","","827445,086705202","605040000","3113","0","","","","05-04-2017 00:00:00","andri","","01",
"23","05-04-2017 00:00:00","10:37:52","A58201704-00040","A58201704-V00040","05-04-2017 00:00:00","","TER I","","10","02","001","00301007","6","6","False","","52718,769485161","601080200","1981","0","1006","","","05-04-2017 00:00:00","andri","","01",
"23","05-04-2017 00:00:00","10:41:29","A58201704-00049","A58201704-V00049","05-04-2017 00:00:00","","TER VI","","17","31","002","01200663","50","50","False","","86252,2522522522","605040000","3113","0","","","","05-04-2017 00:00:00","andri","","01",
"23","05-04-2017 00:00:00","10:42:01","A58201704-00050","A58201704-V00050","05-04-2017 00:00:00","","TER VI","","17","31","001","00202726","0,2","0,2","False","","97400","605040000","3113","0","","","","05-04-2017 00:00:00","andri","","01",
"23","05-04-2017 00:00:00","17:41:03","A58201704-00055","A58201704-V00055","05-04-2017 00:00:00","","TEKNIK","","30","02","001","00301002","35","35","False","","318056,966101695","200030000","D833PN","0","","","","05-04-2017 00:00:00","andri","","01",
"23","05-04-2017 00:00:00","17:41:03","A58201704-00055","A58201704-V00055","05-04-2017 00:00:00","","TEKNIK","","30","02","002","00301002","30","30","False","","272620,256658596","200030000","D1109AAF","0","","","","05-04-2017 00:00:00","andri","","01",
"23","05-04-2017 00:00:00","17:41:03","A58201704-00055","A58201704-V00055","05-04-2017 00:00:00","","TEKNIK","","30","02","003","00301002","25","25","False","","227183,547215496","200030000","D1513CW","0","","","","05-04-2017 00:00:00","andri","","01",
"23","05-04-2017 00:00:00","17:41:03","A58201704-00055","A58201704-V00055","05-04-2017 00:00:00","","TEKNIK","","30","02","004","00301002","30","30","False","","272620,256658596","200030000","D8112DQ","0","","","","05-04-2017 00:00:00","andri","","01",
"23","05-04-2017 00:00:00","17:41:03","A58201704-00055","A58201704-V00055","05-04-2017 00:00:00","","TEKNIK","","30","02","005","00301002","40","40","False","","363493,675544794","201030000","D8373DI","0","","","","05-04-2017 00:00:00","andri","","01",
"23","05-04-2017 00:00:00","10:22:31","A58201704-00092","A58201704-V00092","05-04-2017 00:00:00","","PENGOLAHAN","","20","02","001","00301034","15","15","False","","2635329,45095949","603100300","0200","0","","","","10-04-2017 00:00:00","andri","","01",
