"kodeunit","tanggal","tanggal1","waktu","nourut","kodebln","kodetrans","kodemerk","kodemerk1","kodebud","kodeJenisOlah","kodeasal","kodekemasan","kodegrade","namagrade","kodegrade1","namagrade1","kodekbn","kodeafd","kodevar","thchop","nochop","nopol","pengemudi","norek","kodeterima","kodeLE","nosc","kodepembeli","sack","JmlKg1","JmlKg2","Tarra","rbi","pbi","bbm","pct","pakang","nospa","tglspa","kodeangkutan","kodegudang","nottp","noppt","uraian","inisial","ED","QR","tglinput","userID","BBM1","UTZ","KodeBlok","ThnTnm","BahanOlah","MC","CC","Tinggi","JmlKantong",
"43","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","001","SBL","Hersortasi","430","","02","0200","01","","27","BOPF","","","430","","","","","","","","","","","","0","-4923","0","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","0","","","","","","","","",
"43","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","001","SBL","Pengiriman","430","","02","0200","08","07","25","PF II","","","","","","2017","384","F 9131 WA","ABDURAHMAN","","","E","","020032","20","1100","1114","0","0","0","0","0","0","43-11-110/2017","01-01-1900 00:00:00","30","06","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","0","","","","","","","","",
"43","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","001","SBL","RKAP Kering","430","","02","0200","01","","28","BOP","","","430","","","","","","","","","","","","0","0","0","0","442815","435033","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","0","","","","","","","","",
"43","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","002","SBL","Pengiriman","430","","02","0200","08","07","12","PF","","","","","","2016","424","F 9187 WB","ASEP","","","L","","020014","40","2160","2188","28","0","0","0","0","0","16","01-01-1900 00:00:00","20","00","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","0","","","","","","","","",
"43","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","013","SBL","RKAP Kering","430","","02","0200","01","","205","PLUFF","","","430","","","","","","","","","","","","0","0","0","0","2439","3358","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","0","","","","","","","","",
"43","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","015","SBL","Pengiriman","430","","02","0200","08","07","28","BOP","","","","","","2017","208","F.9035.WA","ASEP","","","L","","020032","20","1000","1014","0","0","0","0","0","0","62","01-01-1900 00:00:00","20","00","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","0","","","","","","","","",
"43","01-01-2018 00:00:00","16-12-2016 00:00:00","00:00:00","233","SBL","Pengepakan","430","","02","0200","01","42","1107","BM","","","430","","","2016","131","","","","","","","","50","2000","2010","10","0","0","0","0","0","","17-03-2017 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","0","","","","","","","","",
"43","01-01-2018 00:00:00","08-04-2017 00:00:00","00:00:00","024","SBL","Sortasi","430","","02","0200","02","","1110","PW DUST","","","441","","","","","","","","","","","","0","45","5150","0","0","0","8","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2661","","","","","","","","",
"43","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","002","SBL","Pengiriman","430","","02","0200","08","07","25","PF II","","","","","","2017","50","F 9187 WB","ASEP","","","L","","020014","20","1100","1114","14","0","0","0","0","0","16","01-01-1900 00:00:00","20","00","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","0","","","","","","","","",
"43","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","002","SBL","Pengiriman","430","","02","0200","08","42","1107","BM","","","","","","2016","98","F 9055 WB","ASEP","","","L","","020014","50","2000","2010","10","0","0","0","0","0","20","01-01-1900 00:00:00","20","00","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","0","","","","","","","","",
"43","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","003","SBL","Pengiriman","430","","02","0200","08","07","25","PF II","","","","","","2017","160","F 9855 WA","ASEP","","","L","","020032","20","1100","1114","0","0","0","0","0","0","56","01-01-1900 00:00:00","20","00","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","0","","","","","","","","",
"43","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","004","SBL","Pengiriman","430","","02","0200","08","42","1107","BM","","","","","","2017","69","F 9866 WA","ASEP","","","L","","020032","50","2000","2010","0","0","0","0","0","0","54","01-01-1900 00:00:00","20","00","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","0","","","","","","","","",
"43","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","006","SBL","Pengiriman","430","","02","0200","08","07","8","BP","","","","","","2017","417","F 9120 WA","INONG","","","E","","020028","20","1260","1274","0","0","0","0","0","0","43-11-107/2017","22-11-2017 00:00:00","30","06","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","0","","","","","","","","",
"43","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","007","SBL","Pengiriman","430","","02","0200","08","07","25","PF II","","","","","","2017","173","F 9855 WA","ASEP","","","L","","020032","20","1100","1114","0","0","0","0","0","0","56","01-01-1900 00:00:00","20","00","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","0","","","","","","","","",
"43","01-01-2018 00:00:00","01-01-1900 00:00:00","00:00:00","012","SBL","Pengiriman","430","","02","0200","08","07","28","BOP","","","","","","2017","213","F 9855 WA","ASEP","","","L","","020032","20","1000","1014","0","0","0","0","0","0","67","01-01-1900 00:00:00","20","00","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","0","","","","","","","","",
"43","01-01-2018 00:00:00","31-08-2016 00:00:00","00:00:00","064","SBL","Pengepakan","430","","02","0200","01","07","12","PF","","","430","","","2016","298","","","","","","","","40","2160","2188","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","0","","","","","","","","",
"43","01-01-2018 00:00:00","05-12-2016 00:00:00","00:00:00","076","SBL","Pengepakan","430","","02","0200","01","07","25","PF II","","","430","","","2016","405","","","","","","","","20","1100","1114","14","0","0","0","0","0","","17-03-2017 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","0","","","","","","","","",
"43","01-01-2018 00:00:00","24-01-2017 00:00:00","00:00:00","057","SBL","Pengiriman","430","","02","0200","08","07","8","BP","","","430","","","2016","285","","","","","L","","020047","0","1260","0","0","0","0","0","0","0","","17-03-2017 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","0","","","","","","","","",
"43","01-01-2018 00:00:00","27-02-2017 00:00:00","00:00:00","018","SBL","Pengepakan","430","","02","0200","01","07","23","FANN II","","","430","","","2017","79","","","","","","","","40","2200","2228","28","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","0","","","","","","","","",
"43","01-01-2018 00:00:00","02-04-2017 00:00:00","00:00:00","008","SBL","Sortasi","430","","02","0200","01","","41","DUST II","","","430","","","","","","","","","","","","0","100","4895","0","0","0","16","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","1720","","","","","","","","",
"43","01-01-2018 00:00:00","06-04-2017 00:00:00","00:00:00","008","SBL","Sortasi","430","","02","0200","01","","16","DUST III","","","430","","","","","","","","","","","","0","200","5704","0","0","0","15","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2520","","","","","","","","",
"43","01-01-2018 00:00:00","07-04-2017 00:00:00","00:00:00","008","SBL","Sortasi","430","","02","0200","01","","16","DUST III","","","430","","","","","","","","","","","","0","182","4130","0","0","0","11","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2758","","","","","","","","",
"43","01-01-2018 00:00:00","13-04-2017 00:00:00","00:00:00","001","SBL","Sortasi","430","","02","0200","01","","28","BOP","","","430","","","","","","","","","","","","0","147","4491","0","0","0","13","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2800","","","","","","","","",
"43","01-01-2018 00:00:00","16-04-2017 00:00:00","00:00:00","024","SBL","Sortasi","430","","02","0200","02","","205","PLUFF","","","441","","","","","","","","","","","","0","34","5100","0","0","0","15","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2638","","","","","","","","",
"43","01-01-2018 00:00:00","22-04-2017 00:00:00","00:00:00","026","SBL","Sortasi","430","","02","0200","02","","205","PLUFF","","","441","","","","","","","","","","","","0","12","5379","0","0","0","7","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2000","","","","","","","","",
"43","01-01-2018 00:00:00","28-04-2017 00:00:00","00:00:00","001","SBL","Sortasi","430","","02","0200","01","","1107","BM","","","430","","","","","","","","","","","","0","2809","5220","0","0","0","18","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2105","","","","","","","","",
"43","01-01-2018 00:00:00","06-05-2017 00:00:00","00:00:00","012","SBL","Sortasi","430","","02","0200","01","","205","PLUFF","","","430","","","","","","","","","","","","0","29","3880","0","0","0","22","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2075","","","","","","","","",
"43","01-01-2018 00:00:00","10-05-2017 00:00:00","00:00:00","012","SBL","Sortasi","430","","02","0200","02","","28","BOP","","","441","","","","","","","","","","","","0","61","3876","0","0","0","16","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","1920","","","","","","","","",
"43","01-01-2018 00:00:00","15-05-2017 00:00:00","00:00:00","002","SBL","Pengiriman","430","","02","0200","08","07","41","DUST II","","","","","","2017","130","F.9120.WB","ASEP","","","L","","020014","20","1200","1214","14","0","0","0","0","0","20","01-01-1900 00:00:00","20","00","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","0","","","","","","","","",
"43","01-01-2018 00:00:00","18-05-2017 00:00:00","00:00:00","013","SBL","Sortasi","430","","02","0200","02","","27","BOPF","","","441","","","","","","","","","","","","0","37","4582","0","0","0","24","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2130","","","","","","","","",
"43","01-01-2018 00:00:00","22-05-2017 00:00:00","00:00:00","006","SBL","Sortasi","430","","02","0200","01","","25","PF II","","","430","","","","","","","","","","","","0","71","4508","0","0","0","13","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","1850","","","","","","","","",
"43","01-01-2018 00:00:00","25-05-2017 00:00:00","00:00:00","005","SBL","Sortasi","430","","02","0200","01","","8","BP","","","430","","","","","","","","","","","","0","252","6731","0","0","0","20","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2925","","","","","","","","",
"43","01-01-2018 00:00:00","29-05-2017 00:00:00","00:00:00","017","SBL","Sortasi","430","","02","0200","02","","8","BP","","","441","","","","","","","","","","","","0","6","4893","0","0","0","15","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","1925","","","","","","","","",
"43","01-01-2018 00:00:00","03-06-2017 00:00:00","00:00:00","011","SBL","Sortasi","430","","02","0200","01","","1107","BM","","","430","","","","","","","","","","","","0","448","3324","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2400","","","","","","","","",
"43","01-01-2018 00:00:00","07-06-2017 00:00:00","00:00:00","005","SBL","Sortasi","430","","02","0200","01","","8","BP","","","430","","","","","","","","","","","","0","92","3442","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2730","","","","","","","","",
"43","01-01-2018 00:00:00","10-06-2017 00:00:00","00:00:00","030","SBL","Sortasi","430","","02","0200","02","","25","PF II","","","681","","","","","","","","","","","","0","12","4958","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2370","","","","","","","","",
"43","01-01-2018 00:00:00","12-06-2017 00:00:00","00:00:00","036","SBL","Sortasi","430","","02","0200","02","","205","PLUFF","","","681","","","","","","","","","","","","0","14","4622","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2700","","","","","","","","",
"43","01-01-2018 00:00:00","16-06-2017 00:00:00","00:00:00","021","SBL","Sortasi","430","","02","0200","02","","23","FANN II","","","441","","","","","","","","","","","","0","200","3671","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2700","","","","","","","","",
"43","01-01-2018 00:00:00","21-06-2017 00:00:00","00:00:00","012","SBL","Sortasi","430","","02","0200","01","","205","PLUFF","","","430","","","","","","","","","","","","0","57","4229","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","3095","","","","","","","","",
"43","01-01-2018 00:00:00","22-06-2017 00:00:00","00:00:00","012","SBL","Sortasi","430","","02","0200","01","","205","PLUFF","","","430","","","","","","","","","","","","0","29","3026","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","3045","","","","","","","","",
"43","01-01-2018 00:00:00","07-07-2017 00:00:00","00:00:00","003","SBL","Sortasi","430","","02","0200","01","","12","PF","","","430","","","","","","","","","","","","0","889","4368","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2510","","","","","","","","",
"43","01-01-2018 00:00:00","10-07-2017 00:00:00","00:00:00","031","SBL","Sortasi","430","","02","0200","02","","41","DUST II","","","681","","","","","","","","","","","","0","17","5631","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2500","","","","","","","","",
"43","01-01-2018 00:00:00","14-07-2017 00:00:00","00:00:00","001","SBL","Sortasi","430","","02","0200","01","","28","BOP","","","430","","","","","","","","","","","","0","176","4138","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","3120","","","","","","","","",
"43","01-01-2018 00:00:00","18-07-2017 00:00:00","00:00:00","022","SBL","Sortasi","430","","02","0200","02","","1110","PW DUST","","","441","","","","","","","","","","","","0","18","3744","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","3420","","","","","","","","",
"43","01-01-2018 00:00:00","22-07-2017 00:00:00","00:00:00","019","SBL","Sortasi","430","","02","0200","02","","41","DUST II","","","441","","","","","","","","","","","","0","13","3656","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","3590","","","","","","","","",
