"kodeunit","tanggal","tanggal1","waktu","nourut","kodebln","kodetrans","kodemerk","kodemerk1","kodebud","kodeJenisOlah","kodeasal","kodekemasan","kodegrade","namagrade","kodegrade1","namagrade1","kodekbn","kodeafd","kodevar","thchop","nochop","nopol","pengemudi","norek","kodeterima","kodeLE","nosc","kodepembeli","sack","JmlKg1","JmlKg2","Tarra","rbi","pbi","bbm","pct","pakang","nospa","tglspa","kodeangkutan","kodegudang","nottp","noppt","uraian","inisial","ED","QR","tglinput","userID","BBM1","UTZ","KodeBlok","ThnTnm","BahanOlah","MC","CC","Tinggi","JmlKantong",
"43","01-01-2018 00:00:00","25-07-2017 00:00:00","00:00:00","014","SBL","Sortasi","430","","02","0200","02","","27","BOPF","","","441","","","","","","","","","","","","0","70","2838","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2710","","","","","","","","",
"43","01-01-2018 00:00:00","29-07-2017 00:00:00","00:00:00","022","SBL","Sortasi","430","","02","0200","02","","1110","PW DUST","","","441","","","","","","","","","","","","0","0","3247","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2800","","","","","","","","",
"43","01-01-2018 00:00:00","30-07-2017 00:00:00","00:00:00","024","SBL","Sortasi","430","","02","0200","02","","205","PLUFF","","","441","","","","","","","","","","","","0","0","2378","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","1760","","","","","","","","",
"43","01-01-2018 00:00:00","04-08-2017 00:00:00","00:00:00","019","SBL","Sortasi","430","","02","0200","02","","41","DUST II","","","441","","","","","","","","","","","","0","14","2931","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","1945","","","","","","","","",
"43","01-01-2018 00:00:00","09-08-2017 00:00:00","00:00:00","012","SBL","Sortasi","430","","02","0200","01","","205","PLUFF","","","430","","","","","","","","","","","","0","6","3156","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2600","","","","","","","","",
"43","01-01-2018 00:00:00","13-08-2017 00:00:00","00:00:00","021","SBL","Sortasi","430","","02","0200","02","","23","FANN II","","","441","","","","","","","","","","","","0","222","3042","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","1990","","","","","","","","",
"43","01-01-2018 00:00:00","09-08-2017 00:00:00","00:00:00","013","SBL","Sortasi","430","","02","0200","02","","28","BOP","","","441","","","","","","","","","","","","0","44","3156","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2600","","","","","","","","",
"43","01-01-2018 00:00:00","09-08-2017 00:00:00","00:00:00","014","SBL","Sortasi","430","","02","0200","02","","27","BOPF","","","441","","","","","","","","","","","","0","54","3156","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2600","","","","","","","","",
"43","01-01-2018 00:00:00","09-08-2017 00:00:00","00:00:00","015","SBL","Sortasi","430","","02","0200","02","","12","PF","","","441","","","","","","","","","","","","0","274","3156","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2600","","","","","","","","",
"43","01-01-2018 00:00:00","09-08-2017 00:00:00","00:00:00","016","SBL","Sortasi","430","","02","0200","02","","10","DUST","","","441","","","","","","","","","","","","0","113","3156","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2600","","","","","","","","",
"43","01-01-2018 00:00:00","09-08-2017 00:00:00","00:00:00","017","SBL","Sortasi","430","","02","0200","02","","8","BP","","","441","","","","","","","","","","","","0","45","3156","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2600","","","","","","","","",
"43","01-01-2018 00:00:00","09-08-2017 00:00:00","00:00:00","018","SBL","Sortasi","430","","02","0200","02","","25","PF II","","","441","","","","","","","","","","","","0","28","3156","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2600","","","","","","","","",
"43","01-01-2018 00:00:00","09-08-2017 00:00:00","00:00:00","019","SBL","Sortasi","430","","02","0200","02","","41","DUST II","","","441","","","","","","","","","","","","0","10","3156","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2600","","","","","","","","",
"43","01-01-2018 00:00:00","09-08-2017 00:00:00","00:00:00","020","SBL","Sortasi","430","","02","0200","02","","16","DUST III","","","441","","","","","","","","","","","","0","46","3156","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2600","","","","","","","","",
"43","01-01-2018 00:00:00","09-08-2017 00:00:00","00:00:00","021","SBL","Sortasi","430","","02","0200","02","","23","FANN II","","","441","","","","","","","","","","","","0","237","3156","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2600","","","","","","","","",
"43","01-01-2018 00:00:00","09-08-2017 00:00:00","00:00:00","022","SBL","Sortasi","430","","02","0200","02","","1110","PW DUST","","","441","","","","","","","","","","","","0","0","3156","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2600","","","","","","","","",
"43","01-01-2018 00:00:00","09-08-2017 00:00:00","00:00:00","023","SBL","Sortasi","430","","02","0200","02","","1107","BM","","","441","","","","","","","","","","","","0","143","3156","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2600","","","","","","","","",
"43","01-01-2018 00:00:00","09-08-2017 00:00:00","00:00:00","024","SBL","Sortasi","430","","02","0200","02","","205","PLUFF","","","441","","","","","","","","","","","","0","10","3156","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","2600","","","","","","","","",
"43","01-01-2018 00:00:00","10-08-2017 00:00:00","00:00:00","001","SBL","Pengepakan","430","","02","0200","01","42","1107","BM","","","430","","","2017","KBA102","","","","","","","","50","2000","2010","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","0","","","","","","","","",
"43","01-01-2018 00:00:00","10-08-2017 00:00:00","00:00:00","001","SBL","Sortasi","430","","02","0200","01","","28","BOP","","","430","","","","","","","","","","","","0","82","2651","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","1725","","","","","","","","",
"43","01-01-2018 00:00:00","10-08-2017 00:00:00","00:00:00","002","SBL","Sortasi","430","","02","0200","01","","27","BOPF","","","430","","","","","","","","","","","","0","87","2651","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","1725","","","","","","","","",
"43","01-01-2018 00:00:00","10-08-2017 00:00:00","00:00:00","003","SBL","Sortasi","430","","02","0200","01","","12","PF","","","430","","","","","","","","","","","","0","542","2651","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","1725","","","","","","","","",
"43","01-01-2018 00:00:00","10-08-2017 00:00:00","00:00:00","004","SBL","Sortasi","430","","02","0200","01","","10","DUST","","","430","","","","","","","","","","","","0","215","2651","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","1725","","","","","","","","",
"43","01-01-2018 00:00:00","10-08-2017 00:00:00","00:00:00","005","SBL","Sortasi","430","","02","0200","01","","8","BP","","","430","","","","","","","","","","","","0","100","2651","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","1725","","","","","","","","",
"43","01-01-2018 00:00:00","10-08-2017 00:00:00","00:00:00","006","SBL","Sortasi","430","","02","0200","01","","25","PF II","","","430","","","","","","","","","","","","0","47","2651","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","1725","","","","","","","","",
"43","01-01-2018 00:00:00","10-08-2017 00:00:00","00:00:00","007","SBL","Sortasi","430","","02","0200","01","","41","DUST II","","","430","","","","","","","","","","","","0","7","2651","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","1725","","","","","","","","",
"43","01-01-2018 00:00:00","10-08-2017 00:00:00","00:00:00","008","SBL","Sortasi","430","","02","0200","01","","16","DUST III","","","430","","","","","","","","","","","","0","92","2651","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","1725","","","","","","","","",
"43","01-01-2018 00:00:00","10-08-2017 00:00:00","00:00:00","009","SBL","Sortasi","430","","02","0200","01","","23","FANN II","","","430","","","","","","","","","","","","0","358","2651","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","1725","","","","","","","","",
"43","01-01-2018 00:00:00","10-08-2017 00:00:00","00:00:00","010","SBL","Sortasi","430","","02","0200","01","","1110","PW DUST","","","430","","","","","","","","","","","","0","18","2651","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","1725","","","","","","","","",
"43","01-01-2018 00:00:00","10-08-2017 00:00:00","00:00:00","011","SBL","Sortasi","430","","02","0200","01","","1107","BM","","","430","","","","","","","","","","","","0","251","2651","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","1725","","","","","","","","",
"43","01-01-2018 00:00:00","10-08-2017 00:00:00","00:00:00","012","SBL","Sortasi","430","","02","0200","01","","205","PLUFF","","","430","","","","","","","","","","","","0","21","2651","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","1725","","","","","","","","",
"43","01-01-2018 00:00:00","10-08-2017 00:00:00","00:00:00","013","SBL","Sortasi","430","","02","0200","02","","28","BOP","","","441","","","","","","","","","","","","0","34","2651","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","1725","","","","","","","","",
"43","01-01-2018 00:00:00","13-08-2017 00:00:00","00:00:00","022","SBL","Sortasi","430","","02","0200","02","","1110","PW DUST","","","441","","","","","","","","","","","","0","12","3042","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","1990","","","","","","","","",
"43","01-01-2018 00:00:00","13-08-2017 00:00:00","00:00:00","023","SBL","Sortasi","430","","02","0200","02","","1107","BM","","","441","","","","","","","","","","","","0","117","3042","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","1990","","","","","","","","",
"43","01-01-2018 00:00:00","13-08-2017 00:00:00","00:00:00","024","SBL","Sortasi","430","","02","0200","02","","205","PLUFF","","","441","","","","","","","","","","","","0","25","3042","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","1990","","","","","","","","",
"43","01-01-2018 00:00:00","14-08-2017 00:00:00","00:00:00","001","SBL","Sortasi","430","","02","0200","01","","28","BOP","","","430","","","","","","","","","","","","0","85","2573","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","1510","","","","","","","","",
"43","01-01-2018 00:00:00","14-08-2017 00:00:00","00:00:00","002","SBL","Sortasi","430","","02","0200","01","","27","BOPF","","","430","","","","","","","","","","","","0","101","2573","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","07-01-2018 19:48:27","CLOSING","1510","","","","","","","","",
