"KodeUnit","KT","Inisial","NoInput","Tanggal","Nama","Alamat","Ket","RekKB","NoUrut","KdBud","kdAfd","Norek","Netral","Kdblok","Uraian","Nilai","Jml_Fisik","KdArus","TglKom","namauser","thntnm","KMK",
"43","KT","KAS","SALDO AWAL","01-01-2018 00:00:00","KAS","","","100000000","001","","","","","","","274619727","0","","12-01-2018 10:36:23","TUTUP_BUKU","","01",
"43","KT","KAS","SALDO AWAL","01-01-2018 00:00:00","KAS","","","100000000","001","","","","","","","-274379227","0","","12-01-2018 10:36:23","TUTUP_BUKU","","02",
"43","KT","BBD","SALDO AWAL","01-01-2018 00:00:00","BANK MANDIRI","","","110000001","001","","","","","","","-162385659","0","","12-01-2018 10:36:23","TUTUP_BUKU","","01",
"43","KT","BBD","SALDO AWAL","01-01-2018 00:00:00","BANK MANDIRI","","","110000001","001","","","","","","","163235480","0","","12-01-2018 10:36:23","TUTUP_BUKU","","02",
