"KodeUnit","tanggal","NoInput","NoBukti","Keterangan","NoUrut","kodeafd","kodebud","norek","netral","kdblok","thntnm","uraian","unsur","DK","nilai","JmlFisik","NamaUser","TglInput","KMK",
"32","01-01-2020 00:00:00","JLL202001-00007","JLL202001-00007","ND KEBUN SEINDUK","016","03","12","163010000","","","","Titipan Pendapatan (Penginapan)","L","K","93000","0","eka","03-02-2020 19:56:50","01",
"32","01-01-2020 00:00:00","JLL202001-00007","JLL202001-00007","ND KEBUN SEINDUK","017","02","12","080020900","","","","Pada Pembebanan Kantor Pusat (Divisi MM)","L","D","3023000","0","eka","03-02-2020 19:56:50","01",
"32","01-01-2020 00:00:00","JLL202001-00007","JLL202001-00007","ND KEBUN SEINDUK","018","03","12","859010200","","","","Pendapatan Kamar Standar Acara SPI Kebun Gunung Mas","L","K","4727273","0","eka","03-02-2020 19:56:50","01",
"32","01-01-2020 00:00:00","JLL202001-00007","JLL202001-00007","ND KEBUN SEINDUK","019","03","12","163010000","","","","Titipan Pendapatan (Penginapan)","L","K","472727","0","eka","03-02-2020 19:56:50","01",
"32","01-01-2020 00:00:00","JLL202001-00007","JLL202001-00007","ND KEBUN SEINDUK","020","03","12","859110000","","","","Pendapatan Masakan Acara MPP SDM (Transit)","L","K","1022727","0","eka","03-02-2020 19:56:50","01",
"32","01-01-2020 00:00:00","JLL202001-00007","JLL202001-00007","ND KEBUN SEINDUK","021","03","12","163010000","","","","Titipan Pendapatan (Penginapan)","L","K","102273","0","eka","03-02-2020 19:56:50","01",
"32","01-01-2020 00:00:00","JLL202001-00007","JLL202001-00007","ND KEBUN SEINDUK","022","02","12","080024400","","","","Pada Pembebanan Kebun Gunung Mas","L","D","6325000","0","eka","03-02-2020 19:56:50","01",
"32","01-01-2020 00:00:00","JLL202001-00007","JLL202001-00007","ND KEBUN SEINDUK","023","03","12","859080100","","","","Pendapatan Tea Caf̩ Tamu Kebun Gunung Mas (Seduhan)","L","K","46000","0","eka","03-02-2020 19:56:50","01",
"32","01-01-2020 00:00:00","JLL202001-00007","JLL202001-00007","ND KEBUN SEINDUK","024","03","12","859080200","","","","Pendapatan Tea Caf̩ Tamu Kebun Gunung Mas (Masakan)","L","K","455000","0","eka","03-02-2020 19:56:50","01",
"32","01-01-2020 00:00:00","JLL202001-00007","JLL202001-00007","ND KEBUN SEINDUK","025","03","12","859080400","","","","Pendapatan Tea Caf̩ Tamu Kebun Gunung Mas (Kelontongan)","L","K","28000","0","eka","03-02-2020 19:56:50","01",
"32","01-01-2020 00:00:00","JLL202001-00007","JLL202001-00007","ND KEBUN SEINDUK","026","03","12","163010000","","","","Titipan Pendapatan (Restoran)","L","K","50100","0","eka","03-02-2020 19:56:50","01",
"32","01-01-2020 00:00:00","JLL202001-00007","JLL202001-00007","ND KEBUN SEINDUK","027","02","12","080024400","","","","Pada Pembebanan Kebun Gunung Mas","L","D","579100","0","eka","03-02-2020 19:56:50","01",
"32","01-01-2020 00:00:00","JLL202001-00007","JLL202001-00007","ND KEBUN SEINDUK","028","04","12","859010200","","","","Pendapatan Kamar Standar acara SPI Kebun Malabar & Kertamanah","L","K","1079546","0","eka","03-02-2020 19:56:50","01",
"32","01-01-2020 00:00:00","JLL202001-00007","JLL202001-00007","ND KEBUN SEINDUK","029","04","12","163010000","","","","Titipan Pendapatan (Penginapan)","L","K","107954","0","eka","03-02-2020 19:56:50","01",
"32","01-01-2020 00:00:00","JLL202001-00007","JLL202001-00007","ND KEBUN SEINDUK","030","04","12","859110000","","","","Pendapatan Kamar Masakan acara SPI Kebun Malabar & Kertamanah","L","K","800000","0","eka","03-02-2020 19:56:50","01",
"32","01-01-2020 00:00:00","JLL202001-00007","JLL202001-00007","ND KEBUN SEINDUK","031","04","12","163010000","","","","Titipan Pendapatan (Masakan)","L","K","80000","0","eka","03-02-2020 19:56:50","01",
