"KodeUnit","KT","NoBuku","No_Ver","Tgl_Ver","NoInput","Tanggal","RekKB",
"32","KT","00001","KAS202001-V00001","01-01-2020 00:00:00","KAS202001-00001","01-01-2020 00:00:00","100000000",
"32","KK","00002","KAS202001-V00002","01-01-2020 00:00:00","KAS202001-00002","01-01-2020 00:00:00","100000000",
"32","KK","00003","KAS202001-V00003","01-01-2020 00:00:00","KAS202001-00003","01-01-2020 00:00:00","100000000",
"32","BT","00001","BGM202001-V00001","01-01-2020 00:00:00","BGM202001-00001","01-01-2020 00:00:00","110190200",
"32","BT","00002","BGM202001-V00002","01-01-2020 00:00:00","BGM202001-00002","01-01-2020 00:00:00","110190200",
"32","BT","00003","BGM202001-V00003","01-01-2020 00:00:00","BGM202001-00003","01-01-2020 00:00:00","110190200",
