"kodeunit","tanggal","tanggal1","waktu","nourut","kodebln","kodetrans","kodemerk","kodemerk1","kodebud","kodeJenisOlah","kodeasal","kodekemasan","kodegrade","namagrade","kodegrade1","namagrade1","kodekbn","kodeafd","kodevar","thchop","nochop","nopol","pengemudi","norek","kodeterima","kodeLE","nosc","kodepembeli","sack","JmlKg1","JmlKg2","Tarra","rbi","pbi","bbm","pct","pakang","nospa","tglspa","kodeangkutan","kodegudang","nottp","noppt","uraian","inisial","ED","QR","tglinput","userID","BBM1","UTZ","KodeBlok","ThnTnm","BahanOlah","MC","CC","Tinggi","JmlKantong",
"10","16-07-2017 00:00:00","01-01-1900 00:00:00","08:38:36","001","BI","Ex Contoh","100","","02","0200","01","07","9","BOP I","","","100","","","2017","485","","","","","","","","40","44,7","2","0,7","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","DE","","System.Byte[]","16-07-2017 11:11:14","yanti","0","","","","","","","","",
"10","16-07-2017 00:00:00","01-01-1900 00:00:00","08:38:36","001","BI","Ex Contoh","100","","02","0200","01","07","12","PF","","","100","","","2017","476","","","","","","","","40","54,7","2","0,7","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","DE","","System.Byte[]","16-07-2017 11:11:14","yanti","0","","","","","","","","",
"10","16-07-2017 00:00:00","01-01-1900 00:00:00","08:38:36","001","BI","Ex Contoh","100","","02","0200","01","07","12","PF","","","100","","","2017","483","","","","","","","","40","54,7","2","0,7","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","DE","","System.Byte[]","16-07-2017 11:11:14","yanti","0","","","","","","","","",
"10","16-07-2017 00:00:00","01-01-1900 00:00:00","08:38:36","001","BI","Ex Contoh","100","","02","0200","01","07","70","BT","","","100","","","2017","481","","","","","","","","40","42,7","2","0,7","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","DE","","System.Byte[]","16-07-2017 11:11:14","yanti","0","","","","","","","","",
"10","16-07-2017 00:00:00","01-01-1900 00:00:00","08:38:36","001","BI","Ex Contoh","100","","02","0200","01","07","25","PF II","","","100","","","2017","482","","","","","","","","40","55,7","2","0,7","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","DE","","System.Byte[]","16-07-2017 11:11:14","yanti","0","","","","","","","","",
"10","16-07-2017 00:00:00","01-01-1900 00:00:00","08:38:36","001","BI","Ex Contoh","100","","02","0200","01","07","23","FANN II","","","100","","","2017","488","","","","","","","","40","55,7","2","0,7","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","DE","","System.Byte[]","16-07-2017 11:11:14","yanti","0","","","","","","","","",
"10","16-07-2017 00:00:00","01-01-1900 00:00:00","08:38:36","001","BI","Ex Contoh","100","","02","0200","01","07","23","FANN II","","","100","","","2017","491","","","","","","","","40","55,7","2","0,7","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","DE","","System.Byte[]","16-07-2017 11:11:14","yanti","0","","","","","","","","",
"10","16-07-2017 00:00:00","01-01-1900 00:00:00","17:40:01","002","BI","Bahan Olah","100","","02","0200","01","","","","","","100","11","","","","","","","","","","","0","7050","7092","0","0","0","0","49","3,1","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","16-07-2017 17:40:05","yanti","0","","","","","","","","",
"10","16-07-2017 00:00:00","01-01-1900 00:00:00","17:40:01","003","BI","Bahan Olah","100","","02","0200","01","","","","","","100","12","","","","","","","","","","","0","4870","4898","0","0","0","0","49","3","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","16-07-2017 17:40:05","yanti","0","","","","","","","","",
"10","16-07-2017 00:00:00","01-01-1900 00:00:00","17:40:01","004","BI","Bahan Olah","100","","02","0200","01","","","","","","100","13","","","","","","","","","","","0","17370","17482","0","0","0","0","50","5,1","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","16-07-2017 17:40:05","yanti","0","","","","","","","","",
"10","16-07-2017 00:00:00","15-07-2017 00:00:00","15:35:47","005","BI","Sortasi","100","","02","0200","01","","10","DUST","","","100","","","","","","","","","","","","0","1062","9211","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","17-07-2017 15:36:26","yanti","8500","","","","","","","","",
"10","16-07-2017 00:00:00","15-07-2017 00:00:00","15:35:47","006","BI","Sortasi","100","","02","0200","01","","70","BT","","","100","","","","","","","","","","","","0","1134","9211","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","17-07-2017 15:36:26","yanti","8500","","","","","","","","",
"10","16-07-2017 00:00:00","15-07-2017 00:00:00","15:35:47","007","BI","Sortasi","100","","02","0200","01","","8","BP","","","100","","","","","","","","","","","","0","166","9211","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","17-07-2017 15:36:26","yanti","8500","","","","","","","","",
"10","16-07-2017 00:00:00","15-07-2017 00:00:00","15:35:47","008","BI","Sortasi","100","","02","0200","01","","25","PF II","","","100","","","","","","","","","","","","0","698","9211","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","17-07-2017 15:36:26","yanti","8500","","","","","","","","",
"10","16-07-2017 00:00:00","15-07-2017 00:00:00","15:35:47","009","BI","Sortasi","100","","02","0200","01","","41","DUST II","","","100","","","","","","","","","","","","0","129","9211","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","17-07-2017 15:36:26","yanti","8500","","","","","","","","",
"10","16-07-2017 00:00:00","15-07-2017 00:00:00","15:35:47","010","BI","Sortasi","100","","02","0200","01","","16","DUST III","","","100","","","","","","","","","","","","0","485","9211","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","17-07-2017 15:36:26","yanti","8500","","","","","","","","",
"10","16-07-2017 00:00:00","15-07-2017 00:00:00","15:35:47","011","BI","Sortasi","100","","02","0200","01","","23","FANN II","","","100","","","","","","","","","","","","0","1367","9211","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","17-07-2017 15:36:26","yanti","8500","","","","","","","","",
"10","16-07-2017 00:00:00","15-07-2017 00:00:00","15:35:47","012","BI","Sortasi","100","","02","0200","01","","1110","PW DUST","","","100","","","","","","","","","","","","0","333","9211","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","17-07-2017 15:36:26","yanti","8500","","","","","","","","",
"10","16-07-2017 00:00:00","15-07-2017 00:00:00","15:35:47","013","BI","Sortasi","100","","02","0200","01","","1107","BM","","","100","","","","","","","","","","","","0","888","9211","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","17-07-2017 15:36:26","yanti","8500","","","","","","","","",
"10","16-07-2017 00:00:00","01-01-1900 00:00:00","17:40:01","001","BI","Bahan Olah","100","","02","0200","01","","","","","","100","10","","","","","","","","","","","0","7230","7275","0","0","0","0","51","4,8","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","16-07-2017 17:40:05","yanti","0","","","","","","","","",
"10","16-07-2017 00:00:00","16-07-2017 00:00:00","11:21:37","001","BI","Pengepakan","100","","02","0200","01","07","28","BOP","","","100","","","2017","492","","","","","","","","40","2000","2028","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","16-07-2017 11:33:25","yanti","0","","","","","","","","",
"10","16-07-2017 00:00:00","16-07-2017 00:00:00","11:21:37","002","BI","Pengepakan","100","","02","0200","01","07","70","BT","","","100","","","2017","493","","","","","","","","40","1680","1708","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","16-07-2017 11:33:25","yanti","0","","","","","","","","",
"10","16-07-2017 00:00:00","16-07-2017 00:00:00","11:21:37","003","BI","Pengepakan","100","","02","0200","01","07","25","PF II","","","100","","","2017","494","","","","","","","","40","2200","2228","0","0","0","0","0","0","","01-01-1900 00:00:00","","","","","","","","System.Byte[]","16-07-2017 11:33:25","yanti","0","","","","","","","","",
