"KodeUnit","tanggal","waktu","noinput","nobuku","tglfaktur","nofaktur","nama","alamat","KodeAfdeling","KodeBudidaya","nourut","kodebarang","qtyminta","qty","ppn","status","nilai","norek","netral","jml_fisik","kdblok","keterangan","Penjelasan","tglkom","namauser","thntnm","KMK",
"10","16-07-2017 00:00:00","13:31:14","A58201707-00181","A58201707-V00181","16-07-2017 00:00:00","181","Wanasari","","12","02","001","00201101","8","8","False","","33280","601070500","1980","0","2801","","","17-07-2017 00:00:00","tup_pam","","01",
"10","16-07-2017 00:00:00","13:31:14","A58201707-00181","A58201707-V00181","16-07-2017 00:00:00","181","Wanasari","","12","02","002","00301007","6","6","False","","50410,3047091413","601070500","1980","0","2801","","","17-07-2017 00:00:00","tup_pam","","01",
"10","16-07-2017 00:00:00","13:31:50","A58201707-00182","A58201707-V00182","16-07-2017 00:00:00","182","Wanasari","","12","02","001","00201101","8","8","False","","33280","601070500","1980","0","2802","","","17-07-2017 00:00:00","tup_pam","","01",
"10","16-07-2017 00:00:00","13:31:50","A58201707-00182","A58201707-V00182","16-07-2017 00:00:00","182","Wanasari","","12","02","002","00301007","6","6","False","","50410,2988826816","601070500","1980","0","2802","","","17-07-2017 00:00:00","tup_pam","","01",
"10","16-07-2017 00:00:00","13:32:18","A58201707-00183","A58201707-V00183","16-07-2017 00:00:00","183","Wanasari","","12","02","001","00201101","15","15","False","","62400","601070500","1980","0","2804","","","17-07-2017 00:00:00","tup_pam","","01",
"10","16-07-2017 00:00:00","13:32:18","A58201707-00183","A58201707-V00183","16-07-2017 00:00:00","183","Wanasari","","12","02","002","00301007","12","12","False","","100820,602816901","601070500","1980","0","2804","","","17-07-2017 00:00:00","tup_pam","","01",
"10","16-07-2017 00:00:00","13:32:48","A58201707-00184","A58201707-V00184","16-07-2017 00:00:00","184","Riunggunung","","13","02","001","00201101","10","10","False","","41600","601070500","1978","0","2903","","","17-07-2017 00:00:00","tup_pam","","01",
"10","16-07-2017 00:00:00","13:32:48","A58201707-00184","A58201707-V00184","16-07-2017 00:00:00","184","Riunggunung","","13","02","002","00301007","10","10","False","","84017,1633237822","601070500","1978","0","2903","","","17-07-2017 00:00:00","tup_pam","","01",
"10","16-07-2017 00:00:00","13:33:16","A58201707-00185","A58201707-V00185","16-07-2017 00:00:00","185","Riungunung","","13","02","001","00201101","11","11","False","","45760","601070500","1972","0","2200","","","17-07-2017 00:00:00","tup_pam","","01",
"10","16-07-2017 00:00:00","13:33:16","A58201707-00185","A58201707-V00185","16-07-2017 00:00:00","185","Riungunung","","13","02","002","00301007","11","11","False","","92418,8822674419","601070500","1972","0","2200","","","17-07-2017 00:00:00","tup_pam","","01",
"10","16-07-2017 00:00:00","13:36:12","A58201707-00187","A58201707-V00187","16-07-2017 00:00:00","187","Riunggunung","","13","02","001","00201101","8","8","False","","33280","601070500","1966","0","1600","","","17-07-2017 00:00:00","tup_pam","","01",
"10","16-07-2017 00:00:00","13:36:12","A58201707-00187","A58201707-V00187","16-07-2017 00:00:00","187","Riunggunung","","13","02","002","00301007","7","7","False","","58812,0147710488","601070500","1966","0","1600","","","17-07-2017 00:00:00","tup_pam","","01",
"10","16-07-2017 00:00:00","13:36:45","A58201707-00188","A58201707-V00188","16-07-2017 00:00:00","188","Kebun Sedep","","02","02","001","00201101","2000","2000","False","","8320000","080021500","","0","","","","17-07-2017 00:00:00","tup_pam","","01",
"10","16-07-2017 00:00:00","11:20:22","A58201707-00172","A58201707-V00172","16-07-2017 00:00:00","172","Wetan","","10","02","001","00301007","17","17","False","","142829,195652174","602130000","","0","3100","","","17-07-2017 00:00:00","tup_pam","","01",
"10","16-07-2017 00:00:00","11:20:44","A58201707-00173","A58201707-V00173","16-07-2017 00:00:00","173","Kertagiri","","11","02","001","00301007","28","28","False","","235248,060676779","602130000","","0","0900","","","17-07-2017 00:00:00","tup_pam","","01",
"10","16-07-2017 00:00:00","11:21:06","A58201707-00174","A58201707-V00174","16-07-2017 00:00:00","174","Wanasari","","12","02","001","00301007","24","24","False","","201641,196622437","602130000","","0","2810","","","17-07-2017 00:00:00","tup_pam","","01",
"10","16-07-2017 00:00:00","13:28:11","A58201707-00175","A58201707-V00175","16-07-2017 00:00:00","175","Riunggunung","","13","02","001","00301007","27","27","False","","226846,352795031","602130000","","0","1200","","","17-07-2017 00:00:00","tup_pam","","01",
"10","16-07-2017 00:00:00","13:28:36","A58201707-00176","A58201707-V00176","16-07-2017 00:00:00","176","Riunggunung","","13","02","001","00301007","33","33","False","","277256,668380463","602130000","","0","2905","","","17-07-2017 00:00:00","tup_pam","","01",
"10","16-07-2017 00:00:00","13:29:01","A58201707-00177","A58201707-V00177","16-07-2017 00:00:00","177","Wanasari","","12","02","001","00202346","0,8","0,8","False","","143321,020255064","601060201","1980","0","2801","","","17-07-2017 00:00:00","tup_pam","","01",
"10","16-07-2017 00:00:00","13:29:01","A58201707-00177","A58201707-V00177","16-07-2017 00:00:00","177","Wanasari","","12","02","002","00301007","7","7","False","","58812,0174496644","601060201","1980","0","2801","","","17-07-2017 00:00:00","tup_pam","","01",
"10","16-07-2017 00:00:00","13:29:35","A58201707-00178","A58201707-V00178","16-07-2017 00:00:00","178","Wanasari","","12","02","001","00202346","0,7","0,7","False","","125405,89278991","601060201","1980","0","2802","","","17-07-2017 00:00:00","tup_pam","","01",
"10","16-07-2017 00:00:00","13:29:35","A58201707-00178","A58201707-V00178","16-07-2017 00:00:00","178","Wanasari","","12","02","002","00301007","6","6","False","","50410,3008130081","601060201","1980","0","2802","","","17-07-2017 00:00:00","tup_pam","","01",
"10","16-07-2017 00:00:00","13:30:13","A58201707-00179","A58201707-V00179","16-07-2017 00:00:00","179","Kertagiri","","11","02","001","00201101","7","7","False","","29120","601070500","1991","0","3000","","","17-07-2017 00:00:00","tup_pam","","01",
"10","16-07-2017 00:00:00","13:30:13","A58201707-00179","A58201707-V00179","16-07-2017 00:00:00","179","Kertagiri","","11","02","002","00301007","6","6","False","","50410,3032786885","601070500","1991","0","3000","","","17-07-2017 00:00:00","tup_pam","","01",
"10","16-07-2017 00:00:00","13:30:47","A58201707-00180","A58201707-V00180","16-07-2017 00:00:00","180","Wanasari","","12","02","001","00201101","5","5","False","","20800","601070500","2010","0","2811","","","17-07-2017 00:00:00","tup_pam","","01",
"10","16-07-2017 00:00:00","13:30:47","A58201707-00180","A58201707-V00180","16-07-2017 00:00:00","180","Wanasari","","12","02","002","00301007","4","4","False","","33606,870523416","601070500","2010","0","2811","","","17-07-2017 00:00:00","tup_pam","","01",
