"Kodeunit","kdbeli","nofaktur","tglfaktur","tglkembali","jmlpak","jmlkg","nilai","mutasi","nilaibayar","Batal",
"29","L07273","FAK201904V00269","16/04/2019 0:00:00","18/04/2019 0:00:00","200","20","1581747,2","0","0","",
"29","L07273","FAK201904V00240","11/04/2019 0:00:00","18/04/2019 0:00:00","32","8","467561,6","0","0","",
"29","L07273","FAK201904V00241","11/04/2019 0:00:00","18/04/2019 0:00:00","104","15,2","944979,2","0","0","",
"29","L07273","FAK201903V00221","29/03/2019 0:00:00","03/04/2019 0:00:00","520","76","4724896","0","0","",
"29","L07273","FAK201903V00194","28/03/2019 0:00:00","03/04/2019 0:00:00","312","45,6","2834937,6","0","0","",
"29","L07273","FAK201902V00124","28/02/2019 0:00:00","20/03/2019 0:00:00","144","14,4","954835,2","0","0","",
"29","L07273","FAK201902V00125","28/02/2019 0:00:00","20/03/2019 0:00:00","64","16","935123,2","0","0","",
"29","L07273","FAK201902V00126","28/02/2019 0:00:00","20/03/2019 0:00:00","400","59,2","3929411,2","0","0","",
"29","L07273","FAK201902V00123","28/02/2019 0:00:00","20/03/2019 0:00:00","336","62,4","3760204,8","0","0","",
"29","L07273","FAK201902V00139","28/02/2019 0:00:00","20/03/2019 0:00:00","96","4,8","636768","0","0","",
"29","L07273","FAK201902V00098","15/02/2019 0:00:00","20/02/2019 0:00:00","96","24","1402684,8","0","0","",
"29","L07273","FAK201902V00099","15/02/2019 0:00:00","20/02/2019 0:00:00","32","8","467561,6","0","0","",
"29","L07273","FAK201901V00016","17/01/2019 0:00:00","23/01/2019 0:00:00","64","16","935123,2","0","0","",
"29","L07118","FAK201909V00666","04/09/2019 0:00:00","01/01/1900 0:00:00","64","16","790253,32","0","0","",
"29","L07273","FAK201812V01189","31/12/2018 0:00:00","10/01/2019 0:00:00","152","17,6","1263363,2","0","0","",
"29","LO7292","FAK201906V00484","28/06/2019 0:00:00","01/01/1900 0:00:00","24000","1848","66000000","0","0","",
"29","LO7292","FAK201906V00485","28/06/2019 0:00:00","01/01/1900 0:00:00","80","14,4","1012000","0","0","",
"29","LO7292","FAK201906V00486","28/06/2019 0:00:00","01/01/1900 0:00:00","12000","1200","33660000","0","0","",
"29","LO7292","FAK201906V00487","28/06/2019 0:00:00","01/01/1900 0:00:00","6960","696","19522800","0","0","",
"29","LO7292","FAK201906V00470","27/06/2019 0:00:00","15/07/2019 0:00:00","1680","302,4","21252000","0","0","",
"29","LO7292","FAK201906V00446","21/06/2019 0:00:00","15/07/2019 0:00:00","400","72","5060000","0","0","",
"29","L07001","FAK201907V00511","08/07/2019 0:00:00","18/07/2019 0:00:00","50000","100","9512150","0","0","",
"29","L07001","FAK201812V01130","13/12/2018 0:00:00","28/12/2019 0:00:00","50000","100","9362000","0","0","",
"29","L07001","FAK201809V00748","17/09/2018 0:00:00","30/11/2018 0:00:00","50000","100","9362000","0","0","",
"29","L07001","FAK201808V00580","06/08/2018 0:00:00","20/08/2018 0:00:00","50000","100","9350000","0","0","",
"29","L07001","FAK201805V00336","22/05/2018 0:00:00","09/07/2018 0:00:00","75000","150","14037000","0","0","",
"29","L07001","FAK201803V00140","14/03/2018 0:00:00","26/03/2018 0:00:00","50000","100","8011750","0","0","",
"29","LO7287","FAK201907V00546","24/07/2019 0:00:00","24/08/2019 0:00:00","101280","6204","289106400","0","0","",
"29","LO7287","FAK201905V00338","27/05/2019 0:00:00","27/06/2019 0:00:00","104040","6294","292876320","0","0","",
"29","LO7287","FAK201904V00243","11/04/2019 0:00:00","06/05/2019 0:00:00","105800","6098","285324160","0","0","",
"29","LO7287","FAK201903V00167","11/03/2019 0:00:00","06/05/2019 0:00:00","97160","6158","286300960","0","0","",
"29","LO7287","FAK201902V00087","13/02/2019 0:00:00","06/05/2019 0:00:00","109200","6060","284602560","0","0","",
"29","LO7280","FAK201907V00560","29/07/2019 0:00:00","27/08/2019 0:00:00","79200","5280","272500800","0","0","",
"29","LO7280","FAK201905V00323","31/05/2019 0:00:00","30/06/2019 0:00:00","72160","4108","247781600","0","0","",
"29","LO7280","FAK201902V00110","28/02/2019 0:00:00","11/03/2019 0:00:00","72300","4845","261980400","0","0","",
"29","LO7280","FAK201812V01129","13/12/2018 0:00:00","11/03/2019 0:00:00","70000","3820","237881600","0","0","",
"29","L07118","FAK201908V00600","08/08/2019 0:00:00","12/08/2019 0:00:00","144","6,96","1106786,98","0","0","",
"29","L07118","FAK201905V00408","29/05/2019 0:00:00","29/06/2019 0:00:00","9560","929,6","60852983,95","0","0","",
"29","L07118","FAK201904V00296","30/04/2019 0:00:00","03/05/2019 0:00:00","17720","1493,36","148296299,26","0","0","",
"29","LO7280","FAK201810V00906","18/10/2018 0:00:00","07/11/2018 0:00:00","74800","5740","290681600","0","0","",
"29","L07118","FAK201904V00276","16/04/2019 0:00:00","19/04/2019 0:00:00","240","11,28","2974777,34","0","0","",
"29","L07118","FAK201904V00259","12/04/2019 0:00:00","19/04/2019 0:00:00","248","22,16","2005991,59","0","0","",
"29","L07118","FAK201904V00234","11/04/2019 0:00:00","19/04/2019 0:00:00","144","6,96","1263297,02","0","0","",
"29","L07118","FAK201903V00152","31/03/2019 0:00:00","01/04/2019 0:00:00","104","15,2","742694,57","0","0","",
"29","L07118","FAK201903V00210","28/03/2019 0:00:00","01/04/2019 0:00:00","184","25,6","1388574,77","0","0","",
"29","L07118","FAK201903V00188","27/03/2019 0:00:00","01/04/2019 0:00:00","216","33,6","1783701,43","0","0","",
"29","L07118","FAK201903V00168","11/03/2019 0:00:00","20/03/2019 0:00:00","72","7,2","347567,91","0","0","",
"29","L07118","FAK201902V00131","28/02/2019 0:00:00","04/03/2019 0:00:00","104","15,2","742694,57","0","0","",
"29","L07118","FAK201902V00107","28/02/2019 0:00:00","04/03/2019 0:00:00","312","38,4","2285208,5","0","0","",
"29","L07118","FAK201902V00076","11/02/2019 0:00:00","20/02/2019 0:00:00","312","38,4","2285208,5","0","0","",
"29","L07118","FAK201812V01191","31/12/2018 0:00:00","10/01/2019 0:00:00","80","10,4","645880,2","0","0","",
"29","L07118","FAK201812V01157","26/12/2018 0:00:00","03/01/2019 0:00:00","168","11,76","1102753,73","0","0","",
"29","L07118","FAK201812V01144","18/12/2018 0:00:00","03/01/2019 0:00:00","264","36","2034454,96","0","0","",
"29","L07118","FAK201812V01117","12/12/2018 0:00:00","27/12/2018 0:00:00","200","20","1244201,64","0","0","",
"29","L07118","FAK201811V01071","27/11/2018 0:00:00","30/11/2018 0:00:00","216","33,6","1783701,43","0","0","",
"29","L07118","FAK201811V01038","19/11/2018 0:00:00","30/11/2018 0:00:00","216","33,36","2037380,17","0","0","",
"29","L07118","FAK201810V00960","29/10/2018 0:00:00","30/11/2018 0:00:00","136","23,2","1137821,23","0","0","",
"29","L07118","FAK201810V00916","23/10/2018 0:00:00","30/11/2018 0:00:00","184","25,36","1642253,51","0","0","",
"29","L07118","FAK201810V00893","15/10/2018 0:00:00","30/11/2018 0:00:00","152","17,36","1247126,85","0","0","",
"29","L07118","FAK201810V00873","08/10/2018 0:00:00","30/11/2018 0:00:00","328","32,56","2394514,12","0","0","",
"29","L07118","FAK201809V00753","18/09/2018 0:00:00","30/11/2018 0:00:00","128","12,56","1150312,48","0","0","",
"29","L07118","FAK201809V00733","12/09/2018 0:00:00","30/11/2018 0:00:00","216","33,6","1783701,43","0","0","",
"29","L07118","FAK201809V00705","04/09/2018 0:00:00","30/11/2018 0:00:00","264","16,56","1604260,8","0","0","",
"29","L07118","FAK201808V00684","28/08/2018 0:00:00","30/11/2018 0:00:00","296","24,56","1999387,46","0","0","",
"29","L07118","FAK201808V00651","20/08/2018 0:00:00","04/09/2018 0:00:00","168","31,2","1408376,5","0","0","",
"29","L00032","FAK201907V00517","11/07/2019 0:00:00","20/07/2019 0:00:00","1056","52,8","4530240","0","0","",
"29","L00032","FAK201905V00366","15/05/2019 0:00:00","29/05/2019 0:00:00","1008","50,4","4324320","0","0","",
"29","L00032","FAK201904V00305","30/04/2019 0:00:00","30/04/2019 0:00:00","960","43,2","6864000","0","0","",
"29","L00032","FAK201903V00204","28/03/2019 0:00:00","28/03/2019 0:00:00","1008","45,36","7207200","0","0","",
"29","L00032","FAK201902V00113","28/02/2019 0:00:00","11/03/2019 0:00:00","1056","47,52","6974398,99","0","0","",
"29","L00032","FAK201901V00015","17/01/2019 0:00:00","11/03/2019 0:00:00","1056","47,52","6863998,94","0","0","",
"29","L00032","FAK201812V01131","13/12/2018 0:00:00","25/01/2019 0:00:00","1056","47,52","6863998,94","0","0","",
"29","L00032","FAK201811V01048","21/11/2018 0:00:00","30/11/2018 0:00:00","1104","49,68","7175998,9","0","0","",
"29","L00032","FAK201810V00945","24/10/2018 0:00:00","26/10/2018 0:00:00","1056","47,52","6863998,94","0","0","",
"29","L00032","FAK201809V00803","26/09/2018 0:00:00","23/10/2018 0:00:00","816","36,72","5913600","0","0","",
"29","L00032","FAK201808V00632","20/08/2018 0:00:00","29/08/2018 0:00:00","816","37,2","6747840","0","0","",
"29","L00032","FAK201807V00555","27/07/2018 0:00:00","02/08/2018 0:00:00","768","34,56","6758400","0","0","",
"29","L00032","FAK201806V00422","25/06/2018 0:00:00","25/06/2018 0:00:00","1296","63,84","6462720","0","0","",
"29","L00032","FAK201804V00213","20/04/2018 0:00:00","24/04/2018 0:00:00","1056","41,28","3532320","0","0","",
"29","L07274","FAK201907V00583","31/07/2019 0:00:00","01/01/1900 0:00:00","100","100","5540000","0","0","",
"29","L00073","FAK201906V00477","28/06/2019 0:00:00","10/07/2019 0:00:00","240","11,52","1462560","0","0","",
"29","L00073","FAK201905V00399","29/05/2019 0:00:00","29/05/2019 0:00:00","1440","66","11433576","0","0","",
"29","L00073","FAK201905V00354","14/05/2019 0:00:00","29/05/2019 0:00:00","480","22,8","4149599,52","0","0","",
"29","L00073","FAK201904V00281","18/04/2019 0:00:00","18/04/2019 0:00:00","1200","54","11963952","0","0","",
"29","L00073","FAK201903V00197","28/03/2019 0:00:00","28/03/2019 0:00:00","384","18,48","2423520","0","0","",
"29","L00073","FAK201903V00198","28/03/2019 0:00:00","28/03/2019 0:00:00","336","15,12","3041280","0","0","",
"29","L00073","FAK201902V00137","28/02/2019 0:00:00","11/03/2019 0:00:00","480","22,8","2589576","0","0","",
"29","L07200","FAK201906V00450","21/06/2019 0:00:00","01/01/1900 0:00:00","52800","11040","460416000","0","0","",
"29","L00073","FAK201902V00148","28/02/2019 0:00:00","27/03/2019 0:00:00","1","0,2","99999,9","0","0","",
"29","L00073","FAK201902V00079","12/02/2019 0:00:00","11/03/2019 0:00:00","624","28,08","4763985,6","0","0","",
"29","L00073","FAK201901V00014","17/01/2019 0:00:00","11/03/2019 0:00:00","432","20,64","2888160","0","0","",
"29","L00073","FAK201901V00011","15/01/2019 0:00:00","11/03/2019 0:00:00","480","22,8","3326400","0","0","",
"29","L00073","FAK201812V01179","27/12/2018 0:00:00","04/01/2019 0:00:00","480","21,6","3671999,76","0","0","",
"29","L00073","FAK201812V01165","27/12/2018 0:00:00","04/01/2019 0:00:00","96","4,32","929280","0","0","",
"29","L00073","FAK201811V01081","29/11/2018 0:00:00","30/11/2018 0:00:00","96","4,8","411840","0","0","",
"29","L00073","FAK201809V00850","30/09/2018 0:00:00","07/11/2018 0:00:00","480","21,6","3883199,76","0","0","",
"29","L00073","FAK201809V00737","12/09/2018 0:00:00","26/09/2018 0:00:00","1020","56,64","8598173,5","0","0","",
"29","L00073","FAK201807V00548","26/07/2018 0:00:00","30/08/2018 0:00:00","240","10,8","2296800","0","0","",
"29","L00073","FAK201807V00521","19/07/2018 0:00:00","02/08/2018 0:00:00","480","22,8","3352800","0","0","",
"29","L00073","FAK201806V00416","22/06/2018 0:00:00","04/07/2018 0:00:00","384","18","2914560","0","0","",
"29","L00073","FAK201806V00395","07/06/2018 0:00:00","11/06/2018 0:00:00","912","43,44","6219840","0","0","",
"29","L00073","FAK201805V00291","09/05/2018 0:00:00","16/05/2018 0:00:00","240","12","1029600","0","0","",
"29","L00073","FAK201805V00275","08/05/2018 0:00:00","21/05/2018 0:00:00","720","32,4","6336000","0","0","",
"29","L00033","FAK201909V00722","23/09/2019 0:00:00","01/01/1900 0:00:00","1536","76,8","6589440","0","0","",
"29","L00033","FAK201908V00641","26/08/2019 0:00:00","30/08/2019 0:00:00","1536","76,8","6589440","0","0","",
"29","L00033","FAK201907V00556","26/07/2019 0:00:00","30/07/2019 0:00:00","1584","79,2","6795360","0","0","",
"29","L00033","FAK201907V00502","02/07/2019 0:00:00","05/07/2019 0:00:00","1920","96","8236800","0","0","",
"29","L00033","FAK201905V00383","20/05/2019 0:00:00","29/05/2019 0:00:00","1632","81,6","7001280","0","0","",
"29","L00033","FAK201904V00294","29/04/2019 0:00:00","29/04/2019 0:00:00","1728","86,4","7413120","0","0","",
"29","L00033","FAK201903V00200","28/03/2019 0:00:00","28/03/2019 0:00:00","1440","71,28","6869280","0","0","",
"29","L00033","FAK201902V00138","28/02/2019 0:00:00","11/03/2019 0:00:00","1200","57,6","6208799,52","0","0","",
"29","L00033","FAK201901V00032","25/01/2019 0:00:00","11/03/2019 0:00:00","1248","59,28","7222559,52","0","0","",
"29","L00033","FAK201812V01132","13/12/2018 0:00:00","17/01/2019 0:00:00","1440","69,6","7238399,52","0","0","",
"29","L00033","FAK201811V01063","26/11/2018 0:00:00","30/11/2018 0:00:00","1488","71,76","7703039,52","0","0","",
"29","L00033","FAK201810V00957","29/10/2018 0:00:00","07/11/2018 0:00:00","528","23,76","4990079,95","0","0","",
"29","L00033","FAK201809V00800","25/09/2018 0:00:00","26/10/2018 0:00:00","1648","102,4","7033840","0","0","",
"29","L00033","FAK201808V00673","24/08/2018 0:00:00","30/08/2018 0:00:00","1552","97,6","6622000","0","0","",
"29","L00033","FAK201807V00525","19/07/2018 0:00:00","02/08/2018 0:00:00","400","40","1679920","0","0","",
"29","L00033","FAK201807V00524","19/07/2018 0:00:00","02/08/2018 0:00:00","1344","66,96","6019200","0","0","",
"29","L00033","FAK201806V00403","11/06/2018 0:00:00","25/06/2018 0:00:00","1296","64,8","5559840","0","0","",
"29","L00033","FAK201806V00383","04/06/2018 0:00:00","11/06/2018 0:00:00","288","14,4","1235520","0","0","",
"29","L00033","FAK201805V00297","15/05/2018 0:00:00","25/05/2018 0:00:00","1296","64,8","5559840","0","0","",
"29","L07257","FAK201909V00695","12/09/2019 0:00:00","01/01/1900 0:00:00","14200","1905,5","85932000","0","0","",
"29","L00047","FAK201909V00696","12/09/2019 0:00:00","01/01/1900 0:00:00","96","4,32","1142380,8","0","0","",
"29","L07272","FAK201904V00274","16/04/2019 0:00:00","06/05/2019 0:00:00","928","174,4","10437149,13","0","0","",
"29","L07272","FAK201904V00262","16/04/2019 0:00:00","06/05/2019 0:00:00","1504","203,2","13941159,28","0","0","",
"29","L07272","FAK201904V00235","11/04/2019 0:00:00","06/05/2019 0:00:00","480","62,4","4357548,3","0","0","",
"29","L07272","FAK201903V00156","31/03/2019 0:00:00","06/04/2019 0:00:00","640","121,6","7247604,23","0","0","",
"29","L07272","FAK201903V00208","28/03/2019 0:00:00","06/04/2019 0:00:00","288","14,4","1752005,08","0","0","",
"29","L07272","FAK201903V00185","27/03/2019 0:00:00","06/04/2019 0:00:00","768","34,56","11140944,8","0","0","",
"29","L07272","FAK201903V00170","12/03/2019 0:00:00","06/04/2019 0:00:00","1184","161,6","11036127,08","0","0","",
"29","L07272","FAK201902V00070","28/02/2019 0:00:00","27/03/2019 0:00:00","576","67,2","4941549,99","0","0","",
"29","L07272","FAK201902V00071","28/02/2019 0:00:00","27/03/2019 0:00:00","288","12,96","4177854,3","0","0","",
"29","L07272","FAK201902V00133","28/02/2019 0:00:00","27/03/2019 0:00:00","2528","382,4","24962310,1","0","0","",
"29","L07272","FAK201902V00077","12/02/2019 0:00:00","27/03/2019 0:00:00","576","28,8","3504010,15","0","0","",
"29","L07272","FAK201902V00078","12/02/2019 0:00:00","27/03/2019 0:00:00","288","12,96","4177854,3","0","0","",
"29","L07272","FAK201902V00064","06/02/2019 0:00:00","27/03/2019 0:00:00","1280","320","17370288,11","0","0","",
"29","L07272","FAK201901V00040","30/01/2019 0:00:00","27/03/2019 0:00:00","320","80","4342572,03","0","0","",
"29","L07272","FAK201901V00028","23/01/2019 0:00:00","27/03/2019 0:00:00","832","112","7696837,68","0","0","",
"29","L07272","FAK201901V00017","17/01/2019 0:00:00","27/03/2019 0:00:00","1856","233,6","16561678,76","0","0","",
"29","L07272","FAK201812V01158","26/12/2018 0:00:00","25/01/2019 0:00:00","1152","153,6","10601869,88","0","0","",
"29","L07272","FAK201812V01159","26/12/2018 0:00:00","25/01/2019 0:00:00","1056","47,52","10017865,17","0","0","",
"29","L07272","FAK201812V01147","19/12/2018 0:00:00","25/01/2019 0:00:00","400","52","3631290,25","0","0","",
"29","L07272","FAK201812V01120","12/12/2018 0:00:00","25/01/2019 0:00:00","1664","166,4","13237365,63","0","0","",
"29","L07272","FAK201812V01121","12/12/2018 0:00:00","25/01/2019 0:00:00","1680","75,6","24370816,75","0","0","",
"29","L00047","FAK201907V00555","26/07/2019 0:00:00","01/01/1900 0:00:00","1872","84,24","24969376,61","0","0","",
"29","L00071","FAK201908V00646","27/08/2019 0:00:00","01/01/1900 0:00:00","960","43,2","6239904","0","0","",
"29","L07107","FAK201908V00645","27/08/2019 0:00:00","01/01/1900 0:00:00","613","70,505","6019609,37","0","0","",
"29","L07107","FAK201908V00616","14/08/2019 0:00:00","01/01/1900 0:00:00","1236","56,7175","4473920","0","0","",
"29","L07107","FAK201908V00615","14/08/2019 0:00:00","15/08/2019 0:00:00","816","75,575","12582880,68","0","0","",
"29","L07107","FAK201907V00528","16/07/2019 0:00:00","30/07/2019 0:00:00","1226","105,17","12980824,45","0","0","",
"29","L07107","FAK201906V00478","28/06/2019 0:00:00","30/06/2019 0:00:00","1002","47,6725","8658433,69","0","0","",
"29","L07107","FAK201906V00461","24/06/2019 0:00:00","25/06/2019 0:00:00","3011","157,455","26701232,49","0","0","",
"29","L07107","FAK201906V00443","14/06/2019 0:00:00","15/06/2019 0:00:00","3964","143,0263","21818762,95","0","0","",
"29","L07107","FAK201905V00403","31/05/2019 0:00:00","01/06/2019 0:00:00","2581","108,11","9410909,42","0","0","",
"29","L07107","FAK201905V00363","31/05/2019 0:00:00","01/06/2019 0:00:00","2384","112,905","15017838,7","0","0","",
"29","L07107","FAK201905V00427","29/05/2019 0:00:00","29/05/2019 0:00:00","2960","140,325","19853035,73","0","0","",
"29","L07107","FAK201905V00402","29/05/2019 0:00:00","29/05/2019 0:00:00","3125","142,7075","26726773,53","0","0","",
"29","L07107","FAK201904V00270","30/04/2019 0:00:00","01/05/2019 0:00:00","2043","107,0363","18090191,73","0","0","",
"29","L07107","FAK201903V00229","31/03/2019 0:00:00","06/05/2019 0:00:00","2463","115,425","21142751,32","0","0","",
"29","L07107","FAK201903V00201","28/03/2019 0:00:00","06/05/2019 0:00:00","2031","104,5","19187853,93","0","0","",
"29","L07107","FAK201903V00217","28/03/2019 0:00:00","06/05/2019 0:00:00","1","1","94999,99","0","0","",
"29","L07107","FAK201901V00049","31/01/2019 0:00:00","28/02/2019 0:00:00","1153","51,89","11400976","0","0","",
"29","L07107","FAK201901V00047","31/01/2019 0:00:00","28/02/2019 0:00:00","1200","54","15050640","0","0","",
"29","L07107","FAK201901V00038","30/01/2019 0:00:00","28/02/2019 0:00:00","2569","123,38","24306726,35","0","0","",
"29","L07107","FAK201901V00024","23/01/2019 0:00:00","28/02/2019 0:00:00","2592","211,5","24549360","0","0","",
"29","L07107","FAK201901V00025","23/01/2019 0:00:00","28/02/2019 0:00:00","1502","3,1","846351,99","0","0","",
"29","L07107","FAK201901V00009","15/01/2019 0:00:00","28/02/2019 0:00:00","2103","98,82","19589732,36","0","0","",
"29","L07107","FAK201812V01182","28/12/2018 0:00:00","31/12/2018 0:00:00","2592","134,22","21568272","0","0","",
"29","L07107","FAK201812V01148","20/12/2018 0:00:00","31/12/2018 0:00:00","1926","118,88","10963260,02","0","0","",
"29","L07107","FAK201812V01137","14/12/2018 0:00:00","31/12/2018 0:00:00","563","40,915","5654672,55","0","4094153","",
"29","L07107","FAK201812V01108","07/12/2018 0:00:00","31/12/2018 0:00:00","572","38,24","2404600","0","2404600","",
"29","L07107","FAK201812V01109","07/12/2018 0:00:00","31/12/2018 0:00:00","3","0,145","28354,7","0","28355","",
"29","L07107","FAK201812V01098","05/12/2018 0:00:00","31/12/2018 0:00:00","2237","122,54","16584999,9","0","8663342","",
"29","L07107","FAK201811V01091","30/11/2018 0:00:00","31/12/2018 0:00:00","576","48,48","5255448","0","5255448","",
"29","L07107","FAK201811V01068","27/11/2018 0:00:00","30/11/2018 0:00:00","2343","217,035","21614670","0","7200818","",
"29","L07107","FAK201811V01060","26/11/2018 0:00:00","30/11/2018 0:00:00","2","0,2","20999","0","0","",
"29","L07107","FAK201811V01061","26/11/2018 0:00:00","30/11/2018 0:00:00","15","0,903","108077,39","0","0","",
"29","L07107","FAK201811V01062","26/11/2018 0:00:00","30/11/2018 0:00:00","1","0,05","10676","0","0","",
"29","L07107","FAK201811V01052","22/11/2018 0:00:00","30/11/2018 0:00:00","5610","170,61","22288706,62","0","3966776","",
"29","L07107","FAK201811V01005","13/11/2018 0:00:00","30/11/2018 0:00:00","3298","413,755","33075712,88","0","11017546","",
"29","L07107","FAK201810V00968","31/10/2018 0:00:00","07/11/2018 0:00:00","5022","236,2","25160391,78","0","15685358","",
"29","L07107","FAK201810V00915","23/10/2018 0:00:00","07/11/2018 0:00:00","4082","214,55","34815325,34","0","10560826","",
"29","L07107","FAK201810V00878","09/10/2018 0:00:00","23/10/2018 0:00:00","4292","352,835","38553949,53","0","20146545","",
"29","L07107","FAK201809V00788","24/09/2018 0:00:00","28/09/2018 0:00:00","2841","223,365","26366431,29","0","11410403","",
"29","L07107","FAK201809V00778","20/09/2018 0:00:00","28/09/2018 0:00:00","10","0,41","74426","0","74426","",
"29","L07107","FAK201809V00765","18/09/2018 0:00:00","28/09/2018 0:00:00","11","0,7558","68727,9","0","68728","",
"29","L07107","FAK201809V00764","18/09/2018 0:00:00","28/09/2018 0:00:00","17","0,377","136550,5","0","136551","",
"29","L07107","FAK201809V00762","18/09/2018 0:00:00","28/09/2018 0:00:00","3","0,202","21549","0","21549","",
"29","L07107","FAK201809V00761","18/09/2018 0:00:00","28/09/2018 0:00:00","3","0,15","20576,6","0","20577","",
"29","L07107","FAK201809V00763","18/09/2018 0:00:00","28/09/2018 0:00:00","10","1,11","47452,9","0","47453","",
"29","L07107","FAK201809V00725","10/09/2018 0:00:00","28/09/2018 0:00:00","5553","292,2","36550928,84","0","3087687","",
"29","L07107","FAK201808V00691","31/08/2018 0:00:00","03/09/2018 0:00:00","2152","112,26","16442555,8","0","8494411","",
"29","L07107","FAK201808V00635","21/08/2018 0:00:00","21/08/2018 0:00:00","1493","151,415","13983852,58","0","8084424","",
"29","L07107","FAK201808V00634","20/08/2018 0:00:00","20/08/2018 0:00:00","5594","301,86","31310163,02","0","13738771","",
"29","L07107","FAK201808V00596","10/08/2018 0:00:00","30/08/2018 0:00:00","900","40,5","10229095,8","0","9019976","",
"29","L07107","FAK201807V00569","31/07/2018 0:00:00","07/08/2018 0:00:00","96","4,8","804191,52","0","804192","",
"29","L07107","FAK201807V00567","31/07/2018 0:00:00","07/08/2018 0:00:00","3768","40,26","8566800","0","6173401","",
"29","L07107","FAK201807V00568","31/07/2018 0:00:00","07/08/2018 0:00:00","345","63,25","3617560","0","1273633","",
"29","L07107","FAK201807V00526","19/07/2018 0:00:00","02/08/2018 0:00:00","2376","107,4","20188080","0","13768537","",
"29","L07107","FAK201807V00527","19/07/2018 0:00:00","02/08/2018 0:00:00","804","142,8","8441598","0","1602898","",
"29","L07107","FAK201807V00528","19/07/2018 0:00:00","02/08/2018 0:00:00","144","7,2","1206216","0","1206216","",
"29","L07107","FAK201807V00488","10/07/2018 0:00:00","20/07/2018 0:00:00","96","4,8","804144","0","804144","",
"29","L07107","FAK201807V00486","10/07/2018 0:00:00","20/07/2018 0:00:00","1440","56,16","9789120","0","1069746","",
"29","L07107","FAK201807V00487","10/07/2018 0:00:00","20/07/2018 0:00:00","718","87,2","6345451","0","6345451","",
"29","L07107","FAK201806V00436","28/06/2018 0:00:00","04/07/2018 0:00:00","360","16,68","2970000","0","662143","",
"29","L07107","FAK201806V00437","28/06/2018 0:00:00","04/07/2018 0:00:00","612","104,4","6425694","0","0","",
"29","L07107","FAK201806V00438","28/06/2018 0:00:00","04/07/2018 0:00:00","48","2,4","402072","0","0","",
"29","L07107","FAK201806V00427","25/06/2018 0:00:00","04/07/2018 0:00:00","1392","73,44","10524756","0","10524756","",
"29","L07107","FAK201806V00425","25/06/2018 0:00:00","04/07/2018 0:00:00","1853","84,74","14965940","0","12156991","",
"29","L07107","FAK201806V00426","25/06/2018 0:00:00","04/07/2018 0:00:00","332","48,25","3725334,5","0","415507","",
"29","L07107","FAK201806V00406","11/06/2018 0:00:00","21/06/2018 0:00:00","864","43,2","7741008","0","7741008","",
"29","L07107","FAK201806V00404","11/06/2018 0:00:00","21/06/2018 0:00:00","8092","218,12","38414200","0","8253670","",
"29","L07107","FAK201806V00405","11/06/2018 0:00:00","21/06/2018 0:00:00","1164","159","16095424,03","0","6949711","",
"29","L07107","FAK201806V00391","06/06/2018 0:00:00","21/06/2018 0:00:00","48","2,16","343200","0","343200","",
"29","L07107","FAK201805V00338","22/05/2018 0:00:00","25/05/2018 0:00:00","96","4,32","924000","0","0","",
"29","L07107","FAK201805V00305","17/05/2018 0:00:00","21/05/2018 0:00:00","2500","5","1722501","0","0","",
"29","L07107","FAK201805V00299","16/05/2018 0:00:00","17/05/2018 0:00:00","3536","95,83","20033742,8","0","1074992","",
"29","L07107","FAK201805V00300","16/05/2018 0:00:00","17/05/2018 0:00:00","846","148,3","13839928,05","0","4061944","",
"29","L07107","FAK201805V00301","16/05/2018 0:00:00","17/05/2018 0:00:00","1176","58,8","12103148,64","0","7486454","",
"29","L07107","FAK201805V00270","07/05/2018 0:00:00","08/05/2018 0:00:00","3968","62,82","13211480,04","0","8245083","",
"29","L07107","FAK201805V00271","07/05/2018 0:00:00","08/05/2018 0:00:00","506","100,9","7780104","0","2216024","",
"29","L07107","FAK201805V00272","07/05/2018 0:00:00","08/05/2018 0:00:00","1392","69,6","14888060,88","0","14888061","",
"29","L07107","FAK201804V00220","23/04/2018 0:00:00","25/04/2018 0:00:00","540","90","7183440","0","7183440","",
"29","L07107","FAK201804V00216","20/04/2018 0:00:00","25/04/2018 0:00:00","72","7,2","340976,59","0","340977","",
"29","L07107","FAK201804V00217","20/04/2018 0:00:00","25/04/2018 0:00:00","531","26,125","5244863,58","0","2109914","",
"29","L07273","FAK201812V01152","21/12/2018 0:00:00","10/01/2019 0:00:00","520","76","4724896","0","0","",
"29","LO7294","FAK201909V00699","16/09/2019 0:00:00","01/01/1900 0:00:00","180","180","40590000","0","0","",
"29","L07267","FAK201907V00505","03/07/2019 0:00:00","08/07/2019 0:00:00","32","8","400545,63","0","0","",
"29","L07273","FAK201812V01153","21/12/2018 0:00:00","10/01/2019 0:00:00","72","7,2","477417,6","0","0","",
"29","L07273","FAK201812V01154","21/12/2018 0:00:00","10/01/2019 0:00:00","160","40","2337808","0","0","",
"29","L07273","FAK201812V01155","21/12/2018 0:00:00","10/01/2019 0:00:00","72","7,2","477417,6","0","0","",
"29","L00030","FAK201909V00719","23/09/2019 0:00:00","01/01/1900 0:00:00","480","24","2059200","0","0","",
"29","L00029","FAK201909V00720","23/09/2019 0:00:00","01/01/1900 0:00:00","1200","60","5148000","0","0","",
