"kodeunit","tanggal","unsur","kodeafd","kodebud","norek","netral","kodebarang","qtyBrg_RKAP","qtyBrg_PMK","klsKary","jmlHK_RKAP","jmlHsl_RKAP","jmlKary_RKAP","nilai_RKAP","jmlHK_PMK","jmlHsl_PMK","jmlKary_PMK","nilai_PMK","kodeblok","thntnm","HaJelajah_RKAP","HaJelajah_PMK","KMK",
"29","01/09/2019 0:00:00","GU","02","02","400010000","","","0","0","A","0","0","0","48770000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","401010000","","","0","0","B","0","0","0","24386000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","401010000","","","0","0","C","0","0","0","2257000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","401010000","","","0","0","D","0","0","0","69949000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","402010000","","","0","0","D","0","0","0","506886000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","403240000","","","0","0","A","0","0","0","12257000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","403250000","","","0","0","A","0","0","0","8464000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","403260000","","","0","0","A","0","0","0","8839000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","403270000","","","0","0","A","0","0","0","7239000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","403280000","","","0","0","A","0","0","0","7486000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","404130000","","","0","0","B","0","0","0","7320000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","404160000","","","0","0","B","0","0","0","950000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","404170000","","","0","0","B","0","0","0","10021000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","405120000","","","0","0","C","0","0","0","467000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","411080100","","","0","0","D","0","0","0","7989000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","423010000","","","0","0","B","0","0","0","12122000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","423010000","","","0","0","D","0","0","0","10303000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","600000200","0210","","0","0","A","0","0","0","7605000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","600000211","0210","","0","0","A","0","0","0","184000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","600000213","0210","","0","0","A","0","0","0","4179000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","600000216","0210","","0","0","A","0","0","0","770000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","604010100","0210","","0","0","B","0","0","0","2056000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","604010200","0210","","0","0","D","0","0","0","4240000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","604020100","0210","","0","0","B","0","0","0","9231000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","604020200","0210","","0","0","C","0","0","0","2804000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","604020200","0210","","0","0","D","0","0","0","16377000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","604190105","0210","","0","0","B","0","0","0","208000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","604190111","0210","","0","0","B","0","0","0","3149000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","604190113","0210","","0","0","B","0","0","0","214000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","604190115","0210","","0","0","B","0","0","0","0","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","604190116","0210","","0","0","B","0","0","0","2470000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","604190211","0210","","0","0","C","0","0","0","808000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","604190215","0210","","0","0","C","0","0","0","0","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","604190216","0210","","0","0","C","0","0","0","934000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","605010000","0210","","0","0","B","0","0","0","51837000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","605020100","0210","","0","0","C","0","0","0","18854000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","605020200","0210","","0","0","D","0","0","0","124848000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","605030000","0210","","0","0","D","0","0","0","6919000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","605190104","0210","","0","0","B","0","0","0","2660000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","GU","02","02","605190105","0210","","0","0","B","0","0","0","5495000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","403010100","","","0","0","","0","0","0","4655000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","403020000","","","0","0","","0","0","0","0","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","403040000","","","0","0","","0","0","0","557000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","403060000","","","0","0","","0","0","0","1119000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","403090000","","","0","0","","0","0","0","2083000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","403100000","","","0","0","","0","0","0","2952000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","403120000","","","0","0","","0","0","0","4518000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","403210000","","","0","0","","0","0","0","4095000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","403230000","","","0","0","","0","0","0","0","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","404010100","","","0","0","","0","0","0","8629000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","404020000","","","0","0","","0","0","0","29505000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","404030000","","","0","0","","0","0","0","0","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","404050000","","","0","0","","0","0","0","1114000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","404060000","","","0","0","","0","0","0","667000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","404080000","","","0","0","","0","0","0","0","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","404100000","","","0","0","","0","0","0","1820000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","405010100","","","0","0","","0","0","0","13193000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","405020000","","","0","0","","0","0","0","0","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","405050000","","","0","0","","0","0","0","0","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","405060000","","","0","0","","0","0","0","163000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","405070000","","","0","0","","0","0","0","57000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","406010000","","","0","0","","0","0","0","11136000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","406020000","","","0","0","","0","0","0","13920000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","406030000","","","0","0","","0","0","0","6682000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","406040000","","","0","0","","0","0","0","3341000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","407020000","","","0","0","","0","0","0","9466000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","407050000","","","0","0","","0","0","0","0","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","420030000","","","0","0","","0","0","0","700000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","421010000","","","0","0","","0","0","0","0","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","421040000","","","0","0","","0","0","0","0","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","421050000","","","0","0","","0","0","0","0","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","422030000","","","0","0","","0","0","0","5028000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","422040000","","","0","0","","0","0","0","47000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","422060000","","","0","0","","0","0","0","3259000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","423050000","","","0","0","","0","0","0","917000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","426010000","","","0","0","","0","0","0","0","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","426020000","","","0","0","","0","0","0","2100000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","426030000","","","0","0","","0","0","0","1750000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","426040000","","","0","0","","0","0","0","2565000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","426050000","","","0","0","","0","0","0","150000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","426060000","","","0","0","","0","0","0","275000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","426080000","","","0","0","","0","0","0","3000000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","426090000","","","0","0","","0","0","0","300000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","426100000","","","0","0","","0","0","0","2400000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","426110000","","","0","0","","0","0","0","0","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","426120000","","","0","0","","0","0","0","900000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","490000200","","","0","0","","0","0","0","328321000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","600000201","0210","","0","0","","0","0","0","0","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","600000204","0210","","0","0","","0","0","0","759000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","600000205","0210","","0","0","","0","0","0","288000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","600000207","0210","","0","0","","0","0","0","184000","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","600000215","0210","","0","0","","0","0","0","0","0","0","0","0","","","","","01",
"29","01/09/2019 0:00:00","LL","02","02","604190101","0210","","0","0","","0","0","0","0","0","0","0","0","","","","","01",
