"KodeUnit","tanggal","kodebud","kodeafd","nobukti","norek","netral","uraian","dk","nilai",
"29","01/09/2019 0:00:00","02","02","RTR201909V00019","820022900","","Retur 3 Dus Teh Hijau Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g) dari PT.LION SUPER INDO","D","41427,24",
"29","01/09/2019 0:00:00","02","02","RTR201909V00018","820022900","","Retur 1 Dus Teh Hijau Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g) dari PT.LION SUPER INDO","D","13809,08",
"29","01/09/2019 0:00:00","02","02","RTR201909V00018","820022900","","Retur 5 Dus Teh Hitam Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g) dari PT.LION SUPER INDO","D","69045,4",
"29","01/09/2019 0:00:00","02","02","RTR201909V00019","820022900","","Retur 11 Dus Teh Hitam Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g) dari PT.LION SUPER INDO","D","151899,88",
"29","01/09/2019 0:00:00","02","02","RTR201909V00019","820022900","","Retur 363 Dus Teh Wangi Klasik Celup SC Walini-Dus 45 g (25 TB x 1,8 g) dari PT.LION SUPER INDO","D","3104637,36",
"29","01/09/2019 0:00:00","02","02","RTR201909V00018","820022900","","Retur 19 Dus Teh Wangi Klasik Celup SC Walini-Dus 45 g (25 TB x 1,8 g) dari PT.LION SUPER INDO","D","162501,68",
"29","01/09/2019 0:00:00","02","02","RTR201909V00001","820022900","","Retur 123 Dus Teh Wangi Klasik Celup SC Walini-Dus 45 g (25 TB x 1,8 g) dari PT.LION SUPER INDO","D","1849204,14",
"29","01/09/2019 0:00:00","02","02","RTR201909V00004","820022900","","Retur 39 Dus Teh Wangi Klasik Celup SC Walini-Dus 45 g (25 TB x 1,8 g) dari PT.LION SUPER INDO","D","586333,02",
"29","01/09/2019 0:00:00","02","02","RTR201909V00004","820022900","","Retur 7 Dus Teh Hijau Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g) dari PT.LION SUPER INDO","D","143127,04",
"29","01/09/2019 0:00:00","02","02","RTR201909V00001","820022900","","Retur 35 Dus Teh Hijau Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g) dari PT.LION SUPER INDO","D","715635,2",
"29","01/09/2019 0:00:00","02","02","RTR201909V00018","820022900","","Retur 4 Dus Teh Hitam Celup SC Goalpara -Dus 50 g (25 TB x 2 g) dari PT.LION SUPER INDO","D","23163,64",
"29","01/09/2019 0:00:00","02","02","RTR201909V00019","820022900","","Retur 3 Dus Teh Hitam Celup SC Goalpara -Dus 50 g (25 TB x 2 g) dari PT.LION SUPER INDO","D","17372,73",
"29","01/09/2019 0:00:00","02","02","RTR201909V00001","820022900","","Retur 3 Dus Teh Hitam Celup SC Goalpara -Dus 50 g (25 TB x 2 g) dari PT.LION SUPER INDO","D","17372,73",
"29","01/09/2019 0:00:00","02","02","RTR201909V00018","820022900","","Retur 3 Bungkus Teh Hitam Seduh Goalpara 250 g-Bungkus 250 g (32 x 250 g) dari PT.LION SUPER INDO","D","38754,51",
"29","01/09/2019 0:00:00","02","02","RTR201909V00019","820022900","","Retur 3 Bungkus Teh Hitam Seduh Goalpara 250 g-Bungkus 250 g (32 x 250 g) dari PT.LION SUPER INDO","D","38754,51",
"29","01/09/2019 0:00:00","02","02","RTR201909V00001","820022900","","Retur 4 Bungkus Teh Hitam Seduh Goalpara 250 g-Bungkus 250 g (32 x 250 g) dari PT.LION SUPER INDO","D","51672",
"29","01/09/2019 0:00:00","02","02","RTR201909V00004","820022900","","Retur 1 Bungkus Teh Hitam Seduh Goalpara 250 g-Bungkus 250 g (32 x 250 g) dari PT.LION SUPER INDO","D","12918,17",
"29","01/09/2019 0:00:00","02","02","RTR201909V00009","820022900","","Retur 6 Dus Teh Hitam Celup SC Goalpara -Dus 50 g (25 TB x 2 g) dari PT.SINARSAHABAT INTIMAKMUR","D","28494,72",
"29","01/09/2019 0:00:00","02","02","RTR201909V00011","820022900","","Retur 1 Dus Teh Lemon Celup DC Walini-Dus 50 g (25 TB x 2 g) dari PT.SINARSAHABAT INTIMAKMUR","D","9553,64",
"29","01/09/2019 0:00:00","02","02","RTR201909V00020","820022900","","Retur 177 Dus Teh Hitam Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g) dari PT.SINARSAHABAT INTIMAKMUR","D","2553692,28",
"29","01/09/2019 0:00:00","02","02","RTR201909V00012","820022900","","Retur 5 Dus Teh Hitam Celup Walini Klasik Amplop-Dus 45 g (25 TB x 1,8 g) dari PT.SINARSAHABAT INTIMAKMUR","D","47158,6",
"29","01/09/2019 0:00:00","02","02","RTR201909V00003","820022900","","Retur 112 Dus Teh Lemon Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g) dari PT.SINARSAHABAT INTIMAKMUR","D","1070007,68",
"29","01/09/2019 0:00:00","02","02","RTR201909V00021","820022900","","Retur 2 Dus Teh Lemon Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g) dari PT.SINARSAHABAT INTIMAKMUR","D","32976,7",
"29","01/09/2019 0:00:00","02","02","RTR201909V00002","820022900","","Retur 1 Bungkus Teh Hitam Seduh Goalpara 250 g-Bungkus 250 g (32 x 250 g) dari PT.SINARSAHABAT INTIMAKMUR","D","11225",
"29","01/09/2019 0:00:00","02","02","RTR201909V00012","820022900","","Retur 1 Bungkus Teh Hitam Seduh Goalpara 100 g-Bungkus 100 g (72 x 100 g) dari PT.SINARSAHABAT INTIMAKMUR","D","4387",
"29","01/09/2019 0:00:00","02","02","RTR201909V00010","820022900","","Retur 3 Bungkus Teh Hitam Seduh Goalpara 250 g-Bungkus 250 g (32 x 250 g) dari PT.SINARSAHABAT INTIMAKMUR","D","33675,57",
"29","01/09/2019 0:00:00","02","02","RTR201909V00005","820022900","","Retur 5 Bungkus Teh Hitam Seduh Goalpara 250 g-Bungkus 250 g (32 x 250 g) dari Naga Pekayon","D","59590",
"29","01/09/2019 0:00:00","02","02","RTR201909V00005","820022900","","Retur 2 Bungkus Teh Hitam Seduh Goalpara 100 g-Bungkus 100 g (72 x 100 g) dari Naga Pekayon","D","10363",
"29","01/09/2019 0:00:00","02","02","RTR201909V00005","820022900","","Retur 171 Dus Teh Hitam Celup Walini Klasik Amplop-Dus 45 g (25 TB x 1,8 g) dari Naga Pekayon","D","2729160",
"29","01/09/2019 0:00:00","02","02","RTR201909V00005","820022900","","Retur 128 Dus Teh Hitam Celup SC Goalpara -Dus 50 g (25 TB x 2 g) dari Naga Pekayon","D","663270,4",
"29","01/09/2019 0:00:00","02","02","RTR201909V00005","820022900","","Retur 126 Dus Teh Hijau Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g) dari Naga Pekayon","D","2441880",
"29","01/09/2019 0:00:00","02","02","RTR201909V00005","820022900","","Retur 80 Dus Teh Wangi Klasik Celup SC Walini-Dus 45 g (25 TB x 1,8 g) dari Naga Pekayon","D","1140000",
"29","01/09/2019 0:00:00","02","02","RTR201909V00005","820022900","","Retur 47 Dus Teh Wangi Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g) dari Naga Pekayon","D","669750",
"29","01/09/2019 0:00:00","02","02","RTR201909V00008","820022900","","Retur 3 Bungkus Teh Hitam Seduh Goalpara 100 g-Bungkus 100 g (72 x 100 g) dari PT.MIDI UTAMA INDONESIA Tbk","D","15453",
"29","01/09/2019 0:00:00","02","02","RTR201909V00007","820022900","","Retur 5 Bungkus Teh Hitam Seduh Goalpara 100 g-Bungkus 100 g (72 x 100 g) dari PT.MIDI UTAMA INDONESIA Tbk","D","25755",
"29","01/09/2019 0:00:00","02","02","RTR201909V00013","820022900","","Retur 2 Bungkus Teh Hitam Seduh Goalpara 100 g-Bungkus 100 g (72 x 100 g) dari PT.MIDI UTAMA INDONESIA Tbk","D","10302",
"29","01/09/2019 0:00:00","02","02","RTR201909V00015","820022900","","Retur 2 Bungkus Teh Hitam Seduh Goalpara 100 g-Bungkus 100 g (72 x 100 g) dari PT.MIDI UTAMA INDONESIA Tbk","D","10302,46",
"29","01/09/2019 0:00:00","02","02","RTR201909V00014","820022900","","Retur 8 Bungkus Teh Hitam Seduh Goalpara 100 g-Bungkus 100 g (72 x 100 g) dari PT.MIDI UTAMA INDONESIA Tbk","D","41208",
"29","01/09/2019 0:00:00","02","02","RTR201909V00016","820022900","","Retur 7 Bungkus Teh Hitam Seduh Goalpara 100 g-Bungkus 100 g (72 x 100 g) dari PT.MIDI UTAMA INDONESIA Tbk","D","36058,61",
"29","01/09/2019 0:00:00","02","02","RTR201909V00017","820022900","","Retur 1 Bungkus Teh Hitam Seduh Goalpara 100 g-Bungkus 100 g (72 x 100 g) dari PT.MIDI UTAMA INDONESIA Tbk","D","5151,23",
"29","01/09/2019 0:00:00","02","02","RTR201909V00014","820022900","","Retur 6 Dus Teh Hitam Celup SC Goalpara -Dus 50 g (25 TB x 2 g) dari PT.MIDI UTAMA INDONESIA Tbk","D","31002",
"29","01/09/2019 0:00:00","02","02","RTR201909V00016","820022900","","Retur 2 Dus Teh Hitam Celup SC Goalpara -Dus 50 g (25 TB x 2 g) dari PT.MIDI UTAMA INDONESIA Tbk","D","10334,56",
"29","01/09/2019 0:00:00","02","02","RTR201909V00015","820022900","","Retur 1 Dus Teh Hitam Celup SC Goalpara -Dus 50 g (25 TB x 2 g) dari PT.MIDI UTAMA INDONESIA Tbk","D","5167,28",
