"kd_bud","kd_jnsprod","kd_kelompok","No_Produk","Varian","Jenis","Merk","Kd_Satuan","kd_kemasan","Berat","Ukuran","kd_Produk","Nm_Produk","kd_grade","Uraian","DusPerMC","BeratPerMC","Sts",
"02","0210","113","301","Hitam","Celup SC","Sedap M.A-25 HP (Hotel Panghegar)","01","11","50,00000","(25 TB x 2 g)","8992829113301","Teh Hitam Celup SC Sedap M.A-25 HP (Hotel Panghegar)-Plastik 50 Kg (25 TB x 2 g)","11301","","0","0","Tidak",
"02","0210","113","302","Hitam","Celup SC","Sedap M.A-25 HR (Hotel Restoran)","01","11","50,00000","(25 TB x 2 g)","8992829113302","Teh Hitam Celup SC Sedap M.A-25 HR (Hotel Restoran)-Plastik 50 Kg (25 TB x 2 g)","11302","","0","0","Tidak",
"02","0210","113","303","Hitam","Celup SC","Sedap M.A-25 HI (Hotel Indonesia)","01","11","50,00000","(25 TB x 2 g)","8992829113303","Teh Hitam Celup SC Sedap M.A-25 HI (Hotel Indonesia)-Plastik 50 Kg (25 TB x 2 g)","11303","","0","0","Tidak",
"02","0210","113","304","Hitam","Celup SC","Sedap Hotel","01","11","50,00000","(25 TB x 2 g)","8992829113304","Teh Hitam Celup SC Sedap Hotel-Plastik 50 Kg (25 TB x 2 g)","11304","","0","0","Tidak",
"02","0210","113","305","Hitam","Celup SC","Sedap M.B-25 M","01","11","2,00000","","8992829113305","Teh Hitam Celup SC Sedap M.B-25 M-Plastik 2 Kg","11305","","0","0","Tidak",
"02","0210","113","306","Hitam","Seduh","Sedap","01","11","50,00000","(25 TB x 2 g)","8992829113306","Teh Hitam Seduh Sedap-Plastik 50 Kg (25 TB x 2 g)","11306","","0","0","Tidak",
"02","0210","113","307","Hitam","Seduh","Sedap","01","11","25,00000","(25 TB x 2 g)","8992829113307","Teh Hitam Seduh Sedap-Plastik 25 Kg (25 TB x 2 g)","11307","","0","0","Tidak",
"02","0210","107","722","Mint","Seduh","Walini","38","11","100,00000","","8992829107722","Teh Mint Seduh Walini-Plastik 100 g","10722","10714","0","0","Tidak",
"02","0210","107","723","Leci","Seduh","Walini","38","11","100,00000","","8992829107723","Teh Leci Seduh Walini-Plastik 100 g","10723","10715","0","0","Tidak",
"02","0210","107","724","Apel","Seduh","Walini","38","11","100,00000","","8992829107724","Teh Apel Seduh Walini-Plastik 100 g","10724","10716","0","0","Tidak",
"02","0210","107","725","Wangi","Seduh","Walini","38","11","100,00000","","8992829107725","Teh Wangi Seduh Walini-Plastik 100 g","10725","10717","0","0","Tidak",
"02","0210","107","726","Kayu Manis","Seduh","Walini","38","11","100,00000","","8992829107726","Teh Kayu Manis Seduh Walini-Plastik 100 g","10726","10718","0","0","Tidak",
"02","0210","107","727","Blackcurrant","Seduh","Walini","38","11","100,00000","","8992829107727","Teh Blackcurrant Seduh Walini-Plastik 100 g","10727","10719","0","0","Tidak",
"02","0210","107","728","Earl Grey","Seduh","Walini","38","11","100,00000","","8992829107728","Teh Earl Grey Seduh Walini-Plastik 100 g","10728","10720","0","0","Tidak",
"02","0210","107","729","Vanila","Seduh","Walini","38","11","100,00000","","8992829107729","Teh Vanila Seduh Walini-Plastik 100 g","10729","10721","0","0","Tidak",
"02","0210","107","730","Hitam","Seduh","Walini","38","15","100,00000","","8992829107730","Teh Hitam Seduh Walini-Bungkus 100 g","10730","10722","0","0","Tidak",
"02","0210","107","731","Hitam","Seduh","Walini","38","17","50,00000","","8992829107731","Teh Hitam Seduh Walini-Paper Pouch 50 g","10731","10723","1","0,05","Tidak",
"02","0210","107","732","Hitam","Seduh","Walini","38","17","50,00000","","8992829107732","Teh Hitam Seduh Walini-Paper Pouch 50 g","10732","10724","1","0,05","Ya",
"02","0210","107","733","Putih","Seduh","Walini","38","17","50,00000","","8992829107733","Teh Putih Seduh Walini-Paper Pouch 50 g","10733","10725","1","0,05","Ya",
"02","0210","100","000","Hitam","Celup DC","Walini","38","01","50,00000","(25 TB x 2 g)","8992829100000","Teh Hitam Celup DC Walini-Dus 50 g (25 TB x 2 g)","10000","","24","1,2","Ya",
"02","0210","100","001","Jahe","Celup DC","Walini","38","01","50,00000","(25 TB x 2 g)","8992829100001","Teh Jahe Celup DC Walini-Dus 50 g (25 TB x 2 g)","10001","","24","1,2","Ya",
"02","0210","100","002","Lemon","Celup DC","Walini","38","01","50,00000","(25 TB x 2 g)","8992829100002","Teh Lemon Celup DC Walini-Dus 50 g (25 TB x 2 g)","10002","","24","1,2","Ya",
"02","0210","100","003","Organik","Celup DC","Walini","38","01","50,00000","(25 TB x 2 g)","8992829100003","Teh Organik Celup DC Walini-Dus 50 g (25 TB x 2 g)","10003","","24","1,2","Tidak",
"02","0210","100","004","Hijau","Celup DC","Walini","38","01","50,00000","(25 TB x 2 g)","8992829100004","Teh Hijau Celup DC Walini-Dus 50 g (25 TB x 2 g)","10004","","24","1,2","Ya",
"02","0210","100","005","Mint","Celup DC","Walini","38","01","50,00000","(25 TB x 2 g)","8992829100005","Teh Mint Celup DC Walini-Dus 50 g (25 TB x 2 g)","10005","","24","1,2","Ya",
"02","0210","100","006","Leci","Celup DC","Walini","38","01","50,00000","(25 TB x 2 g)","8992829100006","Teh Leci Celup DC Walini-Dus 50 g (25 TB x 2 g)","10006","","24","1,2","Ya",
"02","0210","100","007","Apel","Celup DC","Walini","38","01","50,00000","(25 TB x 2 g)","8992829100007","Teh Apel Celup DC Walini-Dus 50 g (25 TB x 2 g)","10007","","24","1,2","Ya",
"02","0210","100","008","Wangi","Celup DC","Walini","38","01","50,00000","(25 TB x 2 g)","8992829100008","Teh Wangi Celup DC Walini-Dus 50 g (25 TB x 2 g)","10008","","24","1,2","Ya",
"02","0210","100","009","Kayu Manis","Celup DC","Walini","38","01","50,00000","(25 TB x 2 g)","8992829100009","Teh Kayu Manis Celup DC Walini-Dus 50 g (25 TB x 2 g)","10009","","24","1,2","Ya",
"02","0210","100","010","Blackcurrant","Celup DC","Walini","38","01","50,00000","(25 TB x 2 g)","8992829100010","Teh Blackcurrant Celup DC Walini-Dus 50 g (25 TB x 2 g)","10010","","24","1,2","Ya",
"02","0210","100","011","Hitam","Celup SC","Walini","38","01","50,00000","(25 TB x 2 g)","8992829100011","Teh Hitam Celup SC Walini-Dus 2 g (25 TB x 2 g)","10011","","24","1,2","Tidak",
"02","0210","100","012","Hitam","Celup DC","Walini","38","01","50,00000","(25 TB x 2 g)","8992829100012","Teh Earl Grey Celup DC Walini-Dus 50 g (25 TB x 2 g)","10012","","24","1,2","Tidak",
"02","0210","100","013","Hitam","Celup DC","Walini","38","01","50,00000","(25 TB x 2 g)","8992829100013","Teh Vanila Celup DC Walini-Dus 50 g (25 TB x 2 g)","10013","","24","1,2","Tidak",
"02","0210","100","014","Hitam","Celup DC","Walini","38","01","50,00000","(25 TB x 2 g)","8992829100014","Teh Chamomile Celup DC Walini-Dus 50 g (25 TB x 2 g)","10014","","24","1,2","Tidak",
"02","0210","100","016","Hitam Klasik","Celup","Walini","38","01","50,00000","(25 TB x 2 g)","8992829100016","Teh Hitam Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","10016","","48","2,16","Ya",
"02","0210","100","019","Hitam Klasik","Celup","Walini","38","01","90,00000","(50 TB x 18 g)","8992829100017","Teh Hitam Klasik Celup Walini-Dus 90 g (25 TB x 1,8 g)","10017","","28","2,52","Tidak",
"02","0210","100","019","Hitam Klasik","Celup","Walini","38","01","180,00000","(100 TB x 1,8 g)","8992829100018","Teh Hitam Klasik Celup Walini-Dus 180 g (25 TB x 1,8 g)","10018","","16","2,88","Tidak",
"02","0210","107","734","Hijau","Seduh","Walini","38","17","50,00000","","8992829107734","Teh Hijau Seduh Walini-Paper Pouch 50 g","10734","10726","1","0,05","Ya",
"02","0210","107","735","Putih","Seduh","Walini","38","11","10,00000","","8992829107735","Teh Putih Seduh Walini-Metalize 10 g","10735","","0","0","Tidak",
"02","0210","107","736","Putih","Seduh","Walini","38","11","25,00000","","8992829107736","Teh Putih Seduh Walini-Metalize 25 g","10736","","0","0","Tidak",
"02","0210","100","019","Wangi","Celup","Walini","38","01","45,00000","(25 TB x 18 g)","8992829100019","Teh Wangi Celup Walini-Dus 45 g (25 TB x 1,8 g)","10019","","24","1,2","Ya",
"02","0210","100","020","Hitam Klasik","Celup","Walini","38","01","45,00000","(25 TB x 18 g)","8992829100020","Teh Hitam Celup Walini Klasik Amplop-Dus 45 g (25 TB x 1,8 g)","10020","","48","2,16","Ya",
"02","0210","100","021","Lemon Klasik","Celup","Walini","38","01","45,00000","(25 TB x 18 g)","8992829100021","Teh Lemon Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","10021","","48","2,16","Ya",
"02","0210","100","021","Leci Klasik","Celup","Walini","38","01","45,00000","(25 TB x 18 g)","8992829100023","Teh Leci Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","10023","","48","2,16","Ya",
"02","0210","100","022","Wangi Klasik","Celup","Walini","38","01","45,00000","(25 TB x 18 g)","8992829100024","Teh Wangi Klasik Celup SC Walini-Dus 45 g (25 TB x 1,8 g)","10024","","48","2,16","Ya",
"02","0210","100","022","Hijau Klasik","Celup","Walini","38","01","45,00000","(25 TB x 18 g)","8992829100022","Teh Hijau Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","10022","","48","2,16","Ya",
"02","0210","100","025","Lemon Klasik Amplop","Celup","Walini","38","01","45,00000","(25 TB x 18 g)","8992829100025","Teh Lemon Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","10025","","48","2,16","Ya",
"02","0210","100","026","Hijau Klasik Amplop","Celup","Walini","38","01","45,00000","(25 TB x 18 g)","8992829100026","Teh Hijau Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","10026","","48","2,16","Ya",
"02","0210","100","027","Leci Klasik Amplop","Celup","Walini","38","01","45,00000","(25 TB x 18 g)","8992829100027","Teh Leci Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","10027","","48","2,16","Ya",
"02","0210","100","028","Wangi Klasik Amplop","Celup","Walini","38","01","45,00000","(25 TB x 18 g)","8992829100028","Teh Wangi Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","10028","","48","2,16","Ya",
"02","0210","100","029","Hitam Reguler","Celup","Walini","38","01","45,00000","(25 TB x 1,8 9)","8992829100029","Teh Hitam Celup Walini Reguler-Dus 45 g (25 TB x 1,8 g)","10029","","48","2,16","Ya",
"02","0210","101","176","Wangi","Celup SC","Jayakarta","38","02","2,00000","","8992829101176","Teh Wangi Celup SC Jayakarta-Paper Sachet 2 g","10176","","500","1","Ya",
"02","0210","101","177","Organik","Celup SC","Walini Reguler","38","02","2,00000","","8992829101177","Teh Organik Celup SC Walini Reguler-Paper Sachet 2 g","10177","","500","1","Ya",
"02","0210","101","178","Hijau","Celup SC","Bumi Asih","38","02","2,00000","","8992829101178","Teh Hijau Celup SC Bumi Asih-Paper Sachet 2 g","10178","","500","1","Ya",
"02","0210","101","179","Jahe","Celup SC","Bumi Asih","38","02","2,00000","","8992829101179","Teh Jahe Celup SC Bumi Asih-Paper Sachet 2 g","10179","","500","1","Ya",
"02","0210","101","180","Lemon","Celup SC","Bumi Asih","38","02","2,00000","","8992829101180","Teh Lemon Celup SC Bumi Asih-Paper Sachet 2 g","10180","","500","1","Ya",
"02","0210","101","181","Hitam","Celup SC","IBIS","38","02","2,00000","","8992829101181","Teh Hitam Celup SC IBIS-Paper Sachet 2 g","10181","","500","1","Ya",
"02","0210","101","182","Hitam","Celup SC","Surakarta","38","02","2,00000","","8992829101182","Teh Hitam Celup SC Surakarta-Paper Sachet 2 g","10182","","500","1","Ya",
"02","0210","101","183","Leci","Celup SC","Surakarta","38","02","2,00000","","8992829101183","Teh Leci Celup SC Surakarta-Paper Sachet 2 g","10183","","500","1","Ya",
"02","0210","101","184","Blackcurrant","Celup SC","Surakarta","38","02","2,00000","","8992829101184","Teh Blackcurrant Celup SC Surakarta-Paper Sachet 2 g","10184","","500","1","Ya",
"02","0210","101","185","Apel","Celup SC","Surakarta","38","02","2,00000","","8992829101185","Teh Apel Celup SC Surakarta-Paper Sachet 2 g","10185","","500","1","Ya",
"02","0210","101","186","Hijau","Celup SC","Clarity","38","02","2,00000","","8992829101186","Teh Hijau Celup SC Clarity-Paper Sachet 2 g","10186","","500","1","Ya",
"02","0210","101","187","Lemon","Celup SC","Clarity","38","02","2,00000","","8992829101187","Teh Lemon Celup SC Clarity-Paper Sachet 2 g","10187","","500","1","Ya",
"02","0210","101","188","Wangi","Celup SC","Clarity","38","02","2,00000","","8992829101188","Teh Wangi Celup SC Clarity-Paper Sachet 2 g","10188","","500","1","Ya",
"02","0210","101","189","Earl Grey","Celup SC","Clarity","38","02","2,00000","","8992829101189","Teh Earl Grey Celup SC Clarity-Paper Sachet 2 g","10189","","500","1","Ya",
"02","0210","101","190","Wangi","Celup SC","Bidakara","38","02","2,00000","","8992829101190","Teh Wangi Celup SC Bidakara-Paper Sachet 2 g","10190","","500","1","Ya",
"02","0210","101","191","Hijau","Celup SC","Delonix","38","02","2,00000","","8992829101191","Teh Hijau Celup SC Delonix-Paper Sachet 2 g","10191","","500","1","Ya",
"02","0210","101","192","Hijau","Celup SC","Gracia","38","02","2,00000","","8992829101192","Teh Hijau Celup SC Gracia-Paper Sachet 2 g","10192","","500","1","Ya",
"02","0210","101","193","Blackcurrant","Celup SC","Gracia","38","02","2,00000","","8992829101193","Teh Blackcurrant Celup SC Gracia-Paper Sachet 2 g","10193","","500","1","Ya",
"02","0210","101","194","Apel","Celup SC","Gracia","38","02","2,00000","","8992829101194","Teh Apel Celup SC Gracia-Paper Sachet 2 g","10194","","500","1","Ya",
"02","0210","101","195","Hitam Klasik","Celup","Walini","38","04","2,00000","","8992829101195","Teh Hitam Klasik Celup Walini-Amplop 2 g","10195","","500","0,9","Ya",
"02","0210","101","196","Wangi","Celup SC","Meize","38","02","2,00000","","8992829101196","Teh Wangi Celup SC Meize-Amplop 2 g","10196","","500","1","Ya",
"02","0210","101","197","Hitam","Celup SC","Meize","38","02","2,00000","","8992829101197","Teh Hitam Celup SC Meize-Amplop 2 g","10197","","500","1","Ya",
"02","0210","101","198","Hitam Klasik","Celup","Walini","38","04","1,80000","","8992829101198","Teh Hitam Klasik Celup Walini-Amplop 1.8 g","10198","","500","0,9","Ya",
"02","0210","101","199","English Breakfast Klasik","Celup","Walini","38","02","1,80000","","8992829101199","Teh English Breakfast Klasik Celup Walini-Paper Sachet 1.8 g","10199","","500","0,9","Ya",
"02","0210","101","200","Lemon Klasik","Celup","Walini","38","02","1,80000","","8992829101200","Teh Lemon Klasik Celup Walini-Paper Sachet 1.8 g","10200","","500","0,9","Ya",
"02","0210","101","201","Leci Klasik","Celup","Walini","38","02","1,80000","","8992829101201","Teh Leci Klasik Celup Walini-Paper Sachet 1.8 g","10201","","500","0,9","Ya",
"02","0210","101","202","Hijau Klasik","Celup","Walini","38","02","1,80000","","8992829101202","Teh Hijau Klasik Celup Walini-Paper Sachet 1.8 g","10202","","500","0,9","Ya",
"02","0210","101","203","Wangi Klasik","Celup","Walini","38","02","1,80000","","8992829101203","Teh Wangi Klasik Celup Walini-Paper Sachet 1.8 g","10203","","500","0,9","Ya",
"02","0210","101","404","Hitam","Celup","Walini","38","01","45,00000","25 TB x 1,8 g","8992829101404","Teh Hitam Celup SC Klasik Walini Dus/Amplop-Dus 45 g 25 TB x 18 g","10404","","48","1","Ya",
"02","0210","105","500","Hitam","Seduh","Walini","38","01","100,00000","","8992829105500","Teh Hitam Seduh Walini-Dus 100 g","10500","","48","4,8","Ya",
"02","0210","105","501","Hijau","Seduh","Walini","38","01","100,00000","","8992829105501","Teh Hijau Seduh Walini-Dus 100 g","10501","","24","2,4","Ya",
"02","0210","105","502","Hitam BP 1","Seduh","Walini","38","01","200,00000","","8992829105502","Teh Hitam BP 1 Seduh Walini-Dus 200 g","10502","","72","14,4","Ya",
"02","0210","105","503","Hitam","Seduh","Walini","38","06","100,00000","","8992829105503","Teh Hitam Seduh Walini-Composit 100 g","10503","","24","0","Tidak",
"02","0210","105","504","Jahe","Seduh","Walini","38","06","100,00000","","8992829105504","Teh Jahe Seduh Walini-Composit 100 g","10504","","0","0","Tidak",
"02","0210","105","505","Lemon","Seduh","Walini","38","06","100,00000","","8992829105505","Teh Lemon Seduh Walini-Composit 100 g","10505","","0","0","Tidak",
"02","0210","105","506","Hijau","Seduh","Walini","38","06","100,00000","","8992829105506","Teh Hijau Seduh Walini-Composit 100 g","10506","","0","0","Tidak",
"02","0210","105","507","Hitam","Seduh","Walini","38","06","60,00000","","8992829105507","Teh Hitam Seduh Walini-Composit 60 g","10507","","0","0","Tidak",
"02","0210","105","508","Jahe","Seduh","Walini","38","06","60,00000","","8992829105508","Teh Jahe Seduh Walini-Composit 60 g","10508","","0","0","Tidak",
"02","0210","105","509","Lemon","Seduh","Walini","38","06","60,00000","","8992829105509","Teh Lemon Seduh Walini-Composit 60 g","10509","","0","0","Tidak",
"02","0210","105","510","Hijau","Seduh","Walini","38","06","60,00000","","8992829105510","Teh Hijau Seduh Walini-Composit 60 g","10510","","0","0","Tidak",
"02","0210","105","511","Hitam","Seduh","Walini","38","06","30,00000","","8992829105511","Teh Hitam Seduh Walini-Composit 30 g","10511","","0","0","Tidak",
"02","0210","105","512","Jahe","Seduh","Walini","38","06","30,00000","","8992829105512","Teh Jahe Seduh Walini-Composit 30 g","10512","","0","0","Tidak",
"02","0210","105","513","Lemon","Seduh","Walini","38","06","30,00000","","8992829105513","Teh Lemon Seduh Walini-Composit 30 g","10513","","0","0","Tidak",
"02","0210","105","514","Hijau","Seduh","Walini","38","06","30,00000","","8992829105514","Teh Hijau Seduh Walini-Composit 30 g","10514","","0","0","Tidak",
"02","0210","105","515","Putih","Seduh","Walini","38","07","50,00000","(2 x 25 g)","8992829105515","Teh Putih Seduh Walini-Box 50 g (2 x 25 g)","10515","","1","0,05","Ya",
"02","0210","105","516","Putih","Seduh","Walini","38","14","10,00000","","8992829105516","Teh Putih Seduh Walini-Bungkus 10 g","10516","","1","0,01","Ya",
"02","0210","105","517","Putih","Seduh","Walini","38","14","25,00000","","8992829105517","Teh Putih Seduh Walini-Composit 25 g","10517","","25","0,025","Ya",
"02","0210","105","520","Putih","Seduh","Walini","38","06","50,00000","","8992829105520","Teh Putih Seduh Walini-Composit 50 g","10520","","0","0","Tidak",
"02","0210","105","521","Hijau Gun Powder","Seduh","Walini","38","16","100,00000","","8992829105521","Teh Hijau Gun Powder (D2) Seduh Walini-Tabung Mika 100 g","10521","","0","0","Tidak",
"02","0210","105","522","Hitam BP 1","Seduh","Walini","38","01","200,00000","","8992829105522","Teh Hitam BP 1 Seduh Walini-Dus 200 g","10522","","48","9,6","Ya",
"02","0210","105","523","Variann","Seduh","Walini","38","07","205,00000","","8992829105523","Teh 4 Dus Seduh Walini Exclusive - Bamboo Box 205 g","10523","","1","0,205","Ya",
"02","0210","105","525","Hitam","Seduh","Walini","38","18","500,00000","","8992829105525","Teh Hitam Seduh Ciater BOPF-Paper Kraft 500 g","10525","","1","0,5","Ya",
"02","0210","107","737","Putih","Instan","Walini","38","11","25,00000","","8992829107737","Teh Putih WP Seduh Walini-Metalize 25 g","10737","","0","0","Tidak",
"02","0210","107","738","Susu","Instan","Walini","38","11","400,00000","(24 x 400 g)","8992829107738","Teh Susu Instan Walini-Sachet 400 g (20 x 20 g)","10738","","24","9,6","Ya",
"02","0210","107","739","Lemon","Instan","Walini","38","11","400,00000","(24 x 400 g)","8992829107739","Teh Lemon Instan Walini-Sachet 400 g (20 x 20 g)","10739","","24","9,6","Ya",
"02","0210","108","800","Peko Black","RTD","Walini","38","09","300,00000","","8992829108800","Teh Peko Black RTD Walini-Botol 300 ml","10800","","0","0","Tidak",
"02","0210","108","801","Peko Green","RTD","Walini","38","09","300,00000","","8992829108801","Teh Peko Green RTD Walini-Botol 300 ml","10801","","0","0","Tidak",
"02","0210","108","802","Peko Black","RTD","Walini","38","09","300,00000","","8992829108802","Teh Peko Black Less Sugar RTD Walini-Botol 300 ml","10802","","0","0","Tidak",
"02","0210","108","803","Peko Green","RTD","Walini","38","09","300,00000","","8992829108803","Teh Peko Green Less Sugar RTD Walini-Botol 300 ml","10803","","0","0","Tidak",
"02","0210","108","804","Peko Milk","RTD","Walini","38","09","300,00000","","8992829108804","Teh Peko Milk RTD Walini-Botol 300 ml","10804","","0","0","Tidak",
"02","0210","108","805","Peko Lemon","RTD","Walini","38","09","300,00000","","8992829108805","Teh Peko Lemon RTD Walini-Botol 300 ml","10805","","0","0","Tidak",
"02","0210","108","806","Peko Black","RTD","Walini","38","09","500,00000","","8992829108806","Teh Peko Black RTD Walini-Botol 500 ml","10806","","0","0","Tidak",
"02","0210","108","807","Peko Green","RTD","Walini","38","09","500,00000","","8992829108807","Teh Peko Green RTD Walini-Botol 500 ml","10807","","0","0","Tidak",
"02","0210","108","808","Peko Lemon","RTD","Walini","38","09","500,00000","","8992829108808","Teh Peko Lemon RTD Walini-Botol 500 ml","10808","","0","0","Tidak",
"02","0210","108","809","Peko Milk","RTD","Walini","38","09","500,00000","","8992829108809","Teh Peko Milk RTD Walini-Botol 500 ml","10809","","0","0","Tidak",
"02","0210","108","810","Peko Lemon Black","RTD","Walini","38","09","350,00000","","8992829108810","Teh Peko Lemon Black RTD Walini-Botol 350 ml","10810","","0","0","Tidak",
"02","0210","108","811","Peko Lemon Green","RTD","Walini","38","09","350,00000","","8992829108811","Teh Peko Lemon Green RTD Walini-Botol 350 ml","10811","","0","0","Tidak",
"02","0210","108","812","Peko Peach Black","RTD","Walini","38","09","350,00000","","8992829108812","Teh Peko Peach Black RTD Walini-Botol 350 ml","10812","","0","0","Tidak",
"02","0210","108","813","Peko Lemon","RTD","Walini","38","09","310,00000","","8992829108813","Teh Peko Lemon RTD Walini-Botol 310 ml","10813","","0","0","Tidak",
"02","0210","108","814","Peko Apel","RTD","Walini","38","09","310,00000","","8992829108814","Teh Peko Apel RTD Walini-Botol 310 ml","10814","","0","0","Tidak",
"02","0210","108","815","Peko Peach","RTD","Walini","38","09","310,00000","","8992829108815","Teh Peko Peach RTD Walini-Botol 310 ml","10815","","0","0","Tidak",
"02","0210","108","816","Peko Green","RTD","Walini","38","09","310,00000","","8992829108816","Teh Peko Green RTD Walini-Botol 310 ml","10816","","0","0","Tidak",
"02","0210","108","817","Peko Wangi","RTD","Walini","38","09","310,00000","","8992829108817","Teh Peko Wangi RTD Walini-Botol 310 ml","10817","","0","0","Tidak",
"02","0210","110","002","Hitam","Celup SC","Goalpara LMS","25","01","60,00000","(30 TB x 2 g)","8992829110002","Teh Hitam Celup SC Goalpara LMS-Dus 60 Dus (30 TB x 2 g)","11002","","0","0","Tidak",
"02","0210","110","030","Hitam","Celup SC","Goalpara IHT","25","01","60,00000","(30 TB x 2 g)","8992829110030","Teh Hitam Celup SC Goalpara IHT-Dus 60 Dus (30 TB x 2 g)","11030","","0","0","Tidak",
"02","0210","110","031","Hitam","Celup DC","Goalpara IHT","25","01","60,00000","(30 TB x 2 g)","8992829110031","Teh Hitam Celup DC Goalpara IHT-Dus 60 Dus (30 TB x 2 g)","11031","","48","2,88","Ya",
"02","0210","110","032","Hitam","Celup SC","Goalpara IHT","25","03","10,80000","(6 TB x 1.8 g)","8992829110032","Teh Hitam Celup SC Goalpara IHT-Sachet * Dus (6 TB x 1.8 g)","11032","","288","3,1104","Ya",
"02","0210","110","033","Hitam","Celup SC","Goalpara IHT","25","03","10,80000","(6 TB X 1.8 g )","8992829110033","Teh Hitam Celup SC Goalpara IHT-Sachet 10.8 g (6 TB X 1,8 g )","11033","","288","3,1104","Ya",
"02","0210","110","034","Hitam","Celup SC","Goalpara IHT","25","01","100,00000","(50 TB X 2 g)","8992829110034","Teh Hitam Celup SC Goalpara IHT-Dus 100 g (50 TB X 2 g)","11034","","24","2,4","Ya",
"02","0210","110","035","Hitam","Celup SC","Goalpara IHT","25","02","1,80000","(1 TB x 1,8 gr)","8992829110035","Teh Hitam Celup SC Goalpara IHT-Paper Sachet 2 g (1 TB x 2 gr)","11035","","500","0,9","Ya",
"02","0210","110","036","Hitam","Celup SC","Goalpara IHT","25","02","200,00000","(100 TB x 2 gr)","8992829110036","Teh Hitam Celup SC Goalpara IHT-Paper Sachet 2 g (100 TB x 2 gr)","11036","","500","1","Ya",
"02","0210","110","037","Hitam","Celup SC","Goalpara IHT","25","01","50,00000","(25 TB x 2 g)","8992829110037","Teh Hitam Celup SC Goalpara -Dus 50 g (25 TB x 2 g)","11037","","48","2,4","Ya",
"02","0210","110","038","Hitam","Celup SC","Goalpara IHT","25","05","60,00000","(30 TB x 2 gr)","8992829110038","Teh Hitam Celup SC Goalpara IHT-Dus 60 g (30 TB x 2 gr)","11038","","48","2,88","Ya",
"02","0210","110","039","Hitam","Celup SC","Goalpara IHT","25","03","10,00000","(5 TB X 2 G)","8992829110039","Teh Hitam Celup SC Goalpara IHT-Sachet 10 g (5 TB X 2 G)","11039","","288","2,88","Ya",
"02","0210","110","040","Hitam","Celup SC","Goalpara IHT","25","01","200,00000","(100 TB x 2 g)","8992829110040","Teh Hitam Celup SC Goalpara IHT-Dus 200 g (100 TB x 2 g)","11040","","12","2,4","Ya",
"02","0210","110","042","Hijau","Celup SC","Goalpara IHT","25","01","50,00000","(25 TB x 2 g)","8992829110042","Teh Hijau Celup SC Goalpara - Dus 50 g (25 TB x 2 g)","11042","","48","2,4","Ya",
"02","0210","117","786","Hitam","Seduh","BOPF","38","18","100,00000","gr","8992829117786","Teh Hitam Seduh Malabar BOPF-Paper Kraft 100 gr","17786","","1","0,1","Ya",
"02","0210","114","","","","","","","0,00000","","","","","","0","0","Tidak",
"02","0210","114","400","Hitam","Celup SC","Anugerah Alam","01","10","2,00000","","8992829114400","Teh Hitam Celup SC Anugerah Alam-TB 2 gr","11400","","1080","2,16","Ya",
"02","0210","114","401","Jahe","Celup SC","Anugerah Alam","01","14","2,00000","","8992829114401","Teh Jahe Celup SC Anugerah Alam-TB 2 gr","11401","","0","0","Tidak",
"02","0210","114","402","Passion Fruit","Celup SC","Duta Sarana Indah","01","10","2,00000","","8992829114402","Teh Passion Fruit Celup SC Duta Sarana Indah-Alu Paper 2 gr","11402","","0","0","Tidak",
"02","0210","114","403","Mango","Celup SC","Duta Sarana Indah","01","10","2,00000","","8992829114403","Teh Mango Celup SC Duta Sarana Indah-Alu Paper 2 gr","11403","","0","0","Tidak",
"02","0210","114","404","Blackcurrant","Celup SC","Duta Sarana Indah","01","10","2,00000","","8992829114404","Teh Blackcurrant Celup SC Duta Sarana Indah-Alu Paper 2 gr","11404","","0","0","Tidak",
"02","0210","114","405","Mint","Celup SC","Duta Sarana Indah","01","10","2,00000","","8992829114405","Teh Mint Celup SC Duta Sarana Indah-Alu Paper 2 gr","11405","","0","0","Tidak",
"02","0210","114","406","Kayu Manis","Celup SC","Duta Sarana Indah","01","10","2,00000","","8992829114406","Teh Kayu Manis Celup SC Duta Sarana Indah-Alu Paper 2 gr","11406","","0","0","Tidak",
"02","0210","114","407","BP 1","Celup SC","Syam Kautsar","01","10","35,00000","(20 TB x 1.75 g)","8992829114407","Teh BP 1 Celup SC Syam Kautsar-Alu Paper 35 gr (20 TB x 1,75 g)","11407","","0","0","Tidak",
"02","0210","114","408","Mangosteen","Celup SC","Anugerah Agrotekindo","01","10","2,00000","","8992829114408","Teh Mangosteen Celup SC Anugerah Agrotekindo","11408","","40","1,6","Ya",
"02","0210","114","409","Collagen","Celup SC","Anugerah Agrotekindo","01","10","2,00000","","8992829114409","Teh Collagen Celup SC Anugerah Agrotekindo","11409","","0","0","Tidak",
