"kodeunit","tanggal","kodebud","kodeJenisOlah","kodegrade","kodevar","norek","kodekbn","bi","rbi","pbi",
"65","01/10/2020 0:00:00","01","0001","","BASAH","X","65","0","0","0",
"65","01/10/2020 0:00:00","01","0001","","BASAH","6090100","65","0","0","0",
"65","01/10/2020 0:00:00","01","0001","","JADI","X","65","0","0","0",
"65","01/10/2020 0:00:00","01","0001","","JADI","6090400","65","0","0","0",
"65","01/10/2020 0:00:00","01","0002","","JADI","X","65","0","0","0",
"65","01/10/2020 0:00:00","01","0002","","JADI","6090400","65","0","0","0",
